id,memo,inst,date,cq,tm,lot,version,fmax,pcr noise,melt noise
ea017cce-d0fe-4540-9cf5-b8e7eabeb84b,ST.310 SP.39 ,112,"Jun 28, 2:08 PM",24,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1673,0.01,0.02
68932829-3f0e-4906-8a75-9afddbae8ae3,ST.310 SP.38 ,110,"Jun 28, 2:08 PM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2679,0.03,0.02
4761c842-65ca-4c94-be08-ec66ac3184bb,ST.310 SP.37 ,109,"Jun 28, 2:08 PM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1815,0.02,0.02
b12343e7-4153-4bf1-a791-a04638881415,ST.310 SP.85 ,Beta15,"Jun 28, 1:23 PM",22,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1108,0.03,0.02
8278a97b-bb1f-4543-be10-e1f691edc5bb,ST.310 SP.84 ,Beta14,"Jun 28, 1:23 PM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,999,0.05,0.01
fd6e0502-f346-4cb0-bb15-569c8871ef5f,ST.310 SP.83 ,Beta13,"Jun 28, 1:23 PM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1694,0.02,0.03
a06b5660-baf6-4010-a488-e99f8de8b97a,ST.310 SP.82 ,Beta12,"Jun 28, 1:23 PM",22,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1776,0.04,0.02
ba06624d-665d-419c-a058-c423c097b956,ST.310 SP.80 ,Beta09,"Jun 28, 1:22 PM",22,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1207,0.05,0.02
416c4433-ae89-47c4-bd94-0f424de3b2c8,ST.310 SP.79 ,Beta07,"Jun 28, 1:22 PM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1712,0.05,0.1
672b701c-6292-46a7-be76-25b61443d910,ST.310 SP.81 ,Beta11,"Jun 28, 1:22 PM",24,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1213,0.02,0.01
634b3f11-8603-4e16-8ccb-8df1f5daa753,ST.310 SP.34 ,115,"Jun 28, 1:21 PM",24,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1921,0.03,0.02
3be31d9a-a4bc-49aa-888f-13a66a95e99a,ST.310 SP.36 ,117,"Jun 28, 1:20 PM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2332,0.04,0.01
27a4af13-d9c7-4136-ba1e-e188154cac50,ST.310 SP.35 ,116,"Jun 28, 1:20 PM",22,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1721,0.02,0.02
e1994f6b-b424-48b0-a891-9120f16a5ead,ST.310 SP.33 ,112,"Jun 28, 1:19 PM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2020,0.01,0.1
50c66cfd-b596-4ef3-a352-223e97b33ef2,ST.310 SP.32 ,110,"Jun 28, 1:19 PM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2696,0.02,0.02
ad386d15-8696-4e10-ad51-aff2b844500a,ST.310 SP.31 ,109,"Jun 28, 1:19 PM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1350,0.01,0.02
16a824ba-c29f-4443-9c5c-9dde1562388b,ST.310 SP.28 ,115,"Jun 28, 12:31 PM",24,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1856,0.01,0.02
218167ac-6759-43c3-a663-361f296e8f3b,ST.310 SP.78 ,Beta15,"Jun 28, 11:58 AM",21,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1384,0.02,0.02
e20261e0-088f-4be4-bd81-aeb41941bb1f,ST.310 SP.76 ,Beta13,"Jun 28, 11:58 AM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1960,0.02,0.04
c7b4c133-6e1e-47f8-83fa-2a7b15c566b2,ST.310 SP.75 ,Beta12,"Jun 28, 11:58 AM",22,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1689,0.04,0.01
79ed08b5-86be-470c-ae87-c0b08239a017,ST.310 SP.77 ,Beta14,"Jun 28, 11:58 AM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1110,0.04,0.12
17a522f2-0cab-4c6f-a15c-20e70a3f4a6d,ST.310 SP.73 ,Beta09,"Jun 28, 11:58 AM",22,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1402,0.01,0.02
593cfb33-3156-455e-a311-d2ac0e184be4,ST.310 SP.72 ,Beta07,"Jun 28, 11:58 AM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1533,0.04,0.04
e2deaa16-0eee-40bd-9c51-65995d0e5d0c,ST.310 SP.74 ,Beta11,"Jun 28, 11:58 AM",25,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1135,0.04,0.01
128b5af3-f65c-4eb1-95da-b8b44bd8520f,ST.310 SP.30 ,117,"Jun 28, 11:57 AM",25,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1642,0.03,0.02
2280fe24-2bd5-4bea-a6c5-f0f9f56097f3,ST.310 SP.29 ,116,"Jun 28, 11:57 AM",22,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1894,0.04,0.07
f057bbee-0e19-47fe-8361-6d1950ca5255,ST.310 SP.27 ,112,"Jun 28, 11:57 AM",24,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1490,0.02,0.03
e0a775c9-9d3c-4e48-850a-3c03de3b71a4,ST.310 SP.26 ,110,"Jun 28, 11:56 AM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2249,0.01,0.02
25b466dd-667a-4666-8379-5f22585f7eb8,ST.310 SP.25 ,109,"Jun 28, 11:56 AM",25,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1359,0.01,0.01
cdde4ae0-ae8f-41e0-9a0c-b9758e16f039,ST.310 SP.23 ,116,"Jun 28, 11:10 AM",22,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1517,0.03,0.02
a11f739a-5759-44c1-a000-781bc3b48f89,ST.310 SP.24 ,117,"Jun 28, 11:10 AM",22,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2644,0.02,0.03
6e7524b5-8195-45df-93b9-e82828a10665,ST.310 SP.22 ,115,"Jun 28, 11:10 AM",24,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2120,0.02,0.04
77ae247d-470b-42d1-bd3f-f6b1559dde78,ST.310 SP.21 ,112,"Jun 28, 11:09 AM",25,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1322,0.02,0.04
e3db2c7e-be37-42b3-9a62-1a9e619e9c70,ST.310 SP.20 ,110,"Jun 28, 11:09 AM",26,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1595,0.03,0.02
74a37023-6347-4a24-a961-b16a1cfef2ca,ST.310 SP.19 ,109,"Jun 28, 11:09 AM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1975,0.02,0.02
cd5e3a1b-9d50-46e5-948e-4214010619bc,ST.310 SP.71 ,Beta15,"Jun 28, 11:08 AM",21,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1073,0.02,0.04
5312f7d8-b4b3-4368-b570-ce2cc151ba1b,ST.310 SP.70 ,Beta14,"Jun 28, 11:08 AM",24,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,905,0.05,0.01
7c1b2c06-e9b4-4bb8-bd27-69f11cdb53d8,ST.310 SP.69 ,Beta13,"Jun 28, 11:08 AM",25,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1463,0.06,0.02
188a561a-f01d-4175-afc0-893d8e7ead3d,ST.310 SP.68 ,Beta12,"Jun 28, 11:08 AM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1653,0.05,0.02
a2183d54-540f-4705-93d8-89a88ee69a61,ST.310 SP.66 ,Beta09,"Jun 28, 11:07 AM",22,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1199,0.04,0.02
9a572877-3691-4179-a0c2-5d365a6a5517,ST.310 SP.65 ,Beta07,"Jun 28, 11:07 AM",22,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1830,0.02,0.11
c62f4518-122f-4c86-b31a-badea4d4a0ae,ST.310 SP.67 ,Beta11,"Jun 28, 11:07 AM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1455,0.02,0.04
5969c618-104a-4cdd-9e32-6bf8f3f816ff,ST.310 SP.62 ,Beta13,"Jun 28, 10:15 AM",24,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1426,0.04,0.03
5c860441-c21c-4eb0-ac25-f770a04fd1d6,ST.310 SP.61 ,Beta12,"Jun 28, 10:15 AM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1826,0.05,0.02
3208b64c-7693-45d4-9841-30f77772f4c5,ST.310 SP.63 ,Beta14,"Jun 28, 10:15 AM",22,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1442,0.02,0.01
01967ac7-378a-48fd-8c81-e1418f1cc682,ST.310 SP.64 ,Beta15,"Jun 28, 10:15 AM",19,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1558,0.01,0.02
122180e2-67ac-47fa-a6d5-e9bc002811af,ST.310 SP.59 ,Beta09,"Jun 28, 10:15 AM",22,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1566,0.02,0.01
573a0628-93f5-4e25-961a-0b39b72cde9e,ST.310 SP.58 ,Beta07,"Jun 28, 10:15 AM",24,84,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1389,0.02,0.02
cc86c871-9443-4776-aac5-b100335c565b,ST.310 SP.60 ,Beta11,"Jun 28, 10:14 AM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1680,0.03,0.01
c2498630-01b8-43fd-a3bd-f18f8264f226,ST.310 SP.16 ,115,"Jun 28, 10:14 AM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2437,0.02,0.02
1057274c-bb90-4950-9ce5-ebf24fbf45c5,ST.310 SP.18 ,117,"Jun 28, 10:14 AM",22,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,3301,0.03,0.12
932a471e-fb4a-43ab-8ad4-5cdbe4f12ea5,ST.310 SP.17 ,116,"Jun 28, 10:14 AM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1292,0.02,0.04
6cae44ca-6ca0-42d3-b76c-aae4fb752025,ST.310 SP.15 ,112,"Jun 28, 10:14 AM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2017,0.01,0.02
95c36eba-3186-4f42-96e8-bd2de92e3948,ST.310 SP.14 ,110,"Jun 28, 10:13 AM",24,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,3132,0.02,0.07
737dcbb3-9857-4592-b6f1-78a2c7e442bd,ST.310 SP.9 ,109,"Jun 28, 10:13 AM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1737,0.02,0.02
f023a498-b443-4e6a-aa14-7abb4e6bafe7,ST.310 SP.52,Beta11,"Jun 27, 5:40 PM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1589,0.05,0.01
ea7a245b-12aa-4196-abf7-02c548d8f521,ST.310 SP.57,Beta15,"Jun 27, 5:40 PM",22,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1230,0.01,0.02
e73593eb-f854-40f5-9041-b3a8c8bf3139,ST.310 SP.11 ,115,"Jun 27, 5:40 PM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2570,0.01,0.02
36d18419-56f4-473a-bfed-695fe46715a4,ST.310 SP.54,Beta13,"Jun 27, 5:34 PM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1902,0.03,0.01
b0ecc7ed-fbc7-4911-bcc5-da63d6f28fb6,ST.310 SP.53,Beta12,"Jun 27, 5:34 PM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2059,0.04,0.02
3ffb5e42-910a-4a12-9b6d-a96f06236962,ST.310 SP.56,Beta14,"Jun 27, 5:34 PM",22,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1493,0.03,0.02
40e2a589-c34f-4138-9a9b-255a718cf7d9,ST.310 SP.51,Beta09,"Jun 27, 5:34 PM",22,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1390,0.02,0.01
e45bb1f3-b02b-400b-803b-902bbd6747b0,ST.310 SP.55,Beta07,"Jun 27, 5:34 PM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1685,0.03,0.03
0ba0d118-ace8-4e02-bb38-77d340e73849,ST.310 SP.13 ,117,"Jun 27, 5:30 PM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2410,0.02,0.01
badc62bd-088f-4b67-aa27-1395c3a8bc49,ST.310 SP.12 ,116,"Jun 27, 5:29 PM",22,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2002,0.03,0.02
5d994650-951f-467c-9b04-1a60082a65b7,ST.310 SP.10 ,112,"Jun 27, 5:28 PM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1889,0.02,0.03
89c2b13c-552b-4b8e-88f9-cb0898552150,ST.310 SP.7,110,"Jun 27, 5:28 PM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2885,0.01,0.01
2636f39d-244a-4098-9272-6706fc57e202,ST.310 SP.8,109,"Jun 27, 5:27 PM",23,83,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1556,0.04,0.02
1da05902-2498-40ea-b5ab-7a8facff8191,ST.310 SP.4,115,"Jun 27, 4:42 PM",24,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2276,0.03,0.05
940724a7-20b4-4ecb-837b-bf4e56e8e8d7,ST.310 SP.3 ,112,"Jun 27, 4:36 PM",23,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2031,0.02,0.01
afec044e-b4cd-4f59-beb9-6fd2b31d9ee8,ST.310 SP.5 ,116,"Jun 27, 4:36 PM",22,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1729,0.04,0.02
397c5a39-3342-45f2-90db-dcc47dd8ec7b,ST.310 SP.6 ,117,"Jun 27, 4:36 PM",22,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,2804,0.03,0.03
aa91268e-f367-4443-9402-6dcfe47d24a9,ST.310 SP.2 ,110,"Jun 27, 4:36 PM",21,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,3601,0.01,0.04
4e6aa18f-6b12-4966-a146-04a0708097b4,ST.310 SP.1 ,109,"Jun 27, 4:36 PM",24,82,TKM-2171,SNP.676/PMMV.06 Duplex Cup,1354,0.01,0.01
