Text,1: 1x,2: 10x,3: 100x,4: 1000x,5: Neg,6: 1x_2,7: 10x_2,8: 100x_2,9: 1000x_2,10: Neg_2,11: 1x_3,12: 10x_3,13: 100x_3,14: 1000x_3,15: Neg_3
20,5.07362461090088,6.00900268554687,4.64484643936157,21.5609970092773,7.6112003326416,4.44800472259521,5.1483941078186,7.16105890274048,4.77302217483521,5.88235282897949,4.63111305236816,4.5593957901001,4.53192949295044,4.1748685836792,4.62806129455566
21,5.02021837234497,5.96627759933472,4.62500953674316,21.3138027191162,7.54711246490478,4.43427181243897,5.1514458656311,7.19768047332764,4.77149629592895,5.85793828964233,4.64484643936157,4.54871463775635,4.53192949295044,4.13519477844238,4.62348365783691
22,4.9820704460144,5.95407056808472,4.62500953674316,21.567102432251,7.49828338623047,4.43122005462646,5.13008308410645,7.18699932098389,4.76081466674805,5.84878301620483,4.62958717346191,4.50446319580078,2.22934317588806,4.16876459121704,4.56397342681885
23,4.95918226242065,5.93728542327881,4.61890602111816,21.4938583374023,7.42046213150024,4.42969417572022,5.10414266586304,7.13664436340332,4.73640060424805,5.81521320343018,4.62043190002441,4.46631574630737,4.49988555908203,4.14587640762329,4.53345537185669
24,4.9408712387085,5.92355251312256,4.62348365783691,21.2771797180176,7.38231468200684,4.41290903091431,5.09193563461304,7.075608253479,4.72114133834839,5.78316926956177,4.60669851303101,4.43579769134521,4.46631574630737,4.09552145004272,4.49225616455078
25,4.90424966812134,5.9052414894104,4.57312870025635,21.1047534942627,7.26787233352661,4.41290903091431,5.06752109527588,7.11680793762207,4.70283031463623,5.77706575393677,4.60364675521851,4.41290903091431,4.45105648040771,4.12756538391113,4.47699689865112
26,4.91798257827759,5.93423366546631,4.58686208724976,19.8428325653076,7.2632942199707,4.41596078872681,5.04463243484497,7.0542459487915,4.67689037322998,5.7297625541687,4.59449148178101,4.3778133392334,4.42816829681396,4.08789205551147,4.45258235931396
27,4.90730142593384,5.9021897315979,4.55481815338135,17.6165409088135,7.20531034469604,4.41596078872681,5.01564073562622,7.01762437820435,4.64789819717407,5.69466686248779,4.59296560287476,4.3717098236084,4.3900203704834,4.10009908676147,4.41443490982056
28,4.91340494155884,5.87014579772949,4.49988555908203,15.6984815597534,7.09086751937866,4.44800472259521,4.95155239105225,6.99778747558594,4.61890602111816,5.67635631561279,4.62348365783691,4.35492467880249,4.35645055770874,4.67689037322998,4.3778133392334
29,5.01106262207031,5.91897439956665,4.48462677001953,17.7767601013184,7.0405125617981,4.53955888748169,4.92408657073975,7.0283055305481,4.59601736068726,5.65804529190063,4.65552759170532,4.32593250274658,4.30609607696533,4.80201435089111,4.34424352645874
30,5.18959331512451,5.96475172042847,4.45716047286987,12.8282594680786,7.00236511230469,4.69672679901123,4.90882730484009,7.00999450683594,4.58381032943726,5.64736413955688,4.76386642456055,4.31830310821533,4.29846668243408,4.0146484375,4.33661413192749
31,5.55275821685791,6.0837721824646,4.45868635177612,11.4396886825562,7.00999450683594,4.98817443847656,4.90119791030884,7.02677965164185,4.55786991119385,5.60158681869507,4.9347677230835,4.29999256134033,4.26184463500977,3.96581983566284,4.31982898712158
32,6.19058513641357,6.25925064086914,4.40985727310181,9.76119613647461,6.95201015472412,5.47951459884644,4.88746452331543,7.04966831207275,4.50904083251953,5.53444719314575,5.21858549118042,4.26031875610352,4.21454191207886,3.91546511650085,4.28015565872192
33,7.29533815383911,6.72922849655151,4.40375375747681,9.73983383178711,6.92607021331787,6.36606407165527,4.88746452331543,7.19005107879639,4.50293731689453,5.54055070877075,5.76180648803711,4.25726699829102,4.19470500946045,4.31219959259033,4.22674894332886
34,9.19661235809326,7.53032732009888,4.39612436294556,10.0617990493774,6.97947645187378,7.85992240905762,4.91950845718384,7.46166181564331,4.48157453536987,5.51308441162109,6.67429637908936,4.23437881469727,4.1809720993042,3.91851687431335,4.1992826461792
35,12.1004047393799,8.9127950668335,4.3625545501709,10.0114440917969,6.97642469406128,10.1747159957886,4.9637598991394,8.05523777008057,4.46784162521362,5.48104047775269,8.2047758102417,4.21301603317261,4.13061714172363,3.87579154968262,4.13061714172363
36,16.1120014190674,11.2916765213013,4.34882116317749,10.627908706665,7.09391927719116,13.5896844863892,5.07362461090088,9.15846538543701,4.43579769134521,5.43984127044678,10.531777381897,4.1992826461792,4.11688423156738,3.90783548355103,4.07568454742432
37,22.8625926971436,16.1058979034424,4.40985727310181,10.142671585083,7.51506805419922,19.1073474884033,5.36049461364746,11.3405046463013,4.40680551528931,5.39559030532837,14.3602657318115,4.18249797821045,4.08941793441772,4.00244140625,4.03448534011841
38,26.2119483947754,20.8651866912842,4.33508825302124,10.5134658813477,7.82940435409546,22.6855869293213,5.65346765518188,14.540322303772,4.3808650970459,5.36202049255371,17.8789958953857,4.18554973602295,4.06652927398682,3.89562821388245,4.008544921875
39,30.0358581542969,27.5745792388916,4.30609607696533,10.2113370895386,8.76630783081055,26.564432144165,6.24704360961914,20.218204498291,4.32593250274658,5.32234668731689,21.9546813964844,4.1992826461792,4.01922655105591,3.92462038993835,3.96887159347534
40,32.468147277832,33.8048362731934,4.28625917434692,10.4371709823608,10.5058364868164,29.0836963653564,7.21293973922729,27.7454795837402,4.29541444778442,5.30251026153564,25.1087207794189,4.23743057250977,3.996337890625,4.09552145004272,3.95971608161926

