Text,X,1: 12-13 0.5uM+,X,2: 12-13 0.2uM+,X,3: 14-15 0.5uM+,X,4: 14-15 0.2uM+,X,5: 12-13 0.5uM-,X,6: 12-13 0.2uM-,X,7: 14-15 0.5uM-,X,8: 14-15 0.2uM-
73.08,73.08,18.6495761871338,73.24,4.85084295272827,73.28,38.8189506530762,73.31,6.42862606048584,73.32,5.49324798583984,73.33,2.86411833763123,73.35,16.9451446533203,73.38,2.90226602554321
73.6,73.6,18.2848854064941,73.76,4.76386642456055,73.8,38.1368751525879,73.82,6.32486438751221,73.86,5.37727928161621,73.91,2.81071186065674,73.93,16.5926609039307,73.96,2.85343718528748
74.18,74.18,17.8423748016357,74.32,4.67536449432373,74.35,37.1206207275391,74.4,6.16159296035767,74.44,5.25215530395508,74.48,2.7588312625885,74.5,16.197452545166,74.53,2.80308222770691
74.8,74.8,17.389181137085,74.94,4.57923269271851,74.96,36.374454498291,75,6.03799486160278,75.04,5.13008308410645,75.08,2.69626927375793,75.12,15.7763023376465,75.15,2.75425338745117
75.39,75.39,16.9756622314453,75.53,4.48767852783203,75.58,35.4772262573242,75.62,5.89761209487915,75.65,5.00648498535156,75.68,2.64591431617737,75.7,15.4253454208374,75.74,2.71305418014526
75.97,75.97,16.5102615356445,76.13,4.39917612075806,76.17,34.5662612915039,76.19,5.76791048049927,76.23,4.88899040222168,76.28,2.59708547592163,76.3,15.0026702880859,76.33,2.66117334365845
76.54,76.54,16.1318378448486,76.68,4.31219959259033,76.71,33.7849998474121,76.74,5.65499353408814,76.76,4.80506610870361,76.8,2.56198978424072,76.82,14.7295341491699,76.86,2.62455177307129
77.1,77.1,15.7137403488159,77.24,4.24200820922852,77.28,32.9823760986328,77.32,5.51461029052734,77.36,4.68604564666748,77.4,2.51926445960999,77.42,14.3663692474365,77.45,2.57877469062805
77.64,77.64,15.3444728851318,77.82,4.15960931777954,77.85,32.213321685791,77.91,5.40321969985962,77.94,4.57312870025635,77.98,2.475013256073,78.01,14.0047302246094,78.04,2.53604936599731
78.26,78.26,14.9355306625366,78.36,4.08789205551147,78.4,31.5648136138916,78.44,5.30098438262939,78.47,4.49073028564453,78.5,2.43686580657959,78.51,13.7209129333496,78.55,2.50247955322266
78.79,78.79,14.5983066558838,78.95,4.0146484375,78.99,30.7484550476074,79.03,5.20790433883667,79.07,4.39459848403931,79.12,2.39871835708618,79.13,13.3821620941162,79.17,2.46433210372925
79.41,79.41,14.2107267379761,79.52,3.94140529632568,79.57,30.0099182128906,79.63,5.07209873199463,79.68,4.29541444778442,79.72,2.34836339950562,79.75,13.0205230712891,79.77,2.42160677909851
79.99,79.99,13.8048372268677,80.16,3.86663603782654,80.21,29.2027168273926,80.23,4.9698634147644,80.26,4.1962308883667,80.3,2.31479358673096,80.32,12.70618724823,80.35,2.38803696632385
80.58,80.58,13.4889755249023,80.75,3.8056001663208,80.79,28.2581825256348,80.84,4.84779119491577,80.88,4.10620260238647,80.9,2.27359437942505,80.92,12.3201341629028,80.95,2.34836339950562
81.17,81.17,13.1441211700439,81.33,3.73693442344666,81.39,27.0191497802734,81.43,4.7409782409668,81.47,4.0054931640625,81.52,2.21713590621948,81.54,11.6975660324097,81.56,2.31174182891846
81.78,81.78,12.7977418899536,81.92,3.66521716117859,81.97,24.3320369720459,82.03,4.61280250549316,82.06,3.9261462688446,82.1,2.19729924201965,82.13,10.3364610671997,82.16,2.2751202583313
82.37,82.37,12.463568687439,82.5,3.60112905502319,82.51,18.9211864471436,82.53,4.40222787857056,82.55,3.84374761581421,82.58,2.15304803848267,82.61,7.97283887863159,82.66,2.24002432823181
82.9,82.9,12.1278705596924,83.09,3.54314494132996,83.13,11.776912689209,83.16,4.06652927398682,83.18,3.76287484169006,83.21,2.12252998352051,83.22,5.09956502914429,83.24,2.2079803943634
83.49,83.49,11.8348970413208,83.56,3.48821234703064,83.61,6.39353036880493,83.67,3.72930502891541,83.71,3.67437243461609,83.75,2.08896017074585,83.76,3.34782934188843,83.78,2.175936460495
84.01,84.01,11.5083541870117,84.2,3.42717623710632,84.24,4.06652927398682,84.29,3.29289698600769,84.32,3.59197378158569,84.35,2.05081248283386,84.37,3.09300374984741,84.4,2.14541840553284
84.64,84.64,11.1741819381714,84.77,3.36308836936951,84.81,3.72167539596558,84.86,3.08384823799133,84.89,3.50652313232422,84.92,2.0233461856842,84.93,3.04722666740417,84.96,2.11337447166443
85.18,85.18,10.8918895721436,85.35,3.30968189239502,85.4,3.58892202377319,85.44,3.01976037025452,85.46,3.42870211601257,85.49,1.99282824993134,85.52,2.9556725025177,85.55,2.08133053779602
85.79,85.79,10.5165176391602,85.93,3.2578010559082,85.96,3.48516058921814,86,2.97093152999878,86.03,3.34477758407593,86.07,1.96841382980347,86.09,2.89921426773071,86.11,2.05539035797119
86.37,86.37,10.1258869171143,86.6,3.19218730926514,86.64,3.39208054542542,86.66,2.90836954116821,86.68,3.19981694221497,86.71,1.93331801891327,86.74,2.83360028266907,86.78,2.0202944278717
87.06,87.06,9.59029483795166,87.25,3.1342031955719,87.26,3.30052638053894,87.25,2.86869621276855,87.25,2.88700699806213,87.26,1.9028000831604,87.28,2.80613422393799,87.32,1.99740600585938
87.57,87.57,8.5374231338501,87.77,3.09452962875366,87.82,3.22423124313354,87.85,2.81528949737549,87.88,2.49027228355408,87.91,1.87380790710449,87.93,2.76035714149475,87.96,1.96841382980347
88.16,88.16,6.55222415924072,88.33,3.04417490959167,88.38,3.1464102268219,88.42,2.76951241493225,88.44,2.14084076881409,88.45,1.84786760807037,88.45,2.71915769577026,88.47,1.95010304450989
88.74,88.74,4.33356237411499,88.83,2.99382019042969,88.88,3.08690023422241,88.95,2.73136496543884,88.99,2.09506368637085,89.05,1.83108258247375,89.07,2.6596474647522,89.09,1.92111086845398
89.31,89.31,3.09452962875366,89.43,2.93430995941162,89.49,3.01213097572327,89.54,2.68406200408936,89.6,2.06149387359619,89.66,1.80209052562714,89.69,2.63828492164612,89.73,1.89059281349182
89.93,89.93,2.99382019042969,90.08,2.88853287696838,90.12,2.9526207447052,90.16,2.63828492164612,90.19,2.03402757644653,90.23,1.77309834957123,90.25,2.60624098777771,90.29,1.8677042722702
90.52,90.52,2.93888759613037,90.66,2.84885931015015,90.7,2.89158463478088,90.73,2.60929274559021,90.77,2.00350952148438,90.8,1.74868392944336,90.82,2.56809329986572,90.85,1.84786760807037
91.12,91.12,2.89311051368713,91.22,2.80766010284424,91.26,2.8381781578064,91.3,2.56046390533447,91.32,1.98062109947205,91.34,1.73647665977478,91.35,2.53910136222839,91.38,1.82803082466126
91.68,91.68,2.83665227890015,91.83,2.76340889930725,91.87,2.77409029006958,91.92,2.52079033851624,91.97,1.95468068122864,92.03,1.71358811855316,92.05,2.50400543212891,92.06,1.80514228343964
92.27,92.27,2.78477144241333,92.42,2.73136496543884,92.45,2.72373533248901,92.48,2.49027228355408,92.53,1.93026626110077,92.56,1.68612194061279,92.58,2.468909740448,92.6,1.78072786331177
92.82,92.82,2.73594260215759,92.99,2.68711376190186,93.03,2.67185473442078,93.08,2.45212483406067,93.1,1.90127408504486,93.12,1.65712976455688,93.13,2.42160677909851,93.16,1.76089107990265
93.38,93.38,2.69932103157043,93.53,2.6535439491272,93.54,2.62302589416504,93.57,2.41702914237976,93.6,1.88143742084503,93.64,1.64644849300385,93.65,2.3926146030426,93.69,1.74258029460907
93.93,93.93,2.6535439491272,94.1,2.61234450340271,94.16,2.5741970539093,94.2,2.37735557556152,94.22,1.85549712181091,94.24,1.62508583068848,94.25,2.36362242698669,94.28,1.7181658744812
94.54,94.54,2.61081862449646,94.7,2.5803005695343,94.74,2.53452348709106,94.78,2.34836339950562,94.81,1.83260858058929,94.84,1.6067750453949,94.86,2.33157849311829,94.89,1.69375145435333
95.23,95.23,2.52841997146606,95.87,2.51163506507874,95.95,2.44296932220459,95.99,2.29037928581238,96,1.78530561923981,96.02,1.5716792345047,96.05,2.27359437942505,96.11,1.65255212783813

