consumableId,consumable/lot,numericValue,instrument
f2bade78-844c-4ba5-8df3-9d758078dae1,TKM-1664,1.224,AdvBuild05
95ec6338-a41a-47eb-b8db-3187670e724a,TKM-1664,1.226,AdvBuild13
db49f118-0e74-47a4-9b6e-0ceb60b7ccc4,TKM-1664,1.226,AdvBuild13
f568a636-5846-4fa8-b7bd-596213be45e1,TKM-1664,1.226,AdvBuild05
9cd710ac-cb3c-4c45-821f-3c8b2d4ce685,TKM-1664,1.227,AdvBuild05
017968a7-d0de-4c3e-9f57-bc4a4329c94f,TKM-1664,1.229,AdvBuild05
6793c373-9767-4a46-a132-6c019b26579a,TKM-1664,1.229,AdvBuild13
2fd79b6f-3778-4962-bb96-010ac27e15b1,TKM-1664,1.231,AdvBuild25
ddc9e7bc-2b20-4c7d-9022-b91ae25e3577,TKM-1664,1.231,AdvBuild05
187116d4-9280-4ad9-b500-9396d8d25219,TKM-1664,1.233,AdvBuild13
d157068c-5dec-46cb-8313-b565d7c8260e,TKM-1664,1.233,AdvBuild05
81054c20-e88b-4306-8fb3-ba172dce0091,TKM-1664,1.234,AdvBuild09 (New)
c695381a-c0d4-45b6-aefa-ed6c54fb778b,TKM-1664,1.235,AdvBuild09 (New)
e4b377c6-c143-45a2-a941-5e54d6659ded,TKM-1664,1.235,AdvBuild08
fabc6a6f-0924-4991-b276-626c654fee43,TKM-1664,1.235,AdvBuild08
6fa26970-871e-42b0-a152-5e8a47196ca2,TKM-1664,1.24,AdvBuild13
dbf0f241-e7c6-4cd6-80db-8d289b6ef069,TKM-1664,1.242,AdvBuild13
48339696-d2e4-4cfb-bd39-f5029a10381f,TKM-1664,1.243,AdvBuild09 (New)
bcb42e41-40d0-49c1-a286-9caf824430f9,TKM-1664,1.243,AdvBuild08
02d022fc-6f6c-4059-a926-e04628f826c5,TKM-1664,1.244,AdvBuild08
7676cac5-4532-4a3d-9ddf-813edd5e97d3,TKM-1664,1.244,AdvBuild13
6edcbdf7-57d8-47dd-8053-04bc33e26b8b,TKM-1664,1.245,AdvBuild13
5644693b-166e-46d6-bd9d-adb2cc45f089,TKM-1664,1.247,AdvBuild25
b71f8ea9-fba8-43d1-8e41-9c07c12a52be,TKM-1664,1.247,AdvBuild05
7b83621b-ab5e-426d-a3eb-807e5d282b55,TKM-1664,1.248,AdvBuild08
1f6c317d-c217-4a21-8e16-f424d3f5e36a,TKM-1664,1.25,AdvBuild05
b4a9a783-cb84-4eb9-897a-4816c7e80d67,TKM-1664,1.25,AdvBuild13
2dd20795-d8a3-4e01-8150-48dcd9a1e6a3,TKM-1664,1.252,AdvBuild13
4b8a1bb1-1fbf-45ec-8e63-eec1cafcd5d4,TKM-1664,1.252,AdvBuild25
e3748c37-7c48-4ca9-b7e7-cb7c79905fcf,TKM-1664,1.252,AdvBuild05
b678bd6d-0116-4db5-b030-5d46c01e6ddd,TKM-1664,1.255,AdvBuild13
9b0f2aaf-eb42-4e2f-ab36-50c66df6c914,TKM-1664,1.257,AdvBuild05
278e36fd-7ed8-4881-b7fb-aa053809df8b,TKM-1664,1.259,AdvBuild13
ac9d982a-f19b-4272-8c98-ffdd038b41f0,TKM-1664,1.26,AdvBuild08
5483b66f-2a38-460a-bd86-1eb33e2d6dba,TKM-1664,1.261,AdvBuild08
aeac563f-4ab4-433b-9241-c944ab6896c0,TKM-1664,1.261,AdvBuild08
0eae9325-b9dc-41aa-951d-5b19d8aad4b5,TKM-1664,1.262,AdvBuild08
d0ae8139-8727-4fa5-8a68-98988bee3e8e,TKM-1664,1.263,AdvBuild13
8a5a01e3-4a2e-4485-ba30-289256adaf78,TKM-1664,1.266,AdvBuild05
b43926b5-fcd2-46e3-aa01-9a54c6a0ec73,TKM-1664,1.267,AdvBuild08
e183be6d-ab96-4385-8342-447cee585773,TKM-1664,1.267,AdvBuild13
108bca22-44a9-4ba1-9e07-c84ee0ce2ed7,TKM-1664,1.268,AdvBuild08
20d9ed3b-a395-41d5-be2d-57c78d2063ed,TKM-1664,1.268,AdvBuild05
6608d728-a65f-4d01-beb4-3d3424174421,TKM-1664,1.268,AdvBuild13
cb391972-804a-46cb-bb2d-baaefb3e1111,TKM-1664,1.268,AdvBuild13
e393aa7b-32e9-4ec5-a34d-879e9f3d9005,TKM-1664,1.268,AdvBuild13
e535ca32-48cd-4ce0-8ca9-fd2c8c3b32f2,TKM-1664,1.269,AdvBuild08
6067490b-3bb2-4fc6-b9a2-8505606d8518,TKM-1664,1.27,AdvBuild05
39fb8001-0120-466e-98d9-6297ed63ec6e,TKM-1664,1.271,AdvBuild05
ab1cff72-c61d-4622-b008-2725991848e5,TKM-1664,1.272,AdvBuild05
20cd6646-cedd-4660-b19d-d69c5eb592d5,TKM-1664,1.273,AdvBuild09 (New)
41f40ea4-4738-4599-b1f2-209e45d300f4,TKM-1664,1.274,AdvBuild25
89b8e0ae-21fa-4784-a2eb-0923cbacc557,TKM-1664,1.275,AdvBuild05
c004ff5f-d224-4c79-a929-c02dc6df6fdb,TKM-1664,1.275,AdvBuild08
4735bb08-6c72-4815-bcf3-338b16a46657,TKM-1664,1.276,AdvBuild08
a45e5d89-4eb5-46fa-89e2-e928b1849656,TKM-1664,1.279,AdvBuild08
658b8824-f59a-488c-8d9a-09875a504bd0,TKM-1664,1.28,AdvBuild05
c6146bc3-2015-4675-99bc-b243ec1abe99,TKM-1664,1.28,AdvBuild05
fc127a50-1a70-4b24-ba44-d754cab68f0d,TKM-1664,1.28,AdvBuild13
aaadbba8-11cd-4016-8b3a-44bfbd33212f,TKM-1664,1.283,AdvBuild09 (New)
09182839-0d9d-416e-8be5-3d1e0556f33f,TKM-1664,1.284,AdvBuild13
bd08e297-b378-497a-b51f-90af93e78793,TKM-1664,1.284,AdvBuild08
524ee720-134c-4ec7-b2cb-a7eb91a3b319,TKM-1664,1.285,AdvBuild25
67498b4e-3c55-433e-bac0-d30be8cfca30,TKM-1664,1.286,AdvBuild05
1c8a9dd1-ca7c-44f3-bd52-a95c0e6365fd,TKM-1664,1.289,AdvBuild05
a0613bf9-3e7f-4067-bf78-d7b9151e941f,TKM-1664,1.291,AdvBuild13
714fde56-a5cd-4299-a80b-232c9634f0ce,TKM-1664,1.293,AdvBuild08
31c13eb9-4bcd-4194-bd81-d5939667c833,TKM-1664,1.298,AdvBuild13
5a7ef217-2a00-4562-a42d-a4b7704af665,TKM-1664,1.301,AdvBuild13
c9c076dc-ec00-4000-8247-64023f294a53,TKM-1664,1.305,AdvBuild05
432090e1-09de-42bc-8e75-3f5f2514386b,TKM-1664,1.306,AdvBuild13
ab80f684-f384-430f-a62d-cce76945b4c1,TKM-1664,1.308,AdvBuild08
0b7e7441-058c-4dbb-8066-b54dd2ce2a17,TKM-1664,1.311,AdvBuild08
74ec3689-dd29-4e78-8960-b8f278685117,TKM-1664,1.312,AdvBuild05
2ae3c323-0635-4b15-87b7-9323a3544a14,TKM-1664,1.313,AdvBuild13
675a76ae-8de9-47de-a183-ce99ef79a92a,TKM-1664,1.313,AdvBuild25
37b801df-cda8-4030-b011-8f91012dc774,TKM-1664,1.316,AdvBuild25
d89518ea-bb96-4344-905d-ec8f764ede61,TKM-1664,1.32,AdvBuild05
7d816b50-95a0-4eba-bb99-420bc72f6cea,TKM-1664,1.323,229
5b205f79-643d-4a3a-a6b9-865f65e879cf,TKM-1664,1.324,AdvBuild13
abf742cd-b1f0-4696-b2ad-ad8ba8984f85,TKM-1664,1.328,AdvBuild13
7a9dfd1e-b034-4dd4-9b97-a41d8d9eb105,TKM-1664,1.332,AdvBuild25
bbcccdc7-4d67-4726-a5f6-af64cdf274a1,TKM-1664,1.338,AdvBuild13
84958968-343e-4cfc-8225-63e6c1a6ebd9,TKM-1664,1.345,AdvBuild05
cf8d65bc-5b42-4e28-9841-8cc9b6106a18,TKM-1664,1.348,AdvBuild25
22fbc37d-ac3d-4f1f-bbf3-08429b4f00e3,TKM-1664,1.357,AdvBuild25
d5f4fb63-584f-40ff-b72f-eeb02e4f0cc3,TKM-1664,1.357,AdvBuild13
8c02f7c2-75a8-4181-870b-8902a0539122,TKM-1664,1.373,229
7ce8f84a-88a4-40d3-9523-2b59609bcc79,TKM-1664,1.393,AdvBuild25
b172a06e-d95c-4cea-a245-4dd215865a7d,TKM-1664,1.412,AdvBuild08
f02c187b-4ad5-4119-a27c-b0cb4628ec7d,TKM-1664,1.417,AdvBuild08
674ec7e3-bca0-4673-8e43-990e00191308,TKM-1664,1.774,AdvBuild08
06294a79-f07b-4352-9c98-39e7c66d0eed,TKM-1664,1.96,AdvBuild25
5b31cb1b-8269-47c8-a3f6-86770f3b6497,TKM-1667,0.944,100
0d403987-b5fc-4c38-ac10-bc4c50f8e280,TKM-1667,0.953,201
e15842de-5f13-4eb4-9930-68a49d2bf1eb,TKM-1667,0.984,100
e8e9aa01-e96a-40f0-84bd-664f366ebd58,TKM-1667,0.999,201
d268f752-5d87-42f8-bd96-9649b3395afa,TKM-1667,1.001,113
b82dc098-fa0d-4347-be4e-3f9574e3c1e6,TKM-1667,1.01,217
6f45b9d1-7887-4661-9ae2-aec5e03f278e,TKM-1667,1.017,104
0037aa20-6d16-4c10-ac67-cc1d57c42d4b,TKM-1667,1.02,225
11fb93b5-01e5-4a67-8111-46bd37da778b,TKM-1667,1.022,200
85911098-9d48-4eba-9055-6bc5b39a673e,TKM-1667,1.028,113
89327804-4822-4671-928e-2981542f3aa6,TKM-1667,1.029,106
d9b20731-0576-41bd-8057-dc5ce96b778c,TKM-1667,1.031,226
03001fa9-e5f5-49d1-b184-3d43b8cfad9f,TKM-1667,1.037,203
971cba4b-25b4-4004-81f1-14b175c13f4a,TKM-1667,1.04,104
4f0462c1-a3cd-475d-b768-df78ddbaa345,TKM-1667,1.043,113
182b3d7b-f54a-4f8c-89bf-a9f14f634458,TKM-1667,1.046,225
c2b53144-2876-4d5e-8236-d3a22a88617d,TKM-1667,1.047,225
e5aabd93-cc09-48b8-9ef0-2d8deee9f2d7,TKM-1667,1.047,107
fccbcff1-2cb5-4165-9ff6-f2e25ef35a4b,TKM-1667,1.047,108
5bc4ae34-6cbc-4863-acb0-3cd6f62f1505,TKM-1667,1.048,230
dc3223d9-e4b1-4f49-88d3-31b9aafb1807,TKM-1667,1.05,230
555914ac-d001-4203-a2aa-5974218e8041,TKM-1667,1.051,101
63cb40f0-8622-4210-8d4c-a4b796834967,TKM-1667,1.051,108
9ca839e4-8a03-4bdc-9cf4-48ce0ff588fb,TKM-1667,1.052,203
17a53008-9619-4bda-9487-c1e837251a34,TKM-1667,1.057,101
0aff6ecb-e3a2-49fd-80eb-d720c65355ff,TKM-1667,1.06,100
cfe0f571-2932-429a-a077-be0324953b7f,TKM-1667,1.061,104
fa2091ab-208b-4d0b-8a6f-556c79a0a4f5,TKM-1667,1.062,108
1a5afc8b-23e4-4e1f-ba95-1d28f464062a,TKM-1667,1.063,100
46a1269b-e1c4-40b8-899f-7f5050779546,TKM-1667,1.065,114
5a511b26-6cc4-4640-8ff1-10a781e79edc,TKM-1667,1.067,113
8a371b22-d7ff-4a85-80ab-09b4f3890b3d,TKM-1667,1.072,217
e91e7dbe-85ab-4a58-a74e-322a54f59f83,TKM-1667,1.074,106
700ee5c6-35f2-41e2-8e49-9101755e181d,TKM-1667,1.075,100
7b9338ea-6dff-4cef-9ce2-cdbc26bb283b,TKM-1667,1.075,104
89c0b23d-a90b-44cc-ae4c-675f4bcc2460,TKM-1667,1.077,107
7ab31cd9-d134-4005-96d7-7624d549a0d3,TKM-1667,1.082,230
a62bd7f0-71c5-454e-bb9b-4819f4aad5ee,TKM-1667,1.084,114
a25662d1-e2dd-4f1c-9c77-5cc0cf133f0b,TKM-1667,1.087,114
edc18191-9058-4889-8ff0-e0b525e003c1,TKM-1667,1.088,108
aa6c1eec-da56-4957-ab7b-19a0dc1cc0d5,TKM-1667,1.091,107
89f87e15-f65c-4bcb-b0ab-85293d133684,TKM-1667,1.093,226
a01f83d9-dad9-49e3-99f9-f89b2a05eebe,TKM-1667,1.096,101
c942d0f1-20f2-471a-8684-760d7e2a8c0c,TKM-1667,1.098,106
ebe9b8c9-50d5-4244-90c5-01a72586a289,TKM-1667,1.099,106
ad33efb2-1a14-411d-a612-1553fe9bebc7,TKM-1667,1.1,103
428459ff-92a8-4bf6-ace4-8eff8e026289,TKM-1667,1.109,102
4f76c143-f416-4e70-bbb2-3bb5040ccb1d,TKM-1667,1.116,101
06b64bf0-6716-4079-b030-096d9cb9b5d2,TKM-1667,1.117,101
b3f58221-3a45-484f-b985-e9642b05c7be,TKM-1667,1.126,108
51afe110-68d1-4fce-bf2f-8c550e8eb86e,TKM-1667,1.128,100
c4e0a44b-f69d-4908-9a04-497b2f60810f,TKM-1667,1.129,113
caa20429-d60a-4e33-b220-8037e362683e,TKM-1667,1.13,101
ac8fcc19-79e3-4006-8abe-24ca7e33e04c,TKM-1667,1.137,216
c7577857-6afd-4690-92fd-2cbbb7a3fe22,TKM-1667,1.138,103
f1f06fa7-7ed0-45dd-9908-73f878e8856a,TKM-1667,1.142,216
c0f8cd45-9771-45bf-b380-20a5e6a65d2e,TKM-1667,1.143,229
1d15545d-771c-4d6f-8038-1265c616924d,TKM-1667,1.145,103
c5cf66af-977d-4429-a95f-36429a185a75,TKM-1667,1.146,114
ce98432d-7d91-488e-8f8c-9b2cbbde0e0a,TKM-1667,1.169,103
9466a9ab-ebde-4b0a-a395-4c7fc5401977,TKM-1667,1.196,103
e1d8049c-cdbf-4171-87c9-251dc76b17ca,TKM-1684,0.909,101
54c5d7e3-ee08-407e-af58-db7adba49378,TKM-1684,0.964,225
30f0e858-286a-4ecc-8a2c-cccc937bf539,TKM-1684,0.965,108
99e0e104-6360-48fc-8cf4-cdc3e252dc3e,TKM-1684,1,226
4c77355d-b227-40c7-a259-1f45ef581d13,TKM-1684,1.007,216
c8a6c0a7-fde0-4d9f-a8da-8c0c1197d7ab,TKM-1684,1.007,113
24972236-af9a-4bdb-9cc3-fee746b342a0,TKM-1684,1.01,203
58f946fb-3107-4732-b37b-90d5f045067b,TKM-1684,1.016,104
77aafb4a-1c7c-45c4-ba00-56dd76de7611,TKM-1684,1.032,225
dc26d62c-ca8d-49ba-956b-4cd5c2be5174,TKM-1684,1.045,217
43148f23-2034-4568-b121-d2d08a8d6e38,TKM-1684,1.052,114
da2af4e6-7e08-41c6-b6e0-54bcbb811212,TKM-1684,1.078,230
5cc2169c-adb4-43cc-b065-ad6c09727f4f,TKM-1684,1.079,106
f257640b-0bd6-41a4-9203-3f0002943560,TKM-1684,1.079,217
f1669a91-f7ad-46e6-8bc5-42ae80d756c8,TKM-1684,1.087,230
e5f79b23-1211-4707-90bd-af0b30349f69,TKM-1684,1.092,216
1c94d25c-f30e-4662-8145-92ea785f915b,TKM-1684,1.105,103
8410c717-fd79-4946-ba60-ef5e007e14b1,TKM-1684,1.134,100
cddb0e3b-1cd9-4646-bcc5-1305a522fa53,TKM-1684,1.139,107
d363a71a-e38b-4ed3-a501-b296b4874629,TKM-1685,0.979,104
21c62149-a17f-4c1b-8397-2f75720d9a3e,TKM-1686,0.846,107
a815c59c-f0cd-44b3-86ab-956b07e79832,TKM-1686,0.926,106
601c3e3d-4cbc-4e0c-a67f-d28012d919b9,TKM-1686,0.95,113
b077fd08-8c54-4463-97a3-1e6f2d9dc5b9,TKM-1686,0.974,226
527a0dc1-22d8-4f0d-8e65-a0e181e0bf6d,TKM-1686,0.987,101
930e2da9-1494-4cfd-a473-d2d69d75686d,TKM-1687,0.989,104
9184f12c-c763-4a8f-bc5d-83197273b27b,TKM-1687,1.016,226
53649b68-c53b-4135-b031-e9d63a6cbc09,TKM-1687,1.035,100
65e485ba-fb13-4c06-bda7-cadb8441c6f2,TKM-1687,1.044,230
53f8f757-370e-4cae-a996-2e3800e81a36,TKM-1687,1.051,113
261b8911-f668-4c61-9fad-b069a9930219,TKM-1687,1.087,106
ed62b118-5362-4616-ab6a-05afba500df2,TKM-1687,1.109,230
9bda1a5f-6a05-4b40-bf56-97037a9bcde3,TKM-1687,1.121,216
16e292f9-3f18-49b8-af87-3f10e2a369dc,TKM-1687,1.159,216
8e0571f5-d675-45a3-b29c-75fea4e9e5f8,TKM-1688,0.741,100
a66b5604-fb0c-418e-aaa1-356935cf23e9,TKM-1688,0.913,108
1ba731b6-b9cf-4233-8761-0c227d51eb76,TKM-1688,0.935,104
75c5ffe3-b954-4d90-a874-b57038ac3f3e,TKM-1688,1.018,114
185bb531-032d-47ab-9781-f5a5f712010f,TKM-1688,1.085,103
4933620c-01fd-4698-ae08-ea712eceaaa2,TKM-1689,0.953,AdvBuild14 (New)
645c724d-d10b-4b4b-aa58-25c321e73978,TKM-1689,0.985,AdvBuild04
f99e18fb-2a4e-4a16-840f-88baef033b84,TKM-1689,0.994,226
9151f512-c4d7-48fa-ab31-79f138449e27,TKM-1689,0.996,225
899d73e6-40e2-4625-9637-f5312942065c,TKM-1689,0.999,225
53823aec-c317-48d7-9a43-288079e08318,TKM-1689,1,200
cb880249-a3ab-440c-b7ee-0fc36cb0bf7a,TKM-1689,1.006,118
33e7879f-16df-4985-9f2b-fb7e2db3f31d,TKM-1689,1.007,AdvBuild14 (New)
8b81467a-f398-49cf-8d29-4f0b0fc8983c,TKM-1689,1.018,113
4cc68645-fbe7-43bd-a276-1565ebac8c33,TKM-1689,1.02,225
a5ff4dd2-37f1-4386-b577-03fbe244d0f6,TKM-1689,1.021,100
4a420039-ef23-4db3-a40b-c0d3842e7321,TKM-1689,1.027,118
dcd60c9b-4df6-4f12-805d-5a2c25a66a8f,TKM-1689,1.03,AdvBuild04
ac47c77f-cf7a-423c-b8be-bfcc9aeeb696,TKM-1689,1.036,203
2b5e1861-1c15-4dca-95e3-d4fbef020305,TKM-1689,1.038,111
8c2464c5-81f3-490e-844d-087d8fc6b14e,TKM-1689,1.039,226
11557ac1-8101-4541-9824-b550877bb769,TKM-1689,1.045,203
196053c5-aaf2-4ebb-aed0-970271c4ddae,TKM-1689,1.047,203
6367d663-99f5-422b-b518-73e368a7ddc3,TKM-1689,1.049,AdvBuild27
d3340fea-231d-4f10-823e-06555884709d,TKM-1689,1.049,104
92579923-09c4-48fb-a351-354cd760f4d2,TKM-1689,1.052,113
52757484-3a8a-46ef-ab58-92efc1d3715c,TKM-1689,1.056,AdvBuild27
6cdbf8f2-fe04-4562-bc95-92b4fac8f3d9,TKM-1689,1.063,AdvBuild03
81e83af9-2e35-4fed-aacb-f107bc231a12,TKM-1689,1.067,230
5f84c9ee-a9bd-4489-a936-104521720939,TKM-1689,1.068,AdvBuild03
b475f55c-971e-49cb-883b-9c3c4109440e,TKM-1689,1.068,101
e2f3bee9-9fbf-4eb2-b6a0-ab7d6535e13b,TKM-1689,1.068,108
bea00165-c35f-4091-bc13-be7655f66c78,TKM-1689,1.07,107
ca533e27-2488-4aa4-8009-00e259fd0a40,TKM-1689,1.073,200
e71249b0-211e-4345-b063-a6d23bb1eb12,TKM-1689,1.076,114
65c52389-742c-4f7a-9742-ac54bf9b6ef8,TKM-1689,1.077,226
87cdeef0-a69b-468d-a9e6-f397f9021fd3,TKM-1689,1.079,107
f72eb103-dcfa-4693-bafc-3b90909fa9f0,TKM-1689,1.083,107
c7b9f042-9440-4507-8f77-15b6a1352d5c,TKM-1689,1.084,113
5faa3148-7466-44c4-955a-ec1ef750bff2,TKM-1689,1.087,114
e741a457-120b-4555-baac-a055c96de324,TKM-1689,1.088,AdvBuild04
3879a192-7ed5-406a-8525-9e7fbbfb92b2,TKM-1689,1.096,106
91ac52bb-07b6-4ce3-816f-0668ded9dc60,TKM-1689,1.104,203
32f7a909-81f5-4d2f-9adc-850a690389aa,TKM-1689,1.106,108
f1456f5e-9961-4436-92dd-7f874c3e0b4b,TKM-1689,1.107,230
b9c56821-4ddb-4fc5-9135-a48bf5642eed,TKM-1689,1.109,AdvBuild14 (New)
c0784bcc-3868-443b-9c66-9212b6ffdc73,TKM-1689,1.109,106
2a7350f8-d3a7-4efa-b1cf-56d24b77603a,TKM-1689,1.112,AdvBuild10
91b33557-a9b0-4dfb-bd1b-a67d5d9eedab,TKM-1689,1.113,216
bdd9c4e7-4ee9-42c4-830e-bf10ac07513a,TKM-1689,1.115,216
8ffe11a1-e908-4ba0-bbfd-f3d9941ab980,TKM-1689,1.116,229
a6735e5a-a8ce-46ca-8237-5757b634d77b,TKM-1689,1.125,AdvBuild27
81b34f72-168b-4f02-a60e-05d8291cb3d0,TKM-1689,1.127,230
bea0f496-d6ec-4731-97be-0b1b3859eeed,TKM-1689,1.127,108
b070ea90-7030-4090-a2bc-f79e72d2db21,TKM-1689,1.14,AdvBuild03
416d99f4-df75-461a-80f6-c4dacf3e6d08,TKM-1689,1.143,AdvBuild27
6bdb551c-d269-4714-9ea1-6d52a5a4e302,TKM-1689,1.146,AdvBuild06
7d41a9cb-48b2-48c8-99a0-088badea0239,TKM-1689,1.148,103
3ad950cc-f40f-4524-aca8-ac58ef87674f,TKM-1689,1.181,AdvBuild10
572833e4-bc81-4064-885c-de87db003a75,TKM-1689,1.182,AdvBuild10
c34c1a28-4807-4bf4-8158-6288a83ff0fb,TKM-1689,1.186,229
b6a05130-ff1b-4d06-9e2c-26a174e78c2e,TKM-1689,1.191,AdvBuild06
070dffe2-af82-49ab-a633-bd8fd334f3a9,TKM-1689,1.199,AdvBuild03
8d64bd27-8399-460b-a7b7-34b066ed0241,TKM-1689,1.2,229
f8ed10fd-111c-40f3-a1cd-b12ee1c4d85e,TKM-1689,1.204,AdvBuild06
4efaedb4-c457-4d93-ab33-1645d5937fab,TKM-1694,0.8,AdvBuild05
03b8b3bb-ee40-41a0-80f8-b21e4a75896d,TKM-1694,0.9,AdvBuild09 (New)
1a1eacde-d061-46af-99b8-ce33be93f5ca,TKM-1694,0.9,Beta07
802a2478-9975-4cea-a476-2719e10384b3,TKM-1694,0.9,Beta10
c988b156-52e5-4a29-8066-c6d78952bbe3,TKM-1694,0.952,AdvBuild29
53b984a7-e382-4734-94d5-db25d6689e47,TKM-1694,0.997,AdvBuild32
050e6a75-74bb-4f43-8a50-c3a38bb69b36,TKM-1694,1,AdvBuild31
4bd0be11-5984-478d-9924-53176f98def6,TKM-1694,1,AdvBuild09 (New)
c13e62af-3709-4535-8c70-b257495190de,TKM-1694,1,Beta07
2cf492e6-f294-40d8-a50a-04cc9a4bec7a,TKM-1694,1.032,AdvBuild29
e3f8f51f-b85c-4861-874a-96721bec756c,TKM-1694,1.041,AdvBuild09 (New)
24cab0aa-117e-4ca2-89fc-7fda0ab56fb3,TKM-1694,1.083,AdvBuild09 (New)
6d0d7508-107b-4eda-9e9c-2e2afeb0949d,TKM-1694,1.086,AdvBuild32
43eb6659-6514-4967-84a4-b53aa1e2081f,TKM-1694,1.1,AdvBuild31
5e765a30-c5f8-4cdf-a9ca-3084518950e0,TKM-1694,1.1,AdvBuild31
62831697-1a59-4cb7-ad1a-0c04fae43909,TKM-1694,1.1,AdvBuild09 (New)
9f065508-8489-4dd3-86da-1cf1de6ffdca,TKM-1694,1.1,AdvBuild31
d199ea66-9981-42ff-af5c-7f1a7c66ae65,TKM-1694,1.1,AdvBuild08
d5804407-96f7-4d86-baab-c021c7b60c9b,TKM-1694,1.1,AdvBuild09 (New)
f26e96f7-3bb1-4c5a-9d85-4ba74e7eb57b,TKM-1694,1.1,AdvBuild23
efe2a856-baaf-4e74-9bdc-728568f0c8c4,TKM-1694,1.111,AdvBuild31
7d5b5964-cfe6-4e8e-b256-71adba7c1238,TKM-1694,1.114,AdvBuild31
61e114a1-a10e-4df8-8d5a-d5d24ef60508,TKM-1694,1.126,AdvBuild09 (New)
1e1b3c37-9489-471c-9ab8-e369f0e4bbf1,TKM-1694,1.138,AdvBuild31
dd65948c-ac3c-4317-ad11-b047cdb86d34,TKM-1694,1.141,AdvBuild08
2e8a07d1-a2a6-433b-8840-a006e6556d7b,TKM-1694,1.15,AdvBuild08
73c23611-fb69-4ad3-a14a-07c84fc82c23,TKM-1694,1.171,AdvBuild30
3efec790-9e1f-49c5-ae03-e0be3a66f483,TKM-1694,1.195,AdvBuild29
c6b9d82c-f70d-4162-abb0-b118be063841,TKM-1694,1.195,AdvBuild09 (New)
0a1c86d4-42df-4013-bcd2-12a4ca0d672a,TKM-1694,1.196,AdvBuild31
90477187-39b4-4d56-b997-4a365ea4c749,TKM-1694,1.196,AdvBuild32
03f8693f-471d-46dc-bff7-511987cbc2db,TKM-1694,1.2,AdvBuild29
041383ed-6652-4c2e-b0c6-b61c3cb5ce00,TKM-1694,1.2,AdvBuild31
092b45ee-0146-4ff3-a4bc-3e99dd1c0513,TKM-1694,1.2,AdvBuild29
10d1c8bc-2c08-47c6-8cb5-8cc3c7448305,TKM-1694,1.2,AdvBuild31
14d1596d-20a4-45a3-9d64-4374beb3be28,TKM-1694,1.2,AdvBuild31
18222a30-f1ba-4e28-b4ee-299d907d953a,TKM-1694,1.2,115
195acb23-af52-4b44-a0e9-d0f198c272c2,TKM-1694,1.2,AdvBuild29
2171d366-bbe3-49d7-ba92-dfe5523a626a,TKM-1694,1.2,AdvBuild29
2661fe63-d5b3-4619-b75b-4c66cdc27cd0,TKM-1694,1.2,AdvBuild08
2787f785-3a0e-4d03-bc83-ff2906548386,TKM-1694,1.2,AdvBuild29
459ff1bb-19b8-4e05-8cd9-6bdf26259c1f,TKM-1694,1.2,AdvBuild29
46971d4a-94e9-4466-b3e8-d188294ecad8,TKM-1694,1.2,AdvBuild31
51e29b34-5ce6-4ec5-a18f-b9233f30e523,TKM-1694,1.2,AdvBuild29
538b3c5b-204b-4618-8f73-078f14af5fea,TKM-1694,1.2,AdvBuild09 (New)
5d40a0a7-8604-4133-9c62-1d9ffe0fc322,TKM-1694,1.2,AdvBuild23
5d8eb668-6dc0-4208-b223-d3c8b593f892,TKM-1694,1.2,AdvBuild29
761461cd-fa35-43c3-ab98-612604f9786f,TKM-1694,1.2,AdvBuild31
8050eccf-8daa-4e75-bc0a-9f178aa6c815,TKM-1694,1.2,AdvBuild31
89f31314-a6d0-485a-af56-e0c3dfc3293a,TKM-1694,1.2,AdvBuild31
91b9d382-3488-4a75-b5ec-3a311b2aab90,TKM-1694,1.2,AdvBuild29
961e4493-8612-4ae4-b894-7b46dce17fa2,TKM-1694,1.2,AdvBuild08
9b9eb239-1016-4143-9115-f2b9281fb8db,TKM-1694,1.2,AdvBuild29
b1606408-0dd2-4ec5-8d7a-072d5daafc2f,TKM-1694,1.2,AdvBuild29
b329c1ed-f1f8-4d07-9bb1-695933003687,TKM-1694,1.2,AdvBuild23
b35e7f4d-e811-4fd1-9a7a-9e056c8bd0da,TKM-1694,1.2,AdvBuild31
ba2c4c04-6701-4bfe-8529-b98366682955,TKM-1694,1.2,AdvBuild20
ba800d1b-a3db-4f94-b59c-609f2cef2254,TKM-1694,1.2,AdvBuild31
bb4924dd-b086-47c2-8c4b-50cceb5b231e,TKM-1694,1.2,AdvBuild23
c0dd8a6a-d012-476c-8472-e0139ce967e8,TKM-1694,1.2,AdvBuild31
c4a872e4-36fa-45cd-b96d-6e89f05cc218,TKM-1694,1.2,AdvBuild31
c4ae77c5-e886-448a-a606-9635f2996b4b,TKM-1694,1.2,AdvBuild29
c6024c71-1feb-4109-9efd-d3030597df8f,TKM-1694,1.2,AdvBuild08
ce231035-7b9f-43d0-b623-c5a4eeb26a3e,TKM-1694,1.2,AdvBuild31
dc86f2b2-f27f-43ed-8046-0fc2493d82ea,TKM-1694,1.2,AdvBuild31
edaf6225-8f13-4a18-b775-25f038b46a0b,TKM-1694,1.2,AdvBuild23
fc2169b9-e009-4e94-ad7d-371f75a8f268,TKM-1694,1.2,AdvBuild31
