timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Ramp Set TempC,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
2938.149,61.98,46.94,65.0,30.64,33.25,,,,,,,,,,,,,
2938.149,61.98,46.94,65.0,30.64,33.25,,,,,,,,,,,,,
2938.299,63.39,47.98,65.0,30.57,33.25,,,,,,,,,,,,,
2938.299,63.39,47.98,65.0,30.57,33.25,,,,,,,,,,,,,
2938.299,63.39,47.98,65.0,30.57,33.25,,,,,,,,,,,,,
2938.299,63.39,47.98,65.0,30.57,33.25,,,,,,,,,,,,,
2938.299,63.39,47.98,65.0,30.57,33.25,,,,,,,,,,,,,
2938.449,65.26,49.07,65.0,30.52,33.25,,,,,,,,,,,,,
2938.449,65.26,49.07,65.0,30.52,33.25,,,,,,,,,,,,,
2938.449,65.26,49.07,65.0,30.52,33.25,,,,,,,,,,,,,
2938.449,65.26,49.07,65.0,30.52,33.25,,,,,,,,,,,,,
2938.449,65.26,49.07,65.0,30.52,33.25,,,,,,,,,,,,,
2938.599,66.63,50.13,65.0,30.49,33.25,,,,,,,,,,,,,
2938.599,66.63,50.13,65.0,30.49,33.25,,,,,,,,,,,,,
2938.599,66.63,50.13,65.0,30.49,33.25,,,,,,,,,,,,,
2938.599,66.63,50.13,65.0,30.49,33.25,,,,,,,,,,,,,
2938.599,66.63,50.13,65.0,30.49,33.25,,,,,,,,,,,,,
2938.749,67.98,51.17,65.0,30.45,33.25,,,,,,,,,,,,,
2938.749,67.98,51.17,65.0,30.45,33.25,,,,,,,,,,,,,
2938.749,67.98,51.17,65.0,30.45,33.25,,,,,,,,,,,,,
2938.749,67.98,51.17,65.0,30.45,33.25,,,,,,,,,,,,,
2938.749,67.98,51.17,65.0,30.45,33.25,,,,,,,,,,,,,
2938.899,69.74,52.25,65.0,30.41,33.25,,,,,,,,,,,,,
2938.899,69.74,52.25,65.0,30.41,33.25,,,,,,,,,,,,,
2938.899,69.74,52.25,65.0,30.41,33.25,,,,,,,,,,,,,
2938.899,69.74,52.25,65.0,30.41,33.25,,,,,,,,,,,,,
2938.899,69.74,52.25,65.0,30.41,33.25,,,,,,,,,,,,,
2939.049,71.03,53.3,65.0,30.37,33.25,,,,,,,,,,,,,
2939.049,71.03,53.3,65.0,30.37,33.25,,,,,,,,,,,,,
2939.049,71.03,53.3,65.0,30.37,33.25,,,,,,,,,,,,,
2939.049,71.03,53.3,65.0,30.37,33.25,,,,,,,,,,,,,
2939.049,71.03,53.3,65.0,30.37,33.25,,,,,,,,,,,,,
2939.199,72.32,54.33,65.0,30.35,33.25,,,,,,,,,,,,,
2939.199,72.32,54.33,65.0,30.35,33.25,,,,,,,,,,,,,
2939.199,72.32,54.33,65.0,30.35,33.25,,,,,,,,,,,,,
2939.199,72.32,54.33,65.0,30.35,33.25,,,,,,,,,,,,,
2939.199,72.32,54.33,65.0,30.35,33.25,,,,,,,,,,,,,
2939.349,73.99,55.4,65.0,30.33,33.25,,,,,,,,,,,,,
2939.349,73.99,55.4,65.0,30.33,33.25,,,,,,,,,,,,,
2939.349,73.99,55.4,65.0,30.33,33.25,,,,,,,,,,,,,
2939.349,73.99,55.4,65.0,30.33,33.25,,,,,,,,,,,,,
2939.349,73.99,55.4,65.0,30.33,33.25,,,,,,,,,,,,,
2939.499,75.23,56.44,65.0,30.3,33.25,,,,,,,,,,,,,
2939.499,75.23,56.44,65.0,30.3,33.25,,,,,,,,,,,,,
2939.499,75.23,56.44,65.0,30.3,33.25,,,,,,,,,,,,,
2939.499,75.23,56.44,65.0,30.3,33.25,,,,,,,,,,,,,
2939.499,75.23,56.44,65.0,30.3,33.25,,,,,,,,,,,,,
2939.655,76.43,57.45,65.0,30.28,33.25,,,,,,,,,,,,,
2939.655,76.43,57.45,65.0,30.28,33.25,,,,,,,,,,,,,
2939.655,76.43,57.45,65.0,30.28,33.25,,,,,,,,,,,,,
2939.655,76.43,57.45,65.0,30.28,33.25,,,,,,,,,,,,,
2939.655,76.43,57.45,65.0,30.28,33.25,,,,,,,,,,,,,
2939.805,78.01,58.5,65.0,30.25,33.25,,,,,,,,,,,,,
2939.805,78.01,58.5,65.0,30.25,33.25,,,,,,,,,,,,,
2939.805,78.01,58.5,65.0,30.25,33.25,,,,,,,,,,,,,
2939.805,78.01,58.5,65.0,30.25,33.25,,,,,,,,,,,,,
2939.805,78.01,58.5,65.0,30.25,33.25,,,,,,,,,,,,,
2939.955,79.16,59.51,65.0,30.23,33.25,,,,,,,,,,,,,
2939.955,79.16,59.51,65.0,30.23,33.25,,,,,,,,,,,,,
2939.955,79.16,59.51,65.0,30.23,33.25,,,,,,,,,,,,,
2939.955,79.16,59.51,65.0,30.23,33.25,,,,,,,,,,,,,
2939.955,79.16,59.51,65.0,30.23,33.25,,,,,,,,,,,,,
2940.105,80.27,60.49,65.0,30.24,33.25,,,,,,,,,,,,,
2940.105,80.27,60.49,65.0,30.24,33.25,,,,,,,,,,,,,
2940.105,80.27,60.49,65.0,30.24,33.25,,,,,,,,,,,,,
2940.105,80.27,60.49,65.0,30.24,33.25,,,,,,,,,,,,,
2940.105,80.27,60.49,65.0,30.24,33.25,,,,,,,,,,,,,
2940.255,81.44,61.48,65.0,30.25,33.25,,,,,,,,,,,,,
2940.255,81.44,61.48,65.0,30.25,33.25,,,,,,,,,,,,,
2940.255,81.44,61.48,65.0,30.25,33.25,,,,,,,,,,,,,
2940.255,81.44,61.48,65.0,30.25,33.25,,,,,,,,,,,,,
2940.255,81.44,61.48,65.0,30.25,33.25,,,,,,,,,,,,,
2940.405,81.95,62.38,65.0,30.36,33.25,,,,,,,,,,,,,
2940.405,81.95,62.38,65.0,30.36,33.25,,,,,,,,,,,,,
2940.405,81.95,62.38,65.0,30.36,33.25,,,,,,,,,,,,,
2940.405,81.95,62.38,65.0,30.36,33.25,,,,,,,,,,,,,
2940.405,81.95,62.38,65.0,30.36,33.25,,,,,,,,,,,,,
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.49,,,,,,74.0,2119.0,502.0,41.0,233.0,671.0,310.0,94.0,30.0,2169.0,2.164516129032258,62.66,62.66
2940.555,82.13,63.18,65.0,30.55,33.25,,,,,,,,,,,,,
2940.555,82.13,63.18,65.0,30.55,33.25,,,,,,,,,,,,,
2940.555,82.13,63.18,65.0,30.55,33.25,,,,,,,,,,,,,
2940.555,82.13,63.18,65.0,30.55,33.25,,,,,,,,,,,,,
2940.555,82.13,63.18,65.0,30.55,33.25,,,,,,,,,,,,,
2940.706,81.91,63.85,65.0,30.87,33.25,,,,,,,,,,,,,
2940.706,81.91,63.85,65.0,30.87,33.25,,,,,,,,,,,,,
2940.706,81.91,63.85,65.0,30.87,33.25,,,,,,,,,,,,,
2940.706,81.91,63.85,65.0,30.87,33.25,,,,,,,,,,,,,
2940.706,81.91,63.85,65.0,30.87,33.25,,,,,,,,,,,,,
2940.856,81.47,64.39,65.0,31.15,33.25,,,,,,,,,,,,,
2940.856,81.47,64.39,65.0,31.15,33.25,,,,,,,,,,,,,
2940.856,81.47,64.39,65.0,31.15,33.25,,,,,,,,,,,,,
2940.856,81.47,64.39,65.0,31.15,33.25,,,,,,,,,,,,,
2940.856,81.47,64.39,65.0,31.15,33.25,,,,,,,,,,,,,
2941.006,80.82,64.8,65.0,31.45,33.25,,,,,,,,,,,,,
2941.006,80.82,64.8,65.0,31.45,33.25,,,,,,,,,,,,,
2941.006,80.82,64.8,65.0,31.45,33.25,,,,,,,,,,,,,
2941.006,80.82,64.8,65.0,31.45,33.25,,,,,,,,,,,,,
2941.006,80.82,64.8,65.0,31.45,33.25,,,,,,,,,,,,,
2941.152,79.74,65.05,65.0,31.89,33.25,,,,,,,,,,,,,
2941.152,79.74,65.05,65.0,31.89,33.25,,,,,,,,,,,,,
2941.152,79.74,65.05,65.0,31.89,33.25,,,,,,,,,,,,,
2941.152,79.74,65.05,65.0,31.89,33.25,,,,,,,,,,,,,
2941.152,79.74,65.05,65.0,31.89,33.25,,,,,,,,,,,,,
2941.302,78.82,65.19,65.0,32.21,33.25,,,,,,,,,,,,,
2941.302,78.82,65.19,65.0,32.21,33.25,,,,,,,,,,,,,
2941.302,78.82,65.19,65.0,32.21,33.25,,,,,,,,,,,,,
2941.302,78.82,65.19,65.0,32.21,33.25,,,,,,,,,,,,,
2941.302,78.82,65.19,65.0,32.21,33.25,,,,,,,,,,,,,
2941.455,77.81,65.23,65.0,32.54,33.25,,,,,,,,,,,,,
2941.455,77.81,65.23,65.0,32.54,33.25,,,,,,,,,,,,,
2941.455,77.81,65.23,65.0,32.54,33.25,,,,,,,,,,,,,
2941.455,77.81,65.23,65.0,32.54,33.25,,,,,,,,,,,,,
2941.455,77.81,65.23,65.0,32.54,33.25,,,,,,,,,,,,,
2941.598,76.47,65.16,65.0,32.92,65.0,,,,,,,,,,,,,
2941.598,76.47,65.16,65.0,32.92,65.0,,,,,,,,,,,,,
2941.598,76.47,65.16,65.0,32.92,65.0,,,,,,,,,,,,,
2941.598,76.47,65.16,65.0,32.92,65.0,,,,,,,,,,,,,
2941.598,76.47,65.16,65.0,32.92,65.0,,,,,,,,,,,,,
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.608,,,,,,74.0,2125.0,503.0,42.0,234.0,682.0,314.0,94.0,31.0,2178.0,2.171974522292994,65.16,65.16
2941.748,75.6,65.02,65.0,33.12,65.0,,,,,,,,,,,,,
2941.748,75.6,65.02,65.0,33.12,65.0,,,,,,,,,,,,,
2941.748,75.6,65.02,65.0,33.12,65.0,,,,,,,,,,,,,
2941.748,75.6,65.02,65.0,33.12,65.0,,,,,,,,,,,,,
2941.748,75.6,65.02,65.0,33.12,65.0,,,,,,,,,,,,,
2941.898,74.92,64.86,65.0,33.27,65.0,,,,,,,,,,,,,
2941.898,74.92,64.86,65.0,33.27,65.0,,,,,,,,,,,,,
2941.898,74.92,64.86,65.0,33.27,65.0,,,,,,,,,,,,,
2941.898,74.92,64.86,65.0,33.27,65.0,,,,,,,,,,,,,
2941.898,74.92,64.86,65.0,33.27,65.0,,,,,,,,,,,,,
2942.048,74.28,64.69,65.0,33.36,65.0,,,,,,,,,,,,,
2942.048,74.28,64.69,65.0,33.36,65.0,,,,,,,,,,,,,
2942.048,74.28,64.69,65.0,33.36,65.0,,,,,,,,,,,,,
2942.048,74.28,64.69,65.0,33.36,65.0,,,,,,,,,,,,,
2942.048,74.28,64.69,65.0,33.36,65.0,,,,,,,,,,,,,
2942.198,73.95,64.54,65.0,33.38,65.0,,,,,,,,,,,,,
2942.198,73.95,64.54,65.0,33.38,65.0,,,,,,,,,,,,,
2942.198,73.95,64.54,65.0,33.38,65.0,,,,,,,,,,,,,
2942.198,73.95,64.54,65.0,33.38,65.0,,,,,,,,,,,,,
2942.198,73.95,64.54,65.0,33.38,65.0,,,,,,,,,,,,,
2942.348,73.71,64.42,65.0,33.38,65.0,,,,,,,,,,,,,
2942.348,73.71,64.42,65.0,33.38,65.0,,,,,,,,,,,,,
2942.348,73.71,64.42,65.0,33.38,65.0,,,,,,,,,,,,,
2942.348,73.71,64.42,65.0,33.38,65.0,,,,,,,,,,,,,
2942.348,73.71,64.42,65.0,33.38,65.0,,,,,,,,,,,,,
2942.498,73.51,64.33,65.0,33.38,65.0,,,,,,,,,,,,,
2942.498,73.51,64.33,65.0,33.38,65.0,,,,,,,,,,,,,
2942.498,73.51,64.33,65.0,33.38,65.0,,,,,,,,,,,,,
2942.498,73.51,64.33,65.0,33.38,65.0,,,,,,,,,,,,,
2942.498,73.51,64.33,65.0,33.38,65.0,,,,,,,,,,,,,
2942.648,73.43,64.27,65.0,33.36,65.0,,,,,,,,,,,,,
2942.648,73.43,64.27,65.0,33.36,65.0,,,,,,,,,,,,,
2942.648,73.43,64.27,65.0,33.36,65.0,,,,,,,,,,,,,
2942.648,73.43,64.27,65.0,33.36,65.0,,,,,,,,,,,,,
2942.648,73.43,64.27,65.0,33.36,65.0,,,,,,,,,,,,,
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.713,,,,,,74.0,2128.0,503.0,42.0,232.0,682.0,316.0,95.0,31.0,2172.0,2.1582278481012658,64.26,64.26
2942.798,73.36,64.24,65.0,33.33,65.0,,,,,,,,,,,,,
2942.798,73.36,64.24,65.0,33.33,65.0,,,,,,,,,,,,,
2942.798,73.36,64.24,65.0,33.33,65.0,,,,,,,,,,,,,
2942.798,73.36,64.24,65.0,33.33,65.0,,,,,,,,,,,,,
2942.798,73.36,64.24,65.0,33.33,65.0,,,,,,,,,,,,,
2942.948,73.32,64.24,65.0,33.3,65.0,,,,,,,,,,,,,
2942.948,73.32,64.24,65.0,33.3,65.0,,,,,,,,,,,,,
2942.948,73.32,64.24,65.0,33.3,65.0,,,,,,,,,,,,,
2942.948,73.32,64.24,65.0,33.3,65.0,,,,,,,,,,,,,
2942.948,73.32,64.24,65.0,33.3,65.0,,,,,,,,,,,,,
2943.098,73.28,64.26,65.0,33.27,65.0,,,,,,,,,,,,,
2943.098,73.28,64.26,65.0,33.27,65.0,,,,,,,,,,,,,
2943.098,73.28,64.26,65.0,33.27,65.0,,,,,,,,,,,,,
2943.098,73.28,64.26,65.0,33.27,65.0,,,,,,,,,,,,,
2943.098,73.28,64.26,65.0,33.27,65.0,,,,,,,,,,,,,
2943.248,73.25,64.3,65.0,33.24,65.0,,,,,,,,,,,,,
2943.248,73.25,64.3,65.0,33.24,65.0,,,,,,,,,,,,,
2943.248,73.25,64.3,65.0,33.24,65.0,,,,,,,,,,,,,
2943.248,73.25,64.3,65.0,33.24,65.0,,,,,,,,,,,,,
2943.248,73.25,64.3,65.0,33.24,65.0,,,,,,,,,,,,,
2943.398,73.23,64.36,65.0,33.2,65.0,,,,,,,,,,,,,
