***Stage1 ON***
[69]TC TEC set to 50°C
(3195105) _setStage1TecTempC: TEC Set Temp 50.000000
(3195106) _resetThermalControlState: RESET Peltier 0 control state
(3195110) thermalControlSetTargetTempC: [0] MAX RAMPING  goto 50.0
(3195117) _setThermalControlState: thermalControl-0: changing state 3->1
(3195124) tecCurvePredictorSetHoldPower: Not setting hold Power for ST1
(3195132) thermalControlSetEnable: Enabling Peltier 0
(3195143) TC: TC-0 = 19.99, modeled = 11.22, target = 50.00, heatSink = -86.43, output = 50.0, timeout = 0, exptTempC = 50.00, TecRate = 0.189
(3215122) TC: TC-0 = 82.85, modeled = 26.28, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 19950, exptTempC = 50.00, TecRate = 1.149
(3215267) TC: TC-0 = 83.06, modeled = 26.45, target = 50.00, heatSink = -85.97, output = 100.0, timeout = 20100, exptTempC = 50.00, TecRate = 1.150
(3215417) TC: TC-0 = 83.29, modeled = 26.63, target = 50.00, heatSink = -86.08, output = 100.0, timeout = 20250, exptTempC = 50.00, TecRate = 1.151
(3215567) TC: TC-0 = 83.50, modeled = 26.80, target = 50.00, heatSink = -86.24, output = 100.0, timeout = 20400, exptTempC = 50.00, TecRate = 1.152
(3215716) TC: TC-0 = 83.71, modeled = 26.97, target = 50.00, heatSink = -86.54, output = 100.0, timeout = 20550, exptTempC = 50.00, TecRate = 1.152
(3215869) TC: TC-0 = 83.92, modeled = 27.15, target = 50.00, heatSink = -86.58, output = 100.0, timeout = 20700, exptTempC = 50.00, TecRate = 1.153
(3216023) TC: TC-0 = 84.07, modeled = 27.32, target = 50.00, heatSink = -86.24, output = 100.0, timeout = 20850, exptTempC = 50.00, TecRate = 1.152
(3216168) TC: TC-0 = 84.26, modeled = 27.49, target = 50.00, heatSink = -85.93, output = 100.0, timeout = 21000, exptTempC = 50.00, TecRate = 1.153
(3216319) TC: TC-0 = 84.47, modeled = 27.66, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 21150, exptTempC = 50.00, TecRate = 1.153
(3216468) TC: TC-0 = 84.67, modeled = 27.84, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 21300, exptTempC = 50.00, TecRate = 1.154
(3216618) TC: TC-0 = 84.86, modeled = 28.01, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 21450, exptTempC = 50.00, TecRate = 1.154
(3216770) TC: TC-0 = 85.04, modeled = 28.18, target = 50.00, heatSink = -86.46, output = 100.0, timeout = 21600, exptTempC = 50.00, TecRate = 1.154
(3216924) TC: TC-0 = 85.15, modeled = 28.36, target = 50.00, heatSink = -86.50, output = 100.0, timeout = 21750, exptTempC = 50.00, TecRate = 1.152
(3217069) TC: TC-0 = 85.36, modeled = 28.53, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 21900, exptTempC = 50.00, TecRate = 1.153
(3217220) TC: TC-0 = 85.55, modeled = 28.70, target = 50.00, heatSink = -86.31, output = 100.0, timeout = 22050, exptTempC = 50.00, TecRate = 1.153
(3217371) TC: TC-0 = 85.75, modeled = 28.88, target = 50.00, heatSink = -86.50, output = 100.0, timeout = 22200, exptTempC = 50.00, TecRate = 1.154
(3217520) TC: TC-0 = 85.93, modeled = 29.05, target = 50.00, heatSink = -86.46, output = 100.0, timeout = 22350, exptTempC = 50.00, TecRate = 1.154
(3217675) TC: TC-0 = 86.10, modeled = 29.22, target = 50.00, heatSink = -86.39, output = 100.0, timeout = 22500, exptTempC = 50.00, TecRate = 1.154
(3217821) TC: TC-0 = 86.22, modeled = 29.39, target = 50.00, heatSink = -86.05, output = 100.0, timeout = 22650, exptTempC = 50.00, TecRate = 1.152
(3217971) TC: TC-0 = 86.40, modeled = 29.57, target = 50.00, heatSink = -85.94, output = 100.0, timeout = 22800, exptTempC = 50.00, TecRate = 1.152
(3218122) TC: TC-0 = 86.58, modeled = 29.74, target = 50.00, heatSink = -86.27, output = 100.0, timeout = 22950, exptTempC = 50.00, TecRate = 1.152
(3218272) TC: TC-0 = 86.74, modeled = 29.91, target = 50.00, heatSink = -86.50, output = 100.0, timeout = 23100, exptTempC = 50.00, TecRate = 1.152
(3218424) TC: TC-0 = 86.91, modeled = 30.09, target = 50.00, heatSink = -86.35, output = 100.0, timeout = 23250, exptTempC = 50.00, TecRate = 1.152
(3218579) TC: TC-0 = 87.02, modeled = 30.26, target = 50.00, heatSink = -86.39, output = 100.0, timeout = 23400, exptTempC = 50.00, TecRate = 1.150
(3218723) TC: TC-0 = 87.17, modeled = 30.43, target = 50.00, heatSink = -86.23, output = 100.0, timeout = 23550, exptTempC = 50.00, TecRate = 1.150
(3218874) TC: TC-0 = 87.34, modeled = 30.60, target = 50.00, heatSink = -86.20, output = 100.0, timeout = 23700, exptTempC = 50.00, TecRate = 1.149
(3219025) TC: TC-0 = 87.50, modeled = 30.78, target = 50.00, heatSink = -86.39, output = 100.0, timeout = 23850, exptTempC = 50.00, TecRate = 1.149
(3219173) TC: TC-0 = 87.65, modeled = 30.95, target = 50.00, heatSink = -86.16, output = 100.0, timeout = 24000, exptTempC = 50.00, TecRate = 1.148
(3219328) TC: TC-0 = 87.81, modeled = 31.12, target = 50.00, heatSink = -86.28, output = 100.0, timeout = 24150, exptTempC = 50.00, TecRate = 1.148
(3219481) TC: TC-0 = 87.91, modeled = 31.29, target = 50.00, heatSink = -86.46, output = 100.0, timeout = 24300, exptTempC = 50.00, TecRate = 1.146
(3219626) TC: TC-0 = 88.09, modeled = 31.46, target = 50.00, heatSink = -86.12, output = 100.0, timeout = 24450, exptTempC = 50.00, TecRate = 1.146
(3219776) TC: TC-0 = 88.24, modeled = 31.64, target = 50.00, heatSink = -86.24, output = 100.0, timeout = 24600, exptTempC = 50.00, TecRate = 1.146
(3219926) TC: TC-0 = 88.38, modeled = 31.81, target = 50.00, heatSink = -86.47, output = 100.0, timeout = 24750, exptTempC = 50.00, TecRate = 1.145
