time,xx,T,415,445,480,515,555,590,630,680,NIR,CLR,Dark
[1084062,8,64.55,294,5241,164,77,118,98,128,78,12,2279,1]
[1084312,8,64.58,294,5253,165,78,119,98,128,78,12,2284,1]
[1084562,8,64.61,293,5251,166,78,118,98,128,79,12,2282,1]
[1084812,8,64.63,294,5257,167,78,119,98,128,78,12,2284,1]
[1085062,8,64.64,294,5273,167,79,119,98,129,79,12,2289,1]
[1085312,8,64.65,293,5269,168,79,119,98,128,79,12,2283,1]
[1085562,8,64.65,294,5263,169,80,119,99,129,79,13,2291,1]
[1085812,8,64.66,294,5262,169,80,120,99,129,79,13,2292,1]
[1086062,8,64.69,294,5277,170,80,119,99,129,79,13,2292,1]
[1086312,8,64.73,294,5279,170,81,120,99,129,79,13,2290,1]
[1086562,8,64.76,294,5267,171,81,120,99,129,79,13,2287,1]
[1086812,8,64.79,294,5292,172,81,120,99,129,79,13,2292,1]
[1087063,8,64.83,294,5278,173,82,120,99,129,79,13,2289,1]
[1087200,8,64.85,293,5281,173,82,120,98,129,79,13,2287,1]
[1087331,9,64.87,293,5285,173,82,120,98,129,79,13,2284,1]
[1087562,9,64.9,294,5293,174,82,121,98,129,79,13,2293,1]
[1087812,9,65.04,295,5287,174,82,120,99,128,79,13,2302,1]
[1088062,9,65.52,296,5284,174,83,120,99,129,79,13,2305,1]
[1088312,9,66.51,296,5292,174,82,120,99,129,79,13,2305,1]
[1088562,9,68.06,294,5281,173,82,120,99,129,79,13,2300,1]
[1088812,9,70.06,295,5273,172,81,120,99,129,79,13,2298,1]
[1089062,9,72.22,295,5273,170,80,120,99,129,79,13,2292,1]
[1089312,9,74.26,295,5272,169,80,119,99,128,79,12,2289,1]
[1089562,9,76.11,295,5282,167,79,120,99,129,79,13,2286,1]
[1089812,9,77.83,295,5288,165,78,119,99,128,79,12,2280,1]
[1090062,9,79.48,295,5284,164,77,118,98,129,79,12,2286,1]
[1090312,9,81.05,296,5294,162,76,118,98,128,79,12,2292,1]
[1090562,9,82.56,296,5297,160,75,118,98,128,78,12,2282,1]
[1090812,9,83.99,296,5303,158,74,117,98,128,78,12,2277,1]
[1091062,9,85.36,295,5287,156,73,117,98,128,78,12,2286,1]
[1091312,9,86.69,295,5285,154,72,117,98,128,78,12,2281,1]
[1091562,9,88.01,295,5266,152,70,116,98,128,78,12,2277,1]
[1091812,9,89.38,294,5281,150,69,116,97,127,78,12,2275,1]
[1092062,9,90.78,296,5280,149,68,115,97,128,78,12,2272,1]
[1092312,9,92.24,295,5287,147,67,115,97,128,78,12,2274,1]
[1092562,9,93.75,294,5281,144,66,114,97,128,78,12,2271,1]
[1092812,9,95.32,295,5274,142,65,114,97,127,78,12,2275,1]
[1093062,9,96.95,295,5272,140,64,114,96,128,78,12,2267,1]
[1093312,9,98.64,295,5279,138,62,113,97,128,77,12,2265,1]
[1093562,9,100.28,294,5278,136,61,113,96,127,77,11,2256,1]
[1093812,9,101.95,295,5308,134,60,113,96,127,77,11,2264,1]
[1094062,9,103.52,296,5291,132,59,113,96,127,77,11,2267,1]
[1094312,9,104.63,297,5317,130,58,113,96,128,78,11,2270,1]
[1094562,9,105.11,296,5301,129,57,112,96,127,78,11,2266,1]
[1094812,9,104.94,296,5314,128,56,112,96,127,78,11,2264,1]
[1095062,9,104.25,296,5317,126,55,111,96,127,77,11,2274,1]
[1095312,9,103.26,297,5297,124,54,111,96,127,77,11,2271,1]
[1095562,9,102.15,296,5275,122,53,111,95,127,77,11,2260,1]
[1095812,9,101.03,295,5261,120,52,110,95,126,77,11,2250,1]
[1096062,9,99.94,296,5296,119,51,110,95,127,77,11,2269,1]
[1096312,9,98.91,297,5290,118,51,110,95,127,77,11,2262,1]
[1096562,9,98.06,295,5299,117,50,110,95,127,77,11,2263,1]
[1096812,9,97.45,296,5309,116,50,110,95,127,77,11,2271,1]
[1097062,9,97.1,297,5321,115,49,110,95,127,77,11,2273,1]
[1097312,9,97.08,298,5306,115,49,110,95,127,77,11,2263,1]
[1097562,9,97.39,298,5304,114,49,109,95,127,77,11,2273,1]
[1097812,9,97.97,298,5339,113,48,109,95,127,77,11,2272,1]
[1098062,9,98.74,298,5331,112,48,109,95,127,77,11,2278,1]
[1098312,9,99.63,299,5321,112,47,110,95,127,77,11,2275,1]
[1098562,9,100.5,299,5334,111,47,110,95,128,77,11,2273,1]
[1098812,9,101.2,299,5331,111,47,109,95,128,77,11,2276,1]
[1099062,9,101.67,297,5338,110,46,109,95,127,77,11,2270,1]
[1099312,9,101.84,298,5340,109,46,109,95,127,77,11,2278,1]
[1099562,9,101.74,299,5326,109,46,109,95,127,77,11,2275,1]
[1099812,9,101.41,297,5335,108,45,109,96,128,77,11,2271,1]
[1100062,9,100.91,298,5326,108,45,109,95,127,77,11,2271,1]
[1100312,9,100.35,297,5330,107,45,109,95,127,77,11,2277,1]
[1100562,9,99.75,298,5339,107,45,109,95,127,77,11,2273,1]
[1100812,9,99.19,298,5349,107,45,109,95,127,77,11,2274,1]
[1101062,9,98.78,298,5344,106,44,109,95,128,77,11,2285,1]
[1101312,9,98.46,299,5352,106,44,109,95,128,77,11,2281,1]
[1101562,9,98.1,298,5338,106,44,108,95,128,77,11,2289,1]
[1101812,9,97.59,300,5366,106,44,109,96,128,77,11,2281,1]
[1102062,9,96.86,300,5359,106,44,109,96,128,77,11,2285,1]
[1102312,9,95.85,300,5352,106,44,109,96,128,77,11,2279,1]
[1102562,9,94.51,300,5369,106,44,109,96,128,77,11,2280,1]
[1102812,9,92.85,300,5369,106,44,109,96,127,77,11,2284,1]
[1103062,9,90.98,299,5359,106,44,109,95,128,77,11,2280,1]
[1103312,9,88.99,300,5364,107,45,109,96,128,77,11,2273,1]
[1103562,9,86.93,299,5355,107,45,109,96,128,77,11,2285,1]
[1103812,9,84.9,299,5363,108,45,109,96,128,77,11,2266,1]
[1104062,9,82.96,299,5350,109,46,109,96,128,77,11,2262,1]
[1104312,9,81.11,300,5350,109,46,109,96,128,77,11,2278,1]
[1104562,9,79.37,299,5358,111,47,109,95,128,77,11,2272,1]
[1104812,9,77.73,299,5339,111,47,110,95,128,77,11,2266,1]
[1105062,9,76.21,299,5345,112,48,110,95,128,77,11,2273,1]
[1105312,9,74.77,297,5334,113,49,110,95,127,77,11,2272,1]
[1105562,9,73.38,298,5336,115,49,111,96,128,77,11,2267,1]
[1105812,9,72.05,297,5316,116,50,110,96,127,77,11,2255,1]
[1106062,9,70.74,297,5323,118,51,110,96,127,77,11,2262,1]
[1106312,9,69.45,296,5328,120,52,111,96,128,77,11,2262,1]
[1106562,9,68.18,297,5313,122,53,111,96,128,77,11,2259,1]
[1106812,9,66.91,297,5313,124,54,111,96,128,77,11,2265,1]
[1107062,9,65.68,297,5316,126,55,112,96,128,77,11,2260,1]
[1107312,9,64.56,297,5326,128,57,112,97,128,77,11,2262,1]
[1107562,9,63.62,297,5312,130,58,113,97,127,78,11,2274,1]
[1107812,9,62.88,296,5317,132,59,113,97,128,78,11,2275,1]
[1108062,9,62.35,298,5304,134,60,113,97,127,78,12,2275,1]
[1108312,9,62.03,296,5305,136,61,114,97,128,78,12,2262,1]
[1108562,9,61.91,297,5305,138,62,114,97,128,78,12,2267,1]
[1108812,9,61.91,296,5297,139,63,114,97,127,78,12,2272,1]
[1109062,9,61.96,296,5277,141,64,114,97,128,78,12,2265,1]
[1109312,9,62.03,295,5288,142,65,115,97,129,78,12,2275,1]
[1109562,9,62.1,295,5298,144,66,115,97,128,78,12,2274,1]
[1109812,9,62.18,296,5287,145,67,115,97,128,78,12,2264,1]
[1110062,9,62.28,295,5295,147,67,116,97,128,78,12,2268,1]
[1110312,9,62.39,296,5297,148,68,116,97,128,78,12,2276,1]
[1110562,9,62.52,294,5280,149,69,116,97,128,78,12,2276,1]
[1110812,9,62.67,296,5289,151,70,117,97,128,78,12,2277,1]
[1111062,9,62.85,296,5294,152,70,117,98,129,78,12,2286,1]
[1111312,9,63.03,295,5289,153,71,117,98,128,78,12,2285,1]
[1111562,9,63.23,295,5285,154,71,117,98,128,78,12,2280,1]
[1111812,9,63.43,295,5288,155,72,117,98,129,78,12,2279,1]
[1112062,9,63.63,295,5280,156,72,117,98,129,78,12,2288,1]
[1112312,9,63.83,295,5283,157,73,118,98,129,78,12,2281,1]
[1112562,9,64.01,295,5280,158,73,118,98,128,79,12,2289,1]
[1112812,9,64.16,295,5268,159,74,118,98,129,78,12,2289,1]
[1113062,9,64.28,296,5274,159,74,118,99,128,79,12,2292,1]
[1113312,9,64.38,296,5286,160,75,119,98,128,79,12,2299,1]
[1113562,9,64.47,297,5283,161,75,118,98,129,79,12,2294,1]
[1113812,9,64.52,296,5276,162,76,118,99,128,79,12,2292,1]
[1114062,9,64.54,295,5287,162,76,119,99,128,79,12,2291,1]
[1114304,9,64.55,296,5288,163,77,119,98,129,79,12,2294,1]
[1114562,9,64.6,296,5285,164,77,119,98,129,79,12,2297,1]
[1114812,9,64.63,296,5274,165,77,119,99,129,79,12,2298,1]
[1115062,9,64.64,297,5289,165,78,119,99,129,79,12,2300,1]
[1115312,9,64.65,296,5305,166,78,119,99,130,79,12,2299,1]
[1115562,9,64.65,297,5311,167,78,119,99,129,79,12,2305,1]
[1115812,9,64.65,297,5309,167,79,119,99,130,79,12,2299,1]
[1116062,9,64.65,295,5306,168,79,120,99,130,79,13,2299,1]
[1116312,9,64.68,295,5322,168,79,120,99,130,79,13,2308,1]
[1116562,9,64.72,296,5317,169,80,120,99,130,79,13,2306,1]
[1116812,9,64.76,296,5328,170,80,121,99,130,79,13,2310,1]
[1117062,9,64.77,295,5310,170,80,120,99,130,80,13,2305,1]
[1117302,9,64.8,296,5336,171,81,120,99,130,79,13,2308,1]
[1117432,10,64.82,294,5316,171,80,120,99,129,79,13,2310,1]
[1117575,10,64.84,295,5316,171,81,120,98,129,79,13,2304,1]
[1117825,10,64.92,297,5324,172,81,120,99,130,80,13,2303,1]
[1118075,10,65.24,296,5323,172,81,121,99,130,80,13,2307,1]
[1118325,10,66.02,296,5319,172,81,121,99,129,80,13,2305,1]
[1118575,10,67.37,296,5329,171,81,121,99,129,79,13,2305,1]
[1118815,10,69.22,296,5323,170,80,120,99,130,79,13,2305,1]
[1119075,10,71.37,298,5317,169,79,120,99,130,79,12,2296,1]
[1119315,10,73.49,298,5318,167,79,120,99,130,79,12,2306,1]
[1119565,10,75.4,297,5338,165,78,120,99,129,79,12,2297,1]
[1119815,10,77.14,296,5341,164,77,119,99,129,79,12,2300,1]
[1120065,10,78.82,297,5337,162,76,119,99,129,79,12,2304,1]
[1120323,10,80.44,297,5333,161,75,119,99,129,79,12,2295,1]
[1120565,10,81.98,298,5315,159,74,118,99,129,78,12,2292,1]
[1120825,10,83.45,297,5310,157,73,118,98,129,79,12,2291,1]
[1121075,10,84.85,295,5318,155,72,117,98,129,79,12,2294,1]
[1121325,10,86.22,296,5310,153,71,117,98,128,78,12,2287,1]
[1121575,10,87.54,296,5314,151,70,117,98,129,79,12,2281,1]
[1121815,10,88.87,296,5308,149,69,116,98,128,78,12,2284,1]
[1122075,10,90.23,296,5306,147,67,115,98,128,78,12,2281,1]
[1122325,10,91.63,296,5306,146,66,115,97,128,78,12,2279,1]
[1122575,10,93.1,296,5304,143,65,115,97,128,78,12,2285,1]
[1122824,10,94.65,295,5298,141,64,115,97,127,78,12,2270,1]
[1123065,10,96.25,296,5301,139,63,114,97,127,77,12,2272,1]
[1123325,10,97.9,295,5303,137,62,114,96,127,78,12,2275,1]
[1123575,10,99.58,295,5305,135,61,113,97,128,78,12,2267,1]
[1123815,10,101.26,295,5305,133,59,113,96,127,78,11,2264,1]
[1124065,10,102.88,296,5318,131,59,113,96,128,77,11,2271,1]
[1124325,10,104.21,297,5318,130,58,113,97,128,78,11,2279,1]
[1124575,10,104.95,298,5322,128,57,112,96,128,78,11,2282,1]
[1124825,10,105.06,298,5335,127,56,112,96,128,78,11,2281,1]
[1125075,10,104.58,297,5318,125,55,112,96,127,77,11,2274,1]
[1125325,10,103.7,297,5314,123,54,111,96,127,77,11,2280,1]
[1125576,10,102.65,296,5289,121,53,111,95,127,77,11,2279,1]
[1125826,10,101.53,297,5316,120,52,111,95,127,77,11,2275,1]
[1126075,10,100.4,297,5317,119,52,111,96,127,77,11,2284,1]
[1126325,10,99.35,298,5321,118,51,110,96,127,77,11,2272,1]
[1126575,10,98.44,297,5320,117,50,111,96,127,77,11,2270,1]
[1126815,10,97.71,298,5337,116,50,110,95,127,77,11,2282,1]
[1127075,10,97.23,299,5329,115,49,110,96,127,77,11,2279,1]
[1127325,10,97.06,299,5333,115,49,110,95,128,77,11,2285,1]
[1127565,10,97.23,300,5338,114,49,110,96,128,77,11,2282,1]
[1127825,10,97.71,300,5354,113,48,110,96,128,77,11,2283,1]
[1128065,10,98.42,300,5355,112,48,110,95,128,77,11,2278,1]
[1128325,10,99.26,300,5367,112,47,110,96,127,77,11,2287,1]
[1128565,10,100.12,299,5385,111,47,110,96,128,78,11,2287,1]
[1128815,10,100.91,300,5375,111,47,110,96,128,78,11,2296,1]
[1129075,10,101.53,301,5364,110,46,110,96,128,77,11,2301,1]
[1129325,10,101.88,300,5362,109,46,110,96,128,77,11,2290,1]
[1129565,10,101.88,300,5378,109,46,110,95,128,77,11,2288,1]
[1129826,10,101.61,300,5349,108,45,109,96,128,77,11,2289,1]
[1130076,10,101.15,300,5371,108,45,110,95,128,77,11,2291,1]
[1130325,10,100.57,300,5370,108,45,109,96,128,77,11,2280,1]
[1130575,10,99.95,299,5374,107,45,109,96,128,77,11,2280,1]
[1130825,10,99.37,301,5379,107,45,110,96,128,77,11,2286,1]
[1131065,10,98.91,301,5380,107,45,110,96,128,77,11,2277,1]
[1131325,10,98.57,301,5377,107,44,109,96,129,78,11,2281,1]
[1131565,10,98.24,301,5389,107,44,110,96,129,78,11,2283,1]
[1131815,10,97.77,301,5399,107,44,110,96,128,78,11,2287,1]
[1132065,10,97.15,301,5405,106,44,110,96,129,78,11,2296,1]
[1132325,10,96.3,302,5421,106,44,109,96,129,78,11,2301,1]
[1132565,10,95.11,301,5395,106,44,109,96,128,77,11,2285,1]
[1132825,10,93.6,302,5388,107,44,110,96,129,78,11,2287,1]
[1133075,10,91.8,300,5389,107,44,109,96,128,78,11,2281,1]
[1133325,10,89.82,300,5383,107,45,110,96,128,77,11,2282,1]
[1133565,10,87.76,300,5378,107,45,110,96,129,77,11,2289,1]
[1133815,10,85.69,301,5388,108,45,110,96,128,77,11,2291,1]
[1134074,10,83.7,300,5377,108,45,110,96,128,78,11,2287,1]
[1134315,10,81.81,301,5381,109,46,110,96,128,77,11,2298,1]
[1134565,10,80.03,301,5369,110,46,110,96,128,77,11,2294,1]
[1134815,10,78.36,300,5362,111,47,110,96,129,77,11,2289,1]
[1135065,10,76.8,300,5374,112,47,110,96,128,77,11,2287,1]
[1135325,10,75.34,300,5363,113,48,111,96,128,77,11,2288,1]
[1135565,10,73.94,299,5356,114,49,110,96,128,77,11,2278,1]
[1135815,10,72.59,300,5363,116,50,111,96,128,77,11,2279,1]
[1136065,10,71.27,301,5363,117,51,111,96,129,77,11,2282,1]
[1136325,10,69.97,300,5349,119,51,111,96,128,77,11,2280,1]
[1136565,10,68.69,300,5342,121,52,112,96,128,78,11,2288,1]
[1136825,10,67.42,300,5352,122,53,112,97,129,78,11,2280,1]
[1137075,10,66.16,300,5365,124,55,113,97,129,78,11,2288,1]
[1137315,10,64.99,299,5361,126,56,113,97,129,78,11,2290,1]
[1137565,10,63.97,299,5348,128,57,113,97,128,78,11,2303,1]
[1137825,10,63.14,299,5350,130,58,113,97,129,78,11,2297,1]
[1138075,10,62.52,299,5339,132,59,114,97,128,78,12,2294,1]
[1138315,10,62.14,297,5346,134,60,114,97,128,78,12,2292,1]
[1138565,10,61.95,298,5335,136,61,114,97,128,78,12,2286,1]
[1138825,10,61.91,298,5331,137,62,114,97,128,78,12,2279,1]
[1139075,10,61.95,298,5333,139,63,115,97,128,78,12,2273,1]
[1139325,10,62.02,298,5308,140,64,115,97,128,78,12,2285,1]
[1139565,10,62.09,298,5328,142,64,115,97,129,78,12,2284,1]
[1139825,10,62.17,298,5323,143,65,116,97,129,78,12,2294,1]
[1140065,10,62.26,298,5330,145,66,116,97,129,78,12,2282,1]
[1140324,10,62.36,298,5316,146,67,116,98,129,79,12,2291,1]
[1140575,10,62.48,298,5324,147,67,116,98,129,78,12,2294,1]
[1140825,10,62.62,298,5311,149,68,117,98,130,78,12,2286,1]
[1141075,10,62.77,297,5321,150,69,117,97,130,78,12,2294,1]
[1141325,10,62.94,298,5315,151,69,117,98,129,78,12,2292,1]
[1141575,10,63.12,299,5316,152,70,117,98,129,79,12,2298,1]
[1141825,10,63.31,297,5324,153,70,117,98,129,79,12,2300,1]
[1142075,10,63.51,297,5313,154,71,118,98,129,79,12,2299,1]
[1142325,10,63.72,299,5319,155,72,118,98,129,79,12,2295,1]
[1142575,10,63.91,297,5318,155,72,118,98,129,79,12,2291,1]
[1142825,10,64.08,299,5317,156,73,118,98,129,79,12,2298,1]
[1143075,10,64.22,299,5318,157,73,118,98,129,79,12,2299,1]
[1143325,10,64.35,298,5311,158,73,118,98,129,79,12,2299,1]
[1143570,10,64.45,298,5312,159,74,118,98,129,79,12,2313,1]
[1143815,10,64.51,297,5301,159,74,118,98,129,79,12,2303,1]
[1144075,10,64.54,299,5326,160,75,119,99,129,79,12,2313,1]
[1144325,10,64.56,298,5316,161,75,119,99,129,79,12,2311,1]
[1144575,10,64.6,299,5309,162,76,119,99,129,79,12,2305,1]
[1144815,10,64.63,297,5315,162,76,119,98,129,79,12,2311,1]
[1145065,10,64.64,298,5324,163,76,120,99,129,79,13,2315,1]
[1145315,10,64.65,298,5328,164,77,119,99,130,79,12,2321,1]
[1145575,10,64.65,299,5332,165,77,120,99,129,79,13,2314,1]
[1145815,10,64.64,299,5332,165,78,120,99,130,79,13,2325,1]
[1146065,10,64.65,299,5348,166,78,120,99,130,79,13,2321,1]
[1146325,10,64.66,299,5361,166,78,120,99,130,80,13,2321,1]
[1146575,10,64.69,298,5355,167,79,120,99,130,80,13,2321,1]
[1146815,10,64.74,299,5356,168,79,120,99,130,80,13,2323,1]
[1147074,10,64.77,299,5365,168,79,121,100,130,80,13,2330,1]
[1147325,10,64.8,298,5362,169,80,121,100,131,80,13,2325,1]
[1147460,10,64.82,297,5354,169,79,121,99,130,80,13,2324,1]
[1147612,11,64.84,297,5364,169,80,121,99,130,80,13,2322,1]
[1147825,11,64.86,298,5344,170,80,121,99,130,80,13,2322,1]
[1148075,11,64.97,298,5340,170,80,121,99,130,80,13,2324,1]
[1148325,11,65.37,299,5351,170,80,121,99,130,80,13,2325,1]
[1148575,11,66.26,298,5352,170,80,121,99,130,80,13,2320,1]
[1148825,11,67.71,299,5357,169,80,121,100,131,80,13,2319,1]
[1149075,11,69.66,299,5339,168,79,121,99,130,80,13,2318,1]
[1149325,11,71.85,299,5356,167,78,121,99,130,80,13,2308,1]
[1149575,11,73.94,298,5367,165,77,120,100,129,80,12,2297,1]
[1149825,11,75.85,298,5357,164,76,120,99,130,80,12,2316,1]
[1150066,11,77.63,299,5360,162,76,119,99,130,79,12,2316,1]
[1150325,11,79.31,299,5342,160,75,119,99,130,79,12,2313,1]
[1150565,11,80.9,299,5330,158,73,118,98,129,79,12,2296,1]
[1150815,11,82.42,299,5333,157,73,118,99,129,78,12,2302,1]
[1151065,11,83.87,298,5323,154,72,118,98,129,79,12,2293,1]
[1151325,11,85.25,297,5348,153,70,117,98,129,79,12,2293,1]
[1151575,11,86.57,298,5327,151,69,117,98,129,79,12,2287,1]
[1151825,11,87.86,299,5328,149,69,116,98,129,78,12,2295,1]
[1152065,11,89.17,297,5334,147,67,116,98,129,78,12,2301,1]
[1152325,11,90.51,298,5326,145,66,116,98,129,78,12,2289,1]
[1152574,11,91.91,298,5329,144,65,116,98,128,78,12,2297,1]
[1152825,11,93.39,299,5325,142,64,115,97,129,78,12,2293,1]
[1153075,11,94.93,297,5329,140,63,115,97,129,78,12,2285,1]
[1153325,11,96.56,298,5336,137,62,114,97,129,78,12,2285,1]
[1153565,11,98.27,297,5316,136,61,114,97,129,78,12,2291,1]
[1153825,11,100.02,298,5329,134,60,114,97,128,78,12,2281,1]
[1154075,11,101.76,297,5336,132,59,113,97,128,78,11,2277,1]
[1154315,11,103.42,298,5349,130,58,113,97,129,78,11,2283,1]
[1154575,11,104.67,299,5342,129,57,113,97,128,78,11,2287,1]
[1154815,11,105.26,300,5352,128,56,113,97,128,78,11,2293,1]
[1155065,11,105.18,300,5345,126,55,112,96,128,78,11,2287,1]
[1155315,11,104.56,299,5359,124,55,112,96,128,78,11,2285,1]
[1155576,11,103.61,298,5331,123,54,112,96,128,77,11,2284,1]
[1155815,11,102.51,298,5325,121,53,111,96,128,77,11,2283,1]
[1156076,11,101.37,299,5335,119,52,111,96,128,77,11,2280,1]
[1156315,11,100.24,300,5347,118,51,111,96,128,77,11,2279,1]
[1156565,11,99.2,299,5348,117,50,111,96,128,77,11,2285,1]
[1156825,11,98.28,300,5334,116,50,111,95,128,77,11,2277,1]
[1157065,11,97.56,298,5353,115,49,110,96,128,77,11,2268,1]
[1157315,11,97.09,299,5347,114,49,110,95,128,77,11,2275,1]
[1157574,11,96.95,299,5341,114,49,110,95,128,77,11,2285,1]
[1157825,11,97.14,299,5348,113,48,110,96,128,77,11,2271,1]
[1158075,11,97.65,299,5345,113,48,110,96,128,77,11,2289,1]
[1158315,11,98.39,299,5358,112,47,110,96,129,78,11,2294,1]
[1158573,11,99.28,300,5370,111,47,110,96,129,78,11,2295,1]
[1158825,11,100.14,301,5392,111,47,110,96,129,78,11,2291,1]
[1159073,11,100.93,301,5385,110,46,110,96,129,78,11,2299,1]
[1159325,11,101.5,301,5375,110,46,110,96,129,78,11,2301,1]
[1159575,11,101.78,302,5393,109,46,110,96,128,78,11,2298,1]
[1159826,11,101.78,302,5394,109,46,110,96,129,78,11,2315,1]
[1160076,11,101.51,301,5370,108,45,110,95,128,77,11,2307,1]
[1160315,11,101.05,301,5380,107,45,109,95,128,77,11,2291,1]
[1160565,11,100.5,303,5379,107,45,109,96,128,77,11,2291,1]
[1160825,11,99.91,301,5383,107,44,109,95,128,77,11,2286,1]
[1161075,11,99.35,301,5359,106,44,109,95,128,77,11,2290,1]
[1161325,11,98.9,301,5363,106,44,109,96,129,77,11,2286,1]
[1161565,11,98.57,300,5363,106,44,109,95,128,77,11,2286,1]
[1161815,11,98.28,300,5371,106,44,109,96,129,77,11,2281,1]
[1162065,11,97.88,301,5391,106,44,109,96,129,77,11,2290,1]
[1162315,11,97.28,301,5380,106,44,109,95,129,77,11,2287,1]
[1162565,11,96.44,302,5400,106,44,110,96,128,78,11,2285,1]
[1162815,11,95.28,301,5398,106,44,109,96,129,78,11,2293,1]
[1163065,11,93.79,302,5396,106,44,110,96,128,77,11,2293,1]
[1163315,11,92.03,302,5398,106,44,110,96,129,77,11,2290,1]
[1163565,11,90.08,301,5409,106,44,110,96,128,78,11,2291,1]
[1163815,11,88.06,301,5412,107,45,110,96,128,78,11,2289,1]
[1164065,11,86.03,301,5397,107,45,110,96,128,78,11,2295,1]
[1164325,11,84.02,301,5396,108,45,110,96,129,78,11,2299,1]
[1164565,11,82.09,302,5388,109,46,110,96,128,78,11,2288,1]
[1164825,11,80.29,299,5376,109,46,110,96,129,78,11,2288,1]
[1165075,11,78.6,301,5374,110,46,110,96,129,77,11,2288,1]
[1165315,11,77.03,300,5379,111,47,111,96,129,78,11,2290,1]
[1165565,11,75.55,300,5375,112,48,110,96,128,78,11,2289,1]
[1165815,11,74.14,301,5365,113,48,111,96,128,78,11,2286,1]
[1166065,11,72.78,301,5369,115,49,111,96,128,78,11,2292,1]
[1166315,11,71.47,300,5368,116,50,111,96,129,78,11,2289,1]
[1166575,11,70.16,300,5371,118,51,112,97,130,78,11,2291,1]
[1166815,11,68.87,300,5351,119,52,112,96,130,78,11,2290,1]
[1167065,11,67.59,300,5372,121,53,113,96,129,78,11,2291,1]
[1167325,11,66.32,301,5373,123,54,113,96,129,78,11,2302,1]
[1167565,11,65.14,300,5391,125,55,113,96,129,78,11,2300,1]
[1167815,11,64.08,299,5362,127,56,113,97,129,78,11,2296,1]
[1168065,11,63.2,298,5352,128,57,113,97,128,78,11,2295,1]
[1168315,11,62.56,297,5347,130,58,113,96,128,78,11,2291,1]
[1168565,11,62.14,298,5328,132,59,114,97,128,78,12,2292,1]
[1168815,11,61.94,297,5326,133,60,114,97,128,78,12,2284,1]
[1169065,11,61.9,298,5330,135,61,114,97,128,78,12,2278,1]
[1169315,11,61.94,299,5347,137,62,115,97,128,78,12,2278,1]
[1169565,11,61.99,299,5340,138,63,115,97,128,78,12,2281,1]
[1169825,11,62.06,299,5341,140,64,115,97,129,78,12,2283,1]
[1170065,11,62.14,298,5319,141,64,116,97,129,78,12,2287,1]
[1170315,11,62.22,299,5342,143,65,116,97,129,78,12,2287,1]
[1170573,11,62.34,298,5338,144,66,116,97,128,78,12,2286,1]
[1170825,11,62.47,297,5319,145,66,116,98,129,78,12,2287,1]
[1171073,11,62.61,297,5313,146,67,116,98,128,78,12,2284,1]
[1171324,11,62.78,298,5318,147,68,116,97,128,78,12,2282,1]
[1171575,11,62.95,298,5303,148,68,117,97,129,78,12,2290,1]
[1171825,11,63.13,298,5313,149,69,117,98,128,78,12,2281,1]
[1172075,11,63.32,298,5313,150,69,117,98,129,78,12,2282,1]
[1172315,11,63.53,297,5327,151,70,117,97,129,79,12,2287,1]
[1172575,11,63.73,298,5319,152,70,117,98,129,79,12,2286,1]
[1172825,11,63.93,297,5313,153,71,117,98,128,79,12,2291,1]
[1173075,11,64.08,299,5323,154,71,118,98,128,79,12,2292,1]
[1173325,11,64.21,297,5328,155,72,118,98,129,79,12,2287,1]
[1173575,11,64.31,299,5328,155,72,118,98,129,79,12,2290,1]
[1173825,11,64.41,298,5314,156,73,118,98,129,79,12,2294,1]
[1174075,11,64.49,298,5317,157,73,118,98,129,79,12,2297,1]
[1174315,11,64.53,298,5328,157,73,118,98,129,79,12,2303,1]
[1174575,11,64.54,299,5334,158,74,119,98,129,79,12,2306,1]
[1174825,11,64.56,298,5348,159,74,119,98,129,79,12,2309,1]
[1175075,11,64.59,298,5338,159,74,119,98,129,79,12,2309,1]
[1175315,11,64.62,298,5345,160,75,119,99,129,79,12,2317,1]
[1175565,11,64.63,298,5347,161,75,119,99,130,79,12,2311,1]
[1175815,11,64.64,299,5349,161,75,119,99,130,79,12,2303,1]
[1176065,11,64.66,300,5348,162,76,119,99,130,79,12,2315,1]
[1176315,11,64.69,299,5355,163,76,120,99,130,79,13,2315,1]
[1176575,11,64.73,300,5349,163,77,120,99,130,79,13,2319,1]
[1176815,11,64.76,298,5349,164,77,120,99,130,79,13,2312,1]
[1177065,11,64.79,300,5354,164,77,120,100,130,80,13,2307,1]
[1177323,11,64.82,299,5353,165,77,121,99,131,80,13,2309,1]
[1177565,11,64.86,298,5360,165,78,120,100,130,80,13,2311,1]
[1177710,11,64.88,297,5351,166,78,121,99,130,80,13,2309,1]
[1177862,12,64.89,297,5356,166,78,121,99,130,80,13,2310,1]
[1178065,12,64.9,298,5366,166,78,121,99,130,80,13,2313,1]
[1178321,12,64.99,300,5369,167,78,121,100,130,80,13,2319,1]
[1178575,12,65.38,300,5383,167,79,121,100,130,80,13,2318,1]
[1178825,12,66.26,301,5391,167,78,121,100,131,80,13,2313,1]
[1179075,12,67.7,299,5375,166,78,120,100,131,80,13,2319,1]
[1179325,12,69.64,300,5365,165,77,120,100,130,80,13,2312,1]
[1179565,12,71.82,300,5373,164,76,120,99,130,80,13,2309,1]
