time,xx,T,415,445,480,515,555,590,630,680,NIR,CLR,Dark
[93495,0,55.07,330,5491,2812,1842,828,412,328,232,110,4752,1]
[93745,0,55.1,330,5485,2811,1841,828,412,328,232,110,4752,1]
[93995,0,55.11,330,5491,2810,1841,828,411,327,232,110,4750,1]
[94245,0,55.1,330,5484,2809,1841,827,411,328,232,110,4745,1]
[94495,0,55.08,330,5485,2807,1839,827,412,328,232,110,4746,1]
[94745,0,55.07,330,5490,2807,1839,827,411,328,232,110,4745,1]
[94995,0,55.03,330,5488,2806,1839,827,411,328,231,110,4745,1]
[95247,0,55,330,5487,2806,1838,827,411,328,231,109,4744,1]
[95495,0,54.98,330,5487,2805,1838,827,411,328,231,110,4744,1]
[95745,0,54.97,330,5488,2805,1838,827,411,328,231,110,4748,1]
[95995,0,54.95,330,5488,2805,1838,827,411,328,231,110,4746,1]
[96245,0,54.91,330,5487,2806,1838,826,411,328,231,110,4749,1]
[96495,0,54.89,330,5485,2805,1838,827,411,327,232,110,4746,1]
[96745,0,54.87,330,5490,2806,1838,827,411,328,232,110,4749,1]
[96995,0,54.88,330,5489,2805,1838,826,411,328,231,110,4752,1]
[97244,0,54.92,331,5482,2805,1838,826,411,328,231,110,4751,1]
[97495,0,54.97,331,5485,2804,1837,826,411,327,231,110,4751,1]
[97744,0,55.03,330,5486,2803,1837,826,411,327,231,110,4749,1]
[97995,0,55.08,331,5483,2802,1836,826,411,327,231,110,4748,1]
[98245,0,55.1,330,5488,2800,1835,825,410,327,231,110,4742,1]
[98495,0,55.1,331,5487,2799,1834,825,411,327,231,110,4740,1]
[98747,0,55.09,331,5491,2798,1834,825,410,327,231,110,4741,1]
[98995,0,55.08,330,5490,2796,1832,824,410,327,231,110,4735,1]
[99245,0,55.06,331,5492,2796,1832,824,410,327,231,110,4735,1]
[99495,0,55.03,330,5488,2795,1832,824,410,327,231,110,4733,1]
[99745,0,55,330,5494,2795,1831,824,410,327,231,110,4735,1]
[99995,0,54.98,331,5493,2794,1831,824,410,327,231,110,4734,1]
[100245,0,54.96,330,5493,2794,1831,824,410,327,231,110,4734,1]
[100495,0,54.92,330,5495,2794,1831,824,410,327,231,110,4733,1]
[100745,0,54.89,330,5495,2794,1831,824,410,327,231,110,4736,1]
[100995,0,54.88,330,5501,2795,1832,824,410,327,231,110,4737,1]
[101247,0,54.88,331,5495,2795,1831,824,410,327,231,110,4732,1]
[101495,0,54.91,331,5487,2793,1831,824,410,327,231,110,4727,1]
[101745,0,54.95,331,5484,2793,1830,824,410,327,231,110,4726,1]
[101995,0,55.01,331,5491,2792,1830,824,410,327,231,110,4727,1]
[102245,0,55.06,331,5495,2790,1829,823,410,327,231,109,4729,1]
[102495,0,55.09,331,5492,2789,1828,823,409,326,230,109,4727,1]
[102745,0,55.1,331,5488,2788,1828,823,409,326,230,109,4725,1]
[102997,0,55.09,330,5481,2787,1827,822,409,326,230,109,4726,1]
[103245,0,55.08,330,5490,2785,1826,822,409,326,230,109,4727,1]
[103497,0,55.06,330,5485,2785,1825,822,409,326,231,109,4727,1]
[103745,0,55.02,330,5487,2784,1825,822,409,326,230,109,4724,1]
[103997,0,54.99,330,5483,2783,1825,821,409,326,230,109,4724,1]
[104245,0,54.98,330,5488,2783,1824,821,409,326,230,109,4723,1]
[104497,0,54.96,331,5488,2783,1824,822,409,326,230,109,4724,1]
[104745,0,54.93,330,5488,2782,1823,821,409,326,230,109,4724,1]
[104997,0,54.9,330,5494,2782,1824,821,409,326,230,109,4726,1]
[105245,0,54.88,330,5484,2782,1824,821,409,326,230,109,4724,1]
[105494,0,54.88,331,5487,2782,1824,821,409,326,230,109,4727,1]
[105745,0,54.91,331,5486,2782,1824,822,409,326,230,109,4723,1]
[105995,0,54.95,330,5479,2782,1824,821,409,326,230,109,4725,1]
[106245,0,55.01,331,5476,2781,1823,821,409,326,230,109,4723,1]
[106495,0,55.06,330,5476,2779,1822,820,409,326,230,109,4719,1]
[106749,0,55.1,331,5474,2778,1822,820,408,326,230,109,4720,1]
[106995,0,55.11,331,5484,2776,1820,819,408,325,230,109,4719,1]
[107244,0,55.1,331,5474,2775,1819,820,408,325,230,109,4714,1]
[107495,0,55.08,331,5473,2775,1819,820,408,325,230,109,4713,1]
[107745,0,55.06,331,5477,2774,1819,819,408,325,230,109,4714,1]
[107997,0,55.02,331,5477,2773,1819,819,408,325,230,109,4713,1]
[108244,0,54.99,331,5487,2773,1818,819,408,325,230,109,4714,1]
[108495,0,54.97,330,5485,2773,1818,819,408,325,230,109,4716,1]
[108744,0,54.94,330,5478,2772,1818,819,408,325,230,109,4712,1]
[108995,0,54.9,330,5481,2772,1818,819,408,325,230,109,4713,1]
[109244,0,54.88,330,5484,2772,1818,819,408,325,230,109,4713,1]
[109495,0,54.88,330,5489,2773,1818,819,408,325,230,109,4714,1]
[109742,0,54.9,330,5490,2773,1818,819,408,325,230,109,4714,1]
[110006,0,54.94,331,5488,2773,1818,819,407,325,229,109,4713,1]
[110256,0,55,330,5489,2769,1816,818,407,325,229,109,4708,1]
[110497,0,55.06,330,5487,2765,1813,817,407,324,229,109,4704,1]
[110745,0,55.1,330,5494,2764,1813,816,407,324,229,109,4701,1]
[110995,0,55.12,331,5485,2764,1812,817,407,324,229,109,4701,1]
[111242,0,55.1,331,5486,2763,1812,817,407,324,229,109,4702,1]
[111495,0,55.09,330,5482,2763,1812,817,407,324,229,109,4704,1]
[111745,0,55.07,330,5483,2762,1812,816,407,324,229,109,4703,1]
[111995,0,55.04,330,5488,2762,1812,816,407,324,229,109,4702,1]
[112245,0,55.01,330,5486,2761,1811,816,407,324,229,108,4702,1]
[112495,0,54.98,330,5486,2761,1811,816,407,324,229,108,4703,1]
[112745,0,54.95,331,5482,2761,1811,816,407,324,229,108,4701,1]
[112995,0,54.9,330,5479,2761,1811,816,407,324,229,108,4698,1]
[113245,0,54.88,330,5483,2761,1811,816,407,324,229,108,4698,1]
[113497,0,54.87,330,5484,2761,1811,816,407,324,229,109,4699,1]
[113749,0,54.9,330,5481,2760,1811,815,406,324,229,108,4702,1]
[113995,0,54.94,330,5481,2759,1810,815,406,324,229,108,4702,1]
[114245,0,54.98,330,5482,2759,1809,815,406,324,229,108,4705,1]
[114495,0,55.04,329,5484,2758,1809,815,406,324,229,108,4702,1]
[114745,0,55.08,330,5477,2757,1808,815,406,324,229,108,4701,1]
[114995,0,55.1,330,5476,2757,1807,815,406,324,229,108,4700,1]
[115245,0,55.11,330,5480,2754,1807,814,406,324,229,108,4700,1]
[115495,0,55.09,330,5482,2754,1806,814,406,324,229,108,4699,1]
[115745,0,55.08,330,5484,2753,1806,814,406,324,229,108,4698,1]
[115995,0,55.04,329,5482,2752,1805,814,406,324,229,108,4699,1]
[116247,0,55,330,5487,2752,1805,814,406,323,228,108,4694,1]
[116495,0,54.98,329,5485,2751,1805,814,406,323,228,108,4692,1]
[116745,0,54.95,329,5489,2751,1805,813,406,323,228,108,4692,1]
[116997,0,54.91,329,5486,2751,1805,814,406,323,228,108,4692,1]
[117245,0,54.88,329,5485,2751,1805,814,406,324,228,108,4694,1]
[117494,0,54.87,329,5485,2751,1805,814,406,324,228,108,4690,1]
[117745,0,54.88,329,5483,2751,1804,813,406,323,228,108,4692,1]
[118006,0,54.92,329,5484,2751,1804,813,406,323,228,108,4694,1]
[118256,0,54.98,330,5488,2747,1802,812,405,323,228,108,4688,1]
[118495,0,55.03,330,5485,2744,1800,812,405,323,228,108,4686,1]
[118745,0,55.08,330,5481,2744,1800,812,405,323,228,108,4685,1]
[118995,0,55.1,329,5483,2744,1799,811,404,323,228,108,4684,1]
[119245,0,55.09,329,5485,2743,1799,812,404,323,228,108,4686,1]
[119497,0,55.08,329,5488,2743,1799,811,404,323,228,108,4686,1]
[119747,0,55.07,329,5489,2741,1799,811,404,323,228,108,4683,1]
[119995,0,55.04,330,5489,2740,1798,811,404,323,228,108,4681,1]
[120245,0,55,330,5486,2740,1798,811,404,323,228,108,4679,1]
[120495,0,54.97,330,5485,2741,1798,811,404,323,228,108,4680,1]
[120745,0,54.93,330,5484,2740,1798,811,405,323,228,108,4681,1]
[120995,0,54.89,330,5487,2743,1798,811,405,323,228,108,4681,1]
[121245,0,54.88,330,5489,2742,1798,811,405,323,228,108,4680,1]
[121495,0,54.89,330,5493,2742,1799,811,405,323,228,108,4683,1]
[121745,0,54.92,330,5491,2742,1798,811,404,323,228,108,4683,1]
[121995,0,54.97,330,5481,2741,1798,811,404,323,228,108,4686,1]
[122247,0,55.03,329,5480,2740,1798,811,404,323,228,108,4683,1]
[122495,0,55.07,329,5488,2738,1796,810,404,323,228,108,4679,1]
[122745,0,55.11,329,5487,2737,1796,810,404,323,228,108,4680,1]
[122995,0,55.12,329,5485,2735,1795,810,404,322,227,107,4676,1]
[123247,0,55.1,329,5480,2735,1795,809,404,323,227,108,4672,1]
[123495,0,55.08,329,5487,2734,1794,809,404,322,227,107,4673,1]
[123747,0,55.06,329,5486,2734,1793,809,404,322,227,108,4677,1]
[123995,0,55.02,329,5487,2732,1793,809,404,322,227,107,4674,1]
[124244,0,54.99,329,5482,2732,1793,809,404,322,227,108,4675,1]
[124495,0,54.94,329,5483,2733,1793,809,404,322,227,108,4673,1]
[124744,0,54.91,329,5481,2733,1793,809,404,323,227,108,4672,1]
[124995,0,54.88,329,5482,2733,1794,809,404,322,227,108,4669,1]
[125247,0,54.87,330,5483,2734,1793,809,404,323,228,107,4671,1]
[125499,0,54.9,330,5480,2733,1793,809,404,322,228,107,4672,1]
[125749,0,54.94,329,5477,2732,1792,809,403,322,227,107,4670,1]
[125995,0,54.98,329,5475,2730,1792,808,403,322,227,107,4669,1]
[126245,0,55.03,329,5477,2730,1792,808,403,322,227,107,4670,1]
[126495,0,55.09,330,5482,2729,1791,808,403,322,227,107,4669,1]
[126745,0,55.11,329,5481,2728,1790,808,403,322,227,107,4669,1]
[126995,0,55.11,330,5477,2728,1790,808,403,322,227,107,4668,1]
[127245,0,55.09,329,5486,2726,1789,808,403,322,227,107,4664,1]
[127495,0,55.07,329,5484,2725,1789,807,403,322,227,107,4668,1]
[127745,0,55.03,329,5479,2725,1788,807,403,322,227,107,4665,1]
[127995,0,55,329,5479,2726,1788,807,403,322,227,107,4665,1]
[128245,0,54.96,329,5472,2725,1788,807,403,322,227,107,4668,1]
[128497,0,54.91,329,5471,2725,1788,807,403,322,227,107,4668,1]
[128747,0,54.89,329,5465,2726,1788,807,403,322,227,107,4668,1]
[128997,0,54.88,329,5462,2724,1788,807,403,322,227,107,4666,1]
[129256,0,54.89,329,5464,2724,1788,807,403,322,227,107,4669,1]
[129495,0,54.93,329,5465,2721,1786,806,402,322,227,107,4664,1]
[129745,0,54.98,329,5460,2721,1786,807,402,322,227,107,4665,1]
[129997,0,55.04,329,5464,2722,1786,806,402,322,227,107,4661,1]
[130245,0,55.08,329,5467,2720,1785,806,402,322,227,107,4659,1]
[130497,0,55.1,329,5468,2719,1785,806,402,321,227,107,4658,1]
[130745,0,55.1,329,5466,2718,1784,806,402,322,227,107,4658,1]
[130999,0,55.09,328,5460,2717,1784,805,402,322,226,107,4657,1]
[131247,0,55.07,328,5466,2717,1782,805,402,322,227,107,4653,1]
[131495,0,55.03,329,5472,2716,1782,805,402,321,226,107,4653,1]
[131745,0,54.99,328,5470,2716,1782,805,402,322,226,107,4653,1]
[131995,0,54.94,329,5470,2717,1783,805,402,322,226,107,4651,1]
[132245,0,54.9,329,5472,2716,1783,805,402,322,226,107,4656,1]
[132494,0,54.88,329,5468,2716,1783,805,402,322,226,107,4654,1]
[132745,0,54.87,329,5468,2717,1784,806,402,322,227,107,4655,1]
[132994,0,54.9,329,5472,2718,1784,805,402,322,226,107,4657,1]
[133245,0,54.94,329,5476,2717,1783,805,402,321,226,107,4658,1]
[133494,0,54.99,328,5479,2717,1783,805,402,321,226,107,4657,1]
[133745,0,55.04,329,5484,2717,1783,805,402,321,226,107,4654,1]
[133994,0,55.07,328,5483,2714,1782,805,402,322,226,107,4657,1]
[134245,0,55.1,329,5486,2713,1781,804,401,321,226,107,4655,1]
[134497,0,55.1,329,5481,2712,1781,804,401,321,226,107,4655,1]
[134745,0,55.09,328,5479,2711,1779,804,401,321,226,107,4654,1]
[134997,0,55.07,328,5476,2711,1779,803,401,321,226,107,4652,1]
[135245,0,55.03,328,5466,2710,1779,803,401,321,226,107,4653,1]
[135517,0,55,328,5473,2710,1779,802,401,321,226,107,4647,1]
[135745,0,54.96,328,5468,2703,1775,802,400,321,226,106,4639,1]
[135995,0,54.91,328,5466,2706,1776,802,400,321,226,106,4645,1]
[136245,0,54.88,328,5468,2706,1777,803,401,321,226,107,4647,1]
[136495,0,54.87,328,5466,2708,1777,803,401,321,226,107,4647,1]
[136745,0,54.9,328,5466,2707,1778,803,401,321,226,107,4650,1]
[136995,0,54.94,329,5470,2708,1777,803,401,321,226,107,4649,1]
[137247,0,54.99,329,5469,2707,1777,803,401,321,226,107,4647,1]
[137497,0,55.04,328,5466,2706,1777,803,401,321,226,107,4646,1]
[137742,0,55.08,328,5460,2704,1776,802,401,320,226,106,4649,1]
[137997,0,55.09,328,5462,2705,1775,802,401,320,226,106,4648,1]
[138244,0,55.09,328,5461,2703,1775,802,401,321,226,106,4646,1]
[138495,0,55.08,328,5462,2703,1774,802,401,321,226,106,4646,1]
[138745,0,55.05,328,5458,2702,1774,802,401,320,226,106,4641,1]
[138995,0,55.01,328,5458,2703,1774,801,400,320,226,106,4642,1]
[139245,0,54.97,328,5460,2703,1774,802,400,320,226,106,4642,1]
[139495,0,54.92,329,5463,2702,1775,802,401,321,226,106,4637,1]
[139745,0,54.89,329,5461,2703,1774,802,401,320,225,106,4639,1]
[139995,0,54.87,329,5463,2703,1775,802,401,320,225,106,4643,1]
[140247,0,54.89,329,5464,2704,1775,802,401,320,226,106,4641,1]
[140495,0,54.93,329,5469,2703,1774,802,400,320,226,106,4641,1]
[140747,0,54.98,329,5463,2702,1774,802,400,320,226,106,4645,1]
[140996,0,55.03,329,5471,2702,1773,801,400,320,225,106,4641,1]
[141245,0,55.07,329,5470,2700,1772,801,400,320,225,106,4640,1]
[141495,0,55.1,329,5472,2698,1772,801,400,320,225,106,4643,1]
[141745,0,55.11,328,5471,2699,1771,801,400,320,225,106,4641,1]
[141995,0,55.1,328,5474,2698,1771,801,400,320,225,106,4639,1]
[142245,0,55.08,329,5469,2696,1770,800,400,320,225,106,4637,1]
[142495,0,55.04,328,5467,2697,1770,800,400,320,225,106,4639,1]
[142745,0,55,328,5470,2695,1770,800,400,320,225,106,4638,1]
[142995,0,54.96,328,5466,2696,1770,800,400,320,225,106,4639,1]
[143247,0,54.92,328,5473,2697,1770,800,400,320,225,106,4637,1]
[143495,0,54.89,328,5473,2697,1770,801,400,320,225,106,4638,1]
[143747,0,54.87,329,5468,2697,1770,800,400,320,225,105,4639,1]
[144006,0,54.89,329,5465,2696,1770,800,400,320,225,106,4636,1]
[144245,0,54.93,329,5463,2693,1768,799,400,320,225,106,4634,1]
[144494,0,54.98,329,5466,2693,1768,799,400,320,225,106,4633,1]
[144745,0,55.03,329,5465,2693,1768,799,400,320,225,106,4631,1]
[144994,0,55.07,329,5465,2693,1768,799,400,320,225,106,4629,1]
[145245,0,55.1,329,5464,2692,1767,799,400,320,225,106,4629,1]
[145495,0,55.1,329,5468,2691,1767,799,400,320,225,106,4629,1]
[145745,0,55.09,329,5462,2690,1766,798,399,320,225,106,4627,1]
[145995,0,55.08,329,5464,2688,1766,798,399,319,225,106,4629,1]
[146247,0,55.04,329,5466,2689,1765,798,399,319,225,106,4627,1]
[146495,0,55,329,5469,2688,1765,798,399,319,225,106,4626,1]
[146745,0,54.96,329,5470,2688,1765,798,399,319,225,106,4630,1]
[146997,0,54.92,329,5468,2689,1766,798,399,319,225,106,4630,1]
[147245,0,54.89,329,5468,2689,1766,799,399,319,225,106,4628,1]
[147495,0,54.88,329,5474,2689,1766,799,399,319,225,106,4631,1]
[147756,0,54.9,329,5476,2689,1766,799,399,319,225,106,4631,1]
[147995,0,54.94,329,5474,2686,1764,798,399,319,225,106,4630,1]
[148245,0,54.99,329,5477,2687,1764,798,399,319,225,106,4628,1]
[148495,0,55.04,329,5474,2687,1764,798,399,319,225,106,4628,1]
[148745,0,55.08,329,5477,2686,1763,798,399,319,225,106,4628,1]
[148995,0,55.1,329,5476,2685,1763,798,398,319,225,106,4627,1]
[149247,0,55.1,328,5474,2684,1763,797,399,319,225,106,4629,1]
[149495,0,55.09,329,5473,2683,1762,797,399,319,225,106,4624,1]
[149744,0,55.07,328,5472,2683,1762,797,399,319,224,106,4624,1]
[149995,0,55.03,328,5471,2683,1762,797,399,319,225,106,4624,1]
[150245,0,54.99,328,5465,2683,1762,797,399,319,225,106,4623,1]
[150495,0,54.94,328,5465,2682,1762,797,399,319,225,106,4623,1]
[150744,0,54.9,327,5465,2683,1762,797,399,319,225,106,4620,1]
[150995,0,54.88,328,5468,2684,1762,797,399,319,225,106,4625,1]
[151256,0,54.88,328,5470,2684,1763,797,399,319,225,106,4625,1]
[151495,0,54.91,328,5462,2681,1760,797,398,319,224,106,4622,1]
[151745,0,54.95,328,5463,2681,1761,797,399,318,224,106,4623,1]
[151995,0,54.99,328,5467,2681,1760,797,398,319,224,106,4622,1]
[152247,0,55.04,328,5467,2681,1761,797,398,318,224,106,4621,1]
[152495,0,55.08,328,5467,2679,1759,796,398,319,224,106,4623,1]
[152745,0,55.12,328,5466,2678,1759,796,398,319,224,106,4622,1]
[152997,0,55.14,328,5467,2678,1759,796,398,319,224,106,4621,1]
[153245,0,55.12,328,5470,2676,1758,795,398,318,224,106,4616,1]
[153495,0,55.09,328,5470,2675,1757,795,398,318,224,105,4615,1]
[153745,0,55.05,328,5471,2675,1758,795,398,318,224,105,4616,1]
[153995,0,55.01,329,5474,2675,1757,795,398,318,224,105,4616,1]
[154249,0,54.96,329,5474,2675,1757,795,398,319,224,105,4616,1]
[154495,0,54.92,328,5470,2674,1757,795,398,318,224,105,4613,1]
[154744,0,54.89,328,5470,2676,1757,795,398,319,224,105,4614,1]
[154995,0,54.88,329,5469,2675,1758,795,398,319,224,106,4617,1]
[155245,0,54.9,329,5464,2677,1758,795,398,319,224,105,4615,1]
[155497,0,54.94,329,5468,2676,1758,795,398,319,224,105,4619,1]
[155745,0,54.98,328,5462,2675,1757,795,398,319,224,105,4614,1]
[155995,0,55.03,329,5464,2675,1757,795,398,319,224,105,4614,1]
[156244,0,55.06,329,5469,2674,1756,795,398,319,224,105,4614,1]
[156497,0,55.08,329,5468,2674,1756,795,398,318,224,105,4610,1]
[156744,0,55.09,329,5468,2672,1755,794,398,318,224,105,4611,1]
[156997,0,55.09,329,5465,2672,1755,794,398,318,224,105,4610,1]
[157244,0,55.07,329,5465,2670,1754,794,397,318,224,105,4608,1]
[157494,0,55.03,329,5459,2670,1754,794,397,318,224,105,4610,1]
[157745,0,54.99,329,5457,2671,1754,794,397,318,224,105,4612,1]
[157994,0,54.94,329,5458,2671,1754,794,398,318,224,105,4612,1]
[158245,0,54.9,329,5465,2671,1755,794,398,318,224,105,4611,1]
[158497,0,54.88,329,5461,2671,1755,794,398,318,224,105,4612,1]
[158741,0,54.88,329,5459,2671,1754,794,398,318,224,105,4612,1]
[158999,0,54.91,329,5455,2672,1755,794,398,318,224,105,4615,1]
[159245,0,54.94,329,5454,2670,1754,794,398,318,224,105,4612,1]
[159495,0,54.99,329,5452,2670,1754,794,398,318,224,105,4612,1]
[159745,0,55.04,328,5451,2669,1754,794,397,318,224,105,4613,1]
[159995,0,55.07,328,5450,2669,1753,793,397,318,224,105,4611,1]
[160245,0,55.1,328,5456,2667,1752,793,397,318,224,105,4608,1]
[160495,0,55.1,329,5457,2667,1752,793,397,318,224,105,4606,1]
[160745,0,55.09,328,5460,2666,1751,793,397,318,224,104,4607,1]
[160995,0,55.07,328,5463,2665,1751,793,397,318,224,105,4607,1]
[161245,0,55.03,328,5459,2665,1750,793,397,318,224,105,4608,1]
[161495,0,54.99,328,5462,2665,1751,793,397,318,224,105,4609,1]
[161745,0,54.95,328,5463,2665,1751,793,397,318,224,105,4611,1]
[161995,0,54.91,328,5467,2665,1751,793,397,318,224,105,4609,1]
[162245,0,54.88,328,5470,2665,1751,792,396,318,224,105,4607,1]
[162506,0,54.9,329,5467,2665,1751,793,397,318,224,105,4607,1]
[162756,0,54.93,328,5462,2662,1749,792,396,317,223,105,4602,1]
[163006,0,54.97,328,5464,2659,1747,791,396,317,223,105,4603,1]
[163247,0,55.01,328,5467,2657,1746,790,396,317,223,105,4599,1]
[163495,0,55.05,328,5475,2657,1746,791,396,317,223,105,4601,1]
[163747,0,55.07,328,5470,2657,1746,791,396,317,223,105,4598,1]
[163995,0,55.09,328,5471,2656,1745,790,396,317,223,105,4598,1]
[164242,0,55.09,328,5472,2656,1745,791,396,317,223,105,4598,1]
[164497,0,55.08,328,5471,2657,1746,791,396,317,223,105,4596,1]
[164744,0,55.05,328,5476,2656,1745,790,396,317,223,105,4594,1]
[164995,0,55.01,328,5476,2656,1746,791,396,317,223,105,4597,1]
[165244,0,54.97,328,5469,2656,1746,791,396,317,223,105,4596,1]
[165495,0,54.92,328,5473,2658,1746,791,396,317,223,105,4597,1]
[165744,0,54.88,328,5471,2658,1747,791,396,317,223,105,4600,1]
[165995,0,54.87,329,5466,2658,1747,791,396,317,223,105,4601,1]
[166244,0,54.9,329,5467,2658,1747,791,396,317,223,105,4599,1]
[166506,0,54.94,328,5470,2658,1746,791,396,317,223,105,4599,1]
[166749,0,54.98,328,5471,2655,1744,790,396,317,223,105,4591,1]
[166995,0,55.03,328,5469,2654,1744,790,395,317,223,105,4587,1]
[167247,0,55.07,327,5468,2653,1744,790,396,317,223,105,4586,1]
[167495,0,55.1,327,5468,2652,1743,789,396,317,223,105,4587,1]
[167747,0,55.11,327,5469,2652,1743,789,395,317,223,105,4587,1]
[167995,0,55.11,327,5468,2651,1742,789,395,317,223,105,4589,1]
[168245,0,55.09,327,5466,2650,1742,789,395,317,223,105,4589,1]
[168495,0,55.05,327,5470,2650,1742,789,395,317,223,105,4589,1]
[168745,0,55.01,327,5466,2650,1742,789,396,317,223,105,4587,1]
[168995,0,54.95,327,5466,2651,1742,789,396,317,223,105,4590,1]
[169245,0,54.9,327,5468,2651,1743,789,396,317,223,105,4589,1]
[169495,0,54.88,327,5466,2652,1743,789,396,317,223,105,4590,1]
[169745,0,54.88,327,5464,2652,1743,790,396,317,223,105,4589,1]
[169995,0,54.9,327,5468,2651,1743,789,396,317,223,105,4587,1]
[170247,0,54.94,327,5473,2651,1743,789,395,317,223,105,4587,1]
[170497,0,54.99,328,5474,2651,1742,789,395,317,223,105,4591,1]
[170747,0,55.04,328,5469,2649,1741,789,395,317,223,105,4588,1]
[170997,0,55.07,328,5472,2648,1740,788,395,316,223,104,4588,1]
[171245,0,55.09,327,5473,2647,1740,788,395,317,223,104,4586,1]
[171495,0,55.11,328,5472,2646,1739,788,395,316,222,104,4585,1]
[171745,0,55.1,327,5461,2646,1739,788,395,316,222,104,4585,1]
[171995,0,55.08,327,5469,2646,1739,788,395,316,222,104,4586,1]
[172245,0,55.03,327,5473,2646,1739,788,395,317,222,104,4587,1]
[172495,0,54.99,327,5473,2646,1739,788,395,317,222,104,4587,1]
[172745,0,54.93,328,5472,2646,1739,788,395,316,222,104,4586,1]
[172994,0,54.89,328,5467,2647,1740,788,395,316,223,104,4587,1]
[173245,0,54.88,328,5466,2647,1740,788,395,317,223,104,4587,1]
[173495,0,54.88,328,5466,2647,1740,788,395,317,223,104,4585,1]
[173747,0,54.92,328,5466,2647,1739,788,395,317,223,104,4590,1]
[173997,0,54.96,328,5465,2646,1739,788,395,316,222,104,4588,1]
[174245,0,55,328,5463,2645,1738,788,395,316,223,104,4585,1]
[174495,0,55.05,328,5463,2644,1737,788,394,316,222,104,4585,1]
[174745,0,55.08,328,5460,2643,1737,787,395,316,222,104,4584,1]
[174995,0,55.11,328,5467,2642,1737,787,395,316,222,104,4584,1]
[175245,0,55.11,328,5462,2641,1736,787,394,316,222,104,4579,1]
[175495,0,55.09,328,5466,2641,1735,787,394,316,222,104,4578,1]
[175745,0,55.07,328,5469,2640,1735,787,394,316,222,104,4579,1]
[175995,0,55.03,328,5464,2640,1735,787,394,316,222,104,4579,1]
[176245,0,54.98,327,5467,2640,1735,787,394,316,222,104,4579,1]
[176495,0,54.92,328,5467,2641,1735,787,394,316,222,104,4582,1]
[176745,0,54.89,328,5468,2641,1735,787,394,317,222,104,4582,1]
[176999,0,54.88,328,5467,2641,1736,787,394,317,222,104,4579,1]
[177245,0,54.89,328,5464,2640,1735,787,394,317,222,104,4581,1]
[177495,0,54.94,328,5468,2640,1735,787,394,317,222,104,4583,1]
[177745,0,54.97,328,5469,2640,1735,787,394,316,222,104,4584,1]
[177994,0,55.01,328,5463,2639,1735,786,394,316,222,104,4584,1]
[178247,0,55.05,328,5467,2638,1734,786,394,316,222,104,4582,1]
[178494,0,55.09,328,5469,2637,1733,786,394,316,222,104,4579,1]
[178747,0,55.11,328,5467,2636,1733,786,394,316,222,104,4581,1]
[178994,0,55.11,328,5463,2635,1732,785,394,316,222,104,4576,1]
[179242,0,55.09,328,5462,2635,1732,785,394,316,222,104,4574,1]
[179495,0,55.06,327,5469,2635,1732,786,394,316,222,104,4578,1]
[179744,0,55.02,327,5467,2635,1732,785,394,316,222,104,4575,1]
[179995,0,54.97,327,5467,2635,1732,785,394,316,222,104,4577,1]
[180245,0,54.92,327,5466,2635,1732,786,394,316,222,104,4577,1]
[180495,0,54.88,327,5471,2635,1733,786,394,316,222,104,4578,1]
[180745,0,54.87,327,5473,2635,1732,785,394,316,222,104,4578,1]
[180995,0,54.9,327,5468,2636,1733,786,394,316,222,104,4576,1]
