Text,X,1: Assay1: 0.2uM,X,2: Assay1: 0.1uM,X,3: Assay1: neg,X,4: Assay2: 0.2uM,X,5: Assay2: 0.1uM,X,6: Assay2: neg,X,7: Assay3: 0.2uM,X,8: Assay3: 0.1uM,X,9: Assay3: neg
71.38,71.38,20.34943199,71.56,10.4066534,71.57,14.60288429,71.59,11.8379488,71.62,8.876173019,71.66,4.406805515,71.69,16.08300972,71.72,7.162584782,71.75,4.808117867
71.98,71.98,19.80773544,72.18,10.13656807,72.21,14.18631268,72.25,11.49004364,72.29,8.609140396,72.33,4.284733295,72.35,15.49248505,72.39,6.955062389,72.41,4.644846439
72.69,72.69,19.19890213,72.86,9.810025215,72.89,13.74837875,72.94,11.11314583,72.99,8.339055061,73.02,4.17029047,73.04,14.87296867,73.08,6.689555168,73.11,4.483100414
73.35,73.35,18.64042091,73.53,9.523155212,73.56,13.31502247,73.59,10.80186176,73.62,8.107118607,73.65,4.061951637,73.68,14.35263634,73.71,6.46677351,73.75,4.338140011
74.01,74.01,18.13382149,74.19,9.280536652,74.22,12.95490932,74.26,10.51499176,74.29,7.867551804,74.32,3.94750905,74.35,13.88723564,74.38,6.26077652,74.42,4.184023857
74.63,74.63,17.67299843,74.77,9.050126076,74.84,12.54749393,74.89,10.21896744,74.92,7.635614395,74.94,3.845273495,74.96,13.55458927,75,6.106660366,75.03,4.054322243
75.34,75.34,17.10536385,75.54,8.729686737,75.58,12.1248188,75.63,9.872587204,75.67,7.377737045,75.7,3.729305029,75.71,13.09987068,75.74,5.938811302,75.78,3.906309605
76.1,76.1,16.52399445,76.28,8.456549644,76.3,11.71740246,76.34,9.54604435,76.38,7.132066727,76.42,3.620965958,76.44,12.64667702,76.49,5.755702972,76.52,3.7659266
76.76,76.76,16.03265381,76.95,8.213931084,76.98,11.2748909,77.02,9.279010773,77.06,6.918440342,77.1,3.530937672,77.12,12.19501019,77.16,5.604638577,77.2,3.64385438
77.46,77.46,15.55199528,77.61,7.989624023,77.63,10.8461132,77.67,9.022659302,77.7,6.715495586,77.74,3.445487261,77.77,11.76012802,77.79,5.429160118,77.82,3.529411793
78.07,78.07,15.08659458,78.23,7.76531601,78.28,10.3883419,78.32,8.747997284,78.33,6.523231983,78.35,3.36156249,78.37,11.28557301,78.42,5.250629425,78.46,3.419546843
78.72,78.72,14.57389164,78.95,7.534904957,78.99,9.78866291,79.04,8.455023766,79.09,6.288242817,79.15,3.25169754,79.17,10.79270649,79.2,5.050736427,79.23,3.303578138
79.51,79.51,13.9848938,79.69,7.273975849,79.72,9.051651955,79.74,8.195620537,79.78,6.103608608,79.8,3.169298887,79.84,10.35629845,79.88,4.916456699,79.91,3.201342821
80.18,80.18,13.47066498,80.34,7.087815762,80.38,8.212405205,80.41,7.927062035,80.44,5.902189732,80.47,3.091477871,80.49,9.92446804,80.51,4.766918659,80.52,3.115892172
80.89,80.89,12.92133999,81.04,6.851300716,81.06,7.185473442,81.08,7.669184208,81.1,5.706874371,81.15,3.007553101,81.18,9.294270515,81.23,4.544136524,81.27,3.021286249
81.52,81.52,12.45136166,81.72,6.651407719,81.74,6.105134487,81.77,7.330434322,81.82,5.459678173,81.87,2.92210269,81.91,8.528266907,81.95,4.284733295,81.98,2.931258202
82.24,82.24,12.03631687,82.41,6.457618237,82.43,5.148394108,82.47,6.775005817,82.5,5.116350174,82.53,2.850385189,82.56,7.658503056,82.59,3.97344923,82.61,2.851911306
82.89,82.89,11.65789318,83.06,6.256198883,83.08,4.446478844,83.12,5.804532051,83.15,4.518196583,83.2,2.777142048,83.25,6.295872211,83.28,3.50804925,83.31,2.767986536
83.57,83.57,11.27336502,83.78,6.06393528,83.81,3.976500988,83.87,3.932250023,83.91,3.378347397,83.94,2.697795153,83.96,4.010070801,83.98,2.838178158,84.01,2.69016552
84.21,84.21,10.94377041,84.41,5.899137974,84.44,3.755245209,84.46,3.205920458,84.5,2.948043108,84.54,2.641336679,84.56,2.349889278,84.58,2.314793587,84.61,2.626077652
84.89,84.89,10.56382084,85.05,5.702296257,85.09,3.599603176,85.12,3.08079648,85.14,2.86106658,85.15,2.583352327,85.16,2.156099796,85.18,2.250705719,85.22,2.558938026
85.54,85.54,10.02059937,85.73,5.473411083,85.77,3.479057074,85.8,2.996871948,85.85,2.781719685,85.88,2.505531311,85.91,2.072175264,85.94,2.201876879,85.97,2.49332428
86.28,86.28,8.551156044,86.47,4.875257492,86.53,3.344777584,86.56,2.908369541,86.6,2.696269274,86.64,2.438391685,86.67,2.012665033,86.69,2.15152216,86.71,2.424658537
86.98,86.98,5.510032654,87.09,3.700312853,87.13,3.254749298,87.19,2.847333431,87.26,2.638284922,87.3,2.386511087,87.32,1.965362072,87.36,2.113374472,87.38,2.365148306
87.6,87.6,3.288319111,87.79,2.990768194,87.84,3.160143375,87.89,2.777142048,87.92,2.574197054,87.97,2.330052614,87.98,1.924162626,88.01,2.079804659,88.02,2.316319466
88.26,88.26,3.088426113,88.44,2.903791904,88.48,3.077744722,88.5,2.725261211,88.51,2.520790339,88.52,2.285801411,88.54,1.886015058,88.58,2.044708967,88.63,2.259861231
88.89,88.89,3.007553101,89.08,2.842755795,89.14,2.99382019,89.19,2.655069828,89.22,2.45822835,89.26,2.230869055,89.27,1.843289852,89.29,2.011139154,89.31,2.211032391
89.6,89.6,2.937361717,89.71,2.783245564,89.74,2.929732323,89.79,2.606240988,89.85,2.403295994,89.9,2.189669609,89.94,1.805142283,89.98,1.974517465,90.01,2.157625675
90.28,90.28,2.858014822,90.43,2.71305418,90.47,2.847333431,90.51,2.549782515,90.55,2.345311642,90.61,2.140840769,90.64,1.771572471,90.67,1.940947533,90.7,2.105745077
91.01,91.01,2.783245564,91.17,2.644388437,91.21,2.764934778,91.27,2.485694647,91.3,2.294956923,91.32,2.092011929,91.34,1.730373025,91.37,1.915007234,91.38,2.063019753
91.69,91.69,2.719157696,91.83,2.595559597,91.85,2.708476305,91.9,2.441443443,91.94,2.24917984,91.97,2.049286604,92,1.696803212,92.03,1.884489179,92.06,2.014190912
92.32,92.32,2.656595707,92.49,2.536049366,92.54,2.639810801,92.59,2.386511087,92.61,2.200351,92.62,2.015716791,92.64,1.672388792,92.67,1.863126516,92.7,1.972991586
93,93,2.601663351,93.09,2.487220526,93.13,2.584878206,93.2,2.3483634,93.25,2.156099796,93.28,1.980621099,93.28,1.640344858,93.31,1.835660338,93.33,1.936369896
93.66,93.66,2.536049366,93.83,2.433814049,93.86,2.523842335,93.89,2.301060438,93.94,2.113374472,93.98,1.945525289,94.02,1.615930438,94.05,1.806668162,94.08,1.892118692
94.33,94.33,2.479591131,94.52,2.380407333,94.55,2.45822835,94.59,2.24917984,94.62,2.069123268,94.64,1.908903599,94.66,1.589990139,94.67,1.782253742,94.7,1.857023001
95,95,2.409399509,95.46,2.302586317,95.6,2.357518911,95.85,2.162203312,95.96,1.979095101,96,1.834134459,96,1.54116118,95.98,1.727321267,96,1.783779621
