timeSinceBootSeconds,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQStg1Liquid,dataQStg1Slug
6054.1,58.92,58.92,50.0,60.0,,,,,23.49,
6054.25,58.92,58.92,50.0,60.0,,,,,,
6054.4,58.91,58.91,50.0,60.0,,,,,,
6054.55,58.9,58.9,50.0,60.0,,,,,,
6054.7,58.9,58.9,50.0,60.0,,,,,,
6054.85,58.9,58.9,50.0,60.0,,,,,,
6055.0,58.92,58.92,50.0,60.0,,,,,23.67,
6055.15,58.91,58.91,50.0,60.0,,,,,,
6055.3,58.89,58.89,50.0,60.0,,,,,,
6055.45,58.88,58.88,50.0,60.0,,,,,,
6055.6,58.88,58.88,50.0,60.0,,,,,,
6055.75,58.88,58.88,50.0,60.0,,,,,,
6055.902,58.88,58.88,50.0,60.0,,,,,,
6056.05,58.88,58.88,50.0,60.0,,,,,23.77,
6056.2,58.88,58.88,50.0,60.0,,,,,,
6056.35,58.88,58.88,50.0,60.0,,,,,,
6056.5,58.88,58.88,50.0,60.0,,,,,,
6056.65,58.89,58.89,50.0,60.0,,,,,,
6056.8,58.88,58.88,50.0,60.0,,,,,,
6056.95,58.87,58.87,50.0,60.0,,,,,,
6057.1,58.88,58.88,50.0,60.0,,,,,23.79,
6057.25,58.88,58.88,50.0,60.0,,,,,,
6057.4,58.88,58.88,50.0,60.0,,,,,,
6057.55,58.88,58.88,50.0,60.0,,,,,,
6057.7,58.88,58.88,50.0,60.0,,,,,,
6057.85,58.88,58.88,50.0,60.0,,,,,,
6058.0,58.86,58.86,50.0,60.0,,,,,,
6058.151,58.86,58.86,50.0,60.0,,,,,24.0,
6058.3,58.85,58.85,50.0,60.0,,,,,,
6058.45,58.87,58.87,50.0,60.0,,,,,,
6058.6,58.88,58.88,50.0,60.0,,,,,,
6058.75,58.89,58.89,50.0,60.0,,,,,,
6058.9,58.88,58.88,50.0,60.0,,,,,,
6059.05,58.89,58.89,50.0,60.0,,,,,24.13,
6059.2,58.89,58.89,50.0,60.0,,,,,,
6059.35,58.88,58.88,50.0,60.0,,,,,,
6059.5,58.9,58.9,50.0,60.0,,,,,,
6059.65,58.9,58.9,50.0,60.0,,,,,,
6059.8,58.9,58.9,50.0,60.0,,,,,,
6059.951,58.91,58.91,50.0,60.0,,,,,,
6060.1,58.9,58.9,50.0,60.0,,,,,24.26,
6060.25,58.9,58.9,50.0,60.0,,,,,,
6060.401,58.9,58.9,50.0,60.0,,,,,,
6060.55,58.9,58.9,50.0,60.0,,,,,,
6060.7,58.9,58.9,50.0,60.0,,,,,,
6060.85,58.89,58.89,50.0,60.0,,,,,,
6061.0,58.89,58.89,50.0,60.0,,,,,,
6061.15,58.9,58.9,50.0,60.0,,,,,24.42,
6061.3,58.88,58.88,50.0,60.0,,,,,,
6061.45,58.88,58.88,50.0,60.0,,,,,,
6061.6,58.88,58.88,50.0,60.0,,,,,,
6061.75,58.87,58.87,50.0,60.0,,,,,,
6061.9,58.88,58.88,50.0,60.0,,,,,,
6062.05,58.87,58.87,50.0,60.0,,,,,24.62,
6062.2,58.87,58.87,50.0,60.0,,,,,,
6062.35,58.87,58.87,50.0,60.0,,,,,,
6062.5,58.88,58.88,50.0,60.0,,,,,,
6062.651,58.88,58.88,50.0,60.0,,,,,,
6062.8,58.89,58.89,50.0,60.0,,,,,,
6062.95,58.88,58.88,50.0,60.0,,,,,,
6063.103,58.87,58.87,60.0,60.0,,,,,,
6063.147,,,,,,,,,24.8,
6063.25,58.84,58.84,60.0,60.0,,,,,,
6063.399,58.68,58.68,60.0,60.0,,,,,,
6063.549,58.52,58.52,60.0,60.0,,,,,,
6063.699,58.47,58.47,60.0,60.0,,,,,,
6063.849,58.51,58.51,60.0,60.0,,,,,,
6063.999,58.6,58.6,60.0,60.0,,,,,,
6064.149,58.74,58.74,60.0,60.0,,,,,24.97,
6064.299,58.9,58.9,60.0,60.0,,,,,,
6064.449,59.08,59.08,60.0,60.0,,,,,,
6064.599,59.27,59.27,60.0,60.0,,,,,,
6064.749,59.43,59.43,60.0,60.0,,,,,,
6064.9,59.6,59.6,60.0,60.0,,,,,,
6065.049,59.77,59.77,60.0,60.0,,,,,,
6065.199,59.93,59.93,60.0,60.0,,,,,25.1,
6065.349,60.07,60.07,60.0,60.0,,,,,,
6065.499,60.21,60.21,60.0,60.0,,,,,,
6065.649,60.34,60.34,60.0,60.0,,,,,,
6065.799,60.46,60.46,60.0,60.0,,,,,,
6065.95,60.54,60.54,60.0,60.0,,,,,,
6066.099,60.62,60.62,60.0,60.0,,,,,25.3,
6066.249,60.67,60.67,60.0,60.0,,,,,,
6066.399,60.7,60.7,60.0,60.0,,,,,,
6066.549,60.72,60.72,60.0,60.0,,,,,,
6066.699,60.74,60.74,60.0,60.0,,,,,,
6066.849,60.73,60.73,60.0,60.0,,,,,,
6066.999,60.72,60.72,60.0,60.0,,,,,,
6067.15,60.71,60.71,60.0,60.0,,,,,25.51,
6067.299,60.68,60.68,60.0,60.0,,,,,,
6067.449,60.65,60.65,60.0,60.0,,,,,,
6067.599,60.62,60.62,60.0,60.0,,,,,,
6067.749,60.58,60.58,60.0,60.0,,,,,,
6067.899,60.52,60.52,60.0,60.0,,,,,,
6068.049,60.47,60.47,60.0,60.0,,,,,,
6068.199,60.41,60.41,60.0,60.0,,,,,,
6068.219,,,,,,,,,25.66,
6068.349,60.37,60.37,60.0,60.0,,,,,,
6068.499,60.32,60.32,60.0,60.0,,,,,,
6068.649,60.28,60.28,60.0,60.0,,,,,,
6068.799,60.23,60.23,60.0,60.0,,,,,,
6068.949,60.17,60.17,60.0,60.0,,,,,,
6069.099,60.12,60.12,60.0,60.0,,,,,,
6069.249,60.07,60.07,60.0,60.0,,,,,25.94,
6069.4,60.04,60.04,60.0,60.0,,,,,,
6069.549,60.0,60.0,60.0,60.0,,,,,,
6069.699,59.95,59.95,60.0,60.0,,,,,,
6069.849,59.91,59.91,60.0,60.0,,,,,,
6069.999,59.89,59.89,60.0,60.0,,,,,,
6070.149,59.86,59.86,60.0,60.0,,,,,26.12,
6070.299,59.84,59.84,60.0,60.0,,,,,,
6070.449,59.81,59.81,60.0,60.0,,,,,,
6070.599,59.79,59.79,60.0,60.0,,,,,,
6070.749,59.79,59.79,60.0,60.0,,,,,,
6070.899,59.77,59.77,60.0,60.0,,,,,,
6071.049,59.76,59.76,60.0,60.0,,,,,,
6071.199,59.76,59.76,60.0,60.0,,,,,26.3,
6071.349,59.75,59.75,60.0,60.0,,,,,,
6071.499,59.76,59.76,60.0,60.0,,,,,,
6071.649,59.77,59.77,60.0,60.0,,,,,,
6071.8,59.79,59.79,60.0,60.0,,,,,,
6071.949,59.79,59.79,60.0,60.0,,,,,,
6072.099,59.81,59.81,60.0,60.0,,,,,,
6072.249,59.82,59.82,60.0,60.0,,,,,26.4,
6072.4,59.84,59.84,60.0,60.0,,,,,,
6072.55,59.84,59.84,60.0,60.0,,,,,,
6072.699,59.86,59.86,60.0,60.0,,,,,,
6072.849,59.88,59.88,60.0,60.0,,,,,,
6073.0,59.9,59.9,60.0,60.0,,,,,,
6073.149,59.92,59.92,60.0,60.0,,,,,26.57,
6073.299,59.94,59.94,60.0,60.0,,,,,,
6073.449,59.95,59.95,60.0,60.0,,,,,,
6073.599,59.96,59.96,60.0,60.0,,,,,,
6073.749,59.98,59.98,60.0,60.0,,,,,,
6073.899,59.98,59.98,60.0,60.0,,,,,,
6074.049,59.99,59.99,60.0,60.0,,,,,,
6074.199,60.02,60.02,60.0,60.0,,,,,26.71,
6074.349,60.03,60.03,60.0,60.0,,,,,,
6074.499,60.04,60.04,60.0,60.0,,,,,,
6074.649,60.05,60.05,60.0,60.0,,,,,,
6074.799,60.06,60.06,60.0,60.0,,,,,,
6074.95,60.07,60.07,60.0,60.0,,,,,,
6075.099,60.07,60.07,60.0,60.0,,,,,,
6075.249,60.08,60.08,60.0,60.0,,,,,26.91,
6075.399,60.08,60.08,60.0,60.0,,,,,,
6075.549,60.08,60.08,60.0,60.0,,,,,,
6075.699,60.09,60.09,60.0,60.0,,,,,,
6075.849,60.07,60.07,60.0,60.0,,,,,,
6076.0,60.08,60.08,60.0,60.0,,,,,,
6076.149,60.09,60.09,60.0,60.0,,,,,27.12,
6076.299,60.08,60.08,60.0,60.0,,,,,,
6076.449,60.08,60.08,60.0,60.0,,,,,,
6076.599,60.08,60.08,60.0,60.0,,,,,,
6076.749,60.07,60.07,60.0,60.0,,,,,,
6076.899,60.07,60.07,60.0,60.0,,,,,,
6077.049,60.07,60.07,60.0,60.0,,,,,,
6077.2,60.07,60.07,60.0,60.0,,,,,27.16,
6077.349,60.04,60.04,60.0,60.0,,,,,,
6077.499,60.04,60.04,60.0,60.0,,,,,,
6077.649,60.03,60.03,60.0,60.0,,,,,,
6077.799,60.03,60.03,60.0,60.0,,,,,,
6077.949,60.03,60.03,60.0,60.0,,,,,,
6078.099,60.02,60.02,60.0,60.0,,,,,,
6078.249,60.02,60.02,60.0,60.0,,,,,,
6078.301,,,,,,,,,27.3,
6078.399,60.01,60.01,60.0,60.0,,,,,,
6078.549,60.01,60.01,60.0,60.0,,,,,,
6078.699,60.0,60.0,60.0,60.0,,,,,,
6078.849,60.01,60.01,60.0,60.0,,,,,,
6078.999,60.0,60.0,60.0,60.0,,,,,,
6079.149,59.99,59.99,60.0,60.0,,,,,,
6079.299,59.99,59.99,60.0,60.0,,,,,27.46,
6079.45,59.99,59.99,60.0,60.0,,,,,,
6079.599,59.99,59.99,60.0,60.0,,,,,,
6079.749,59.97,59.97,60.0,60.0,,,,,,
6079.899,59.97,59.97,60.0,60.0,,,,,,
6080.049,59.98,59.98,60.0,60.0,,,,,,
6080.199,59.98,59.98,60.0,60.0,,,,,27.59,
6080.349,59.98,59.98,60.0,60.0,,,,,,
6080.499,59.97,59.97,60.0,60.0,,,,,,
6080.649,59.96,59.96,60.0,60.0,,,,,,
6080.799,59.97,59.97,60.0,60.0,,,,,,
6080.949,59.98,59.98,60.0,60.0,,,,,,
6081.099,59.98,59.98,60.0,60.0,,,,,,
6081.249,59.99,59.99,60.0,60.0,,,,,27.71,
6081.399,59.98,59.98,60.0,60.0,,,,,,
6081.549,60.0,60.0,60.0,60.0,,,,,,
6081.699,59.99,59.99,60.0,60.0,,,,,,
6081.849,59.99,59.99,60.0,60.0,,,,,,
6081.999,59.99,59.99,60.0,60.0,,,,,,
6082.149,59.99,59.99,60.0,60.0,,,,,,
6082.299,59.99,59.99,60.0,60.0,,,,,27.9,
6082.449,59.99,59.99,60.0,60.0,,,,,,
6082.599,59.99,59.99,60.0,60.0,,,,,,
6082.75,60.0,60.0,60.0,60.0,,,,,,
6082.899,59.99,59.99,60.0,60.0,,,,,,
6083.049,59.99,59.99,60.0,60.0,,,,,,
6083.199,59.99,59.99,60.0,60.0,,,,,28.06,
6083.349,60.0,60.0,60.0,60.0,,,,,,
6083.499,60.01,60.01,60.0,60.0,,,,,,
6083.649,60.01,60.01,60.0,60.0,,,,,,
6083.799,60.0,60.0,60.0,60.0,,,,,,
6083.949,60.0,60.0,60.0,60.0,,,,,,
6084.099,60.01,60.01,60.0,60.0,,,,,,
6084.249,60.01,60.01,60.0,60.0,,,,,28.24,
6084.399,60.01,60.01,60.0,60.0,,,,,,
6084.549,60.01,60.01,60.0,60.0,,,,,,
6084.699,60.01,60.01,60.0,60.0,,,,,,
6084.849,60.02,60.02,60.0,60.0,,,,,,
6085.0,60.01,60.01,60.0,60.0,,,,,,
6085.149,60.0,60.0,60.0,60.0,,,,,,
6085.299,60.0,60.0,60.0,60.0,,,,,28.29,
6085.449,59.99,59.99,60.0,60.0,,,,,,
6085.599,60.0,60.0,60.0,60.0,,,,,,
6085.749,60.01,60.01,60.0,60.0,,,,,,
6085.899,60.01,60.01,60.0,60.0,,,,,,
6086.049,60.0,60.0,60.0,60.0,,,,,,
6086.199,60.0,60.0,60.0,60.0,,,,,,
6086.349,59.99,59.99,60.0,60.0,,,,,28.44,
6086.499,60.0,60.0,60.0,60.0,,,,,,
6086.649,60.01,60.01,60.0,60.0,,,,,,
6086.799,60.0,60.0,60.0,60.0,,,,,,
6086.949,60.0,60.0,60.0,60.0,,,,,,
6087.099,59.99,59.99,60.0,60.0,,,,,,
6087.25,59.99,59.99,60.0,60.0,,,,,28.56,
6087.399,60.0,60.0,60.0,60.0,,,,,,
6087.549,60.0,60.0,60.0,60.0,,,,,,
6087.699,59.99,59.99,60.0,60.0,,,,,,
6087.849,59.99,59.99,60.0,60.0,,,,,,
6087.999,60.0,60.0,60.0,60.0,,,,,,
6088.149,60.0,60.0,60.0,60.0,,,,,,
6088.299,60.01,60.01,60.0,60.0,,,,,,
6088.319,,,,,,,,,28.68,
6088.449,60.01,60.01,60.0,60.0,,,,,,
6088.599,60.0,60.0,60.0,60.0,,,,,,
6088.749,60.0,60.0,60.0,60.0,,,,,,
6088.899,60.0,60.0,60.0,60.0,,,,,,
6089.049,60.0,60.0,60.0,60.0,,,,,,
6089.199,60.01,60.01,60.0,60.0,,,,,,
6089.35,60.0,60.0,60.0,60.0,,,,,28.87,
6089.499,60.01,60.01,60.0,60.0,,,,,,
6089.649,60.01,60.01,60.0,60.0,,,,,,
6089.799,60.01,60.01,60.0,60.0,,,,,,
6089.949,60.02,60.02,60.0,60.0,,,,,,
6090.099,60.02,60.02,60.0,60.0,,,,,,
6090.249,60.02,60.02,60.0,60.0,,,,,29.0,
6090.399,60.01,60.01,60.0,60.0,,,,,,
6090.549,60.01,60.01,60.0,60.0,,,,,,
6090.699,60.03,60.03,60.0,60.0,,,,,,
6090.849,60.02,60.02,60.0,60.0,,,,,,
6090.999,60.02,60.02,60.0,60.0,,,,,,
6091.149,60.01,60.01,60.0,60.0,,,,,,
6091.299,60.02,60.02,60.0,60.0,,,,,29.01,
6091.449,60.02,60.02,60.0,60.0,,,,,,
6091.599,60.02,60.02,60.0,60.0,,,,,,
6091.749,60.02,60.02,60.0,60.0,,,,,,
6091.899,60.02,60.02,60.0,60.0,,,,,,
6092.049,60.01,60.01,60.0,60.0,,,,,,
6092.199,60.0,60.0,60.0,60.0,,,,,,
6092.349,60.01,60.01,60.0,60.0,,,,,29.24,
6092.499,60.02,60.02,60.0,60.0,,,,,,
6092.649,60.02,60.02,60.0,60.0,,,,,,
6092.8,60.02,60.02,60.0,60.0,,,,,,
6092.949,60.03,60.03,60.0,60.0,,,,,,
6093.099,60.02,60.02,60.0,60.0,,,,,,
6093.249,60.02,60.02,60.0,60.0,,,,,29.34,
6093.399,60.02,60.02,60.0,60.0,,,,,,
6093.55,60.02,60.02,60.0,60.0,,,,,,
6093.699,60.02,60.02,60.0,60.0,,,,,,
6093.85,60.0,60.0,60.0,60.0,,,,,,
6093.999,60.0,60.0,60.0,60.0,,,,,,
6094.149,60.0,60.0,60.0,60.0,,,,,,
6094.299,60.01,60.01,60.0,60.0,,,,,29.5,
6094.449,60.01,60.01,60.0,60.0,,,,,,
6094.599,60.01,60.01,60.0,60.0,,,,,,
6094.749,60.0,60.0,60.0,60.0,,,,,,
6094.899,60.0,60.0,60.0,60.0,,,,,,
6095.049,60.0,60.0,60.0,60.0,,,,,,
6095.199,60.0,60.0,60.0,60.0,,,,,,
6095.349,60.0,60.0,60.0,60.0,,,,,29.66,
6095.499,60.0,60.0,60.0,60.0,,,,,,
6095.649,60.0,60.0,60.0,60.0,,,,,,
6095.799,59.99,59.99,60.0,60.0,,,,,,
6095.949,60.0,60.0,60.0,60.0,,,,,,
6096.104,60.0,60.0,60.0,60.0,,,,,,
6096.249,60.01,60.01,60.0,60.0,,,,,,
6096.399,60.0,60.0,60.0,60.0,,,,,29.83,
6096.549,60.0,60.0,60.0,60.0,,,,,,
6096.699,59.99,59.99,60.0,60.0,,,,,,
6096.849,59.99,59.99,60.0,60.0,,,,,,
6096.999,59.99,59.99,60.0,60.0,,,,,,
6097.149,59.98,59.98,60.0,60.0,,,,,,
6097.3,59.98,59.98,60.0,60.0,,,,,29.87,
6097.449,59.99,59.99,60.0,60.0,,,,,,
6097.599,59.97,59.97,60.0,60.0,,,,,,
6097.749,59.98,59.98,60.0,60.0,,,,,,
6097.899,59.98,59.98,60.0,60.0,,,,,,
6098.049,59.97,59.97,60.0,60.0,,,,,,
6098.199,59.97,59.97,60.0,60.0,,,,,,
6098.35,59.98,59.98,60.0,60.0,,,,,,
6098.393,,,,,,,,,30.03,
6098.499,59.98,59.98,60.0,60.0,,,,,,
6098.649,59.98,59.98,60.0,60.0,,,,,,
6098.799,59.98,59.98,60.0,60.0,,,,,,
6098.949,59.98,59.98,60.0,60.0,,,,,,
6099.1,59.98,59.98,60.0,60.0,,,,,,
6099.249,59.99,59.99,60.0,60.0,,,,,,
6099.399,60.0,60.0,60.0,60.0,,,,,30.2,
6099.55,60.0,60.0,60.0,60.0,,,,,,
6099.699,60.0,60.0,60.0,60.0,,,,,,
6099.849,60.01,60.01,60.0,60.0,,,,,,
6099.999,60.01,60.01,60.0,60.0,,,,,,
6100.149,60.0,60.0,60.0,60.0,,,,,,
6100.299,60.01,60.01,60.0,60.0,,,,,30.32,
6100.449,60.01,60.01,60.0,60.0,,,,,,
6100.599,60.01,60.01,60.0,60.0,,,,,,
6100.749,60.01,60.01,60.0,60.0,,,,,,
6100.899,60.02,60.02,60.0,60.0,,,,,,
6101.05,60.01,60.01,60.0,60.0,,,,,,
6101.199,60.01,60.01,60.0,60.0,,,,,,
6101.35,60.02,60.02,60.0,60.0,,,,,30.4,
6101.499,60.01,60.01,60.0,60.0,,,,,,
6101.649,60.0,60.0,60.0,60.0,,,,,,
6101.799,60.01,60.01,60.0,60.0,,,,,,
6101.949,60.01,60.01,60.0,60.0,,,,,,
6102.1,60.01,60.01,60.0,60.0,,,,,,
6102.249,60.01,60.01,60.0,60.0,,,,,,
6102.399,60.0,60.0,60.0,60.0,,,,,30.68,
6102.549,60.0,60.0,60.0,60.0,,,,,,
6102.699,60.0,60.0,60.0,60.0,,,,,,
6102.85,60.0,60.0,60.0,60.0,,,,,,
6102.999,60.0,60.0,60.0,60.0,,,,,,
6103.149,60.0,60.0,60.0,60.0,,,,,,
6103.299,60.0,60.0,60.0,60.0,,,,,,
6103.449,60.01,60.01,60.0,60.0,,,,,30.7,
6103.599,60.01,60.01,60.0,60.0,,,,,,
6103.749,60.02,60.02,60.0,60.0,,,,,,
6103.899,60.02,60.02,60.0,60.0,,,,,,
6104.049,60.02,60.02,60.0,60.0,,,,,,
6104.199,60.01,60.01,60.0,60.0,,,,,,
6104.349,60.01,60.01,60.0,60.0,,,,,30.85,
6104.499,60.01,60.01,60.0,60.0,,,,,,
6104.649,60.0,60.0,60.0,60.0,,,,,,
6104.799,60.0,60.0,60.0,60.0,,,,,,
6104.95,59.99,59.99,60.0,60.0,,,,,,
6105.1,60.0,60.0,60.0,60.0,,,,,,
6105.249,60.0,60.0,60.0,60.0,,,,,,
6105.399,60.0,60.0,60.0,60.0,,,,,30.92,
6105.549,60.01,60.01,60.0,60.0,,,,,,
6105.699,59.99,59.99,60.0,60.0,,,,,,
6105.849,60.0,60.0,60.0,60.0,,,,,,
6105.999,60.0,60.0,60.0,60.0,,,,,,
6106.149,60.0,60.0,60.0,60.0,,,,,,
6106.299,59.99,59.99,60.0,60.0,,,,,,
6106.449,60.0,60.0,60.0,60.0,,,,,31.1,
6106.599,60.01,60.01,60.0,60.0,,,,,,
6106.749,60.01,60.01,60.0,60.0,,,,,,
6106.899,60.01,60.01,60.0,60.0,,,,,,
6107.049,60.01,60.01,60.0,60.0,,,,,,
6107.199,60.0,60.0,60.0,60.0,,,,,,
6107.35,60.01,60.01,60.0,60.0,,,,,31.2,
6107.499,60.01,60.01,60.0,60.0,,,,,,
6107.649,60.01,60.01,60.0,60.0,,,,,,
6107.799,60.01,60.01,60.0,60.0,,,,,,
6107.949,60.03,60.03,60.0,60.0,,,,,,
6108.099,60.02,60.02,60.0,60.0,,,,,,
6108.249,60.01,60.01,60.0,60.0,,,,,,
6108.399,60.02,60.02,60.0,60.0,,,,,,
6108.43,,,,,,,,,31.32,
6108.549,60.01,60.01,60.0,60.0,,,,,,
6108.699,60.02,60.02,60.0,60.0,,,,,,
6108.849,60.01,60.01,60.0,60.0,,,,,,
6108.999,60.02,60.02,60.0,60.0,,,,,,
6109.149,60.02,60.02,60.0,60.0,,,,,,
6109.299,60.02,60.02,60.0,60.0,,,,,,
6109.449,60.01,60.01,60.0,60.0,,,,,31.41,
6109.599,60.01,60.01,60.0,60.0,,,,,,
6109.749,60.0,60.0,60.0,60.0,,,,,,
6109.899,59.98,59.98,60.0,60.0,,,,,,
6110.049,59.98,59.98,60.0,60.0,,,,,,
6110.199,59.99,59.99,60.0,60.0,,,,,,
6110.349,60.0,60.0,60.0,60.0,,,,,,
6110.499,60.01,60.01,60.0,60.0,,,,,31.57,
6110.649,60.01,60.01,60.0,60.0,,,,,,
6110.799,60.01,60.01,60.0,60.0,,,,,,
6110.949,60.0,60.0,60.0,60.0,,,,,,
6111.1,59.99,59.99,60.0,60.0,,,,,,
6111.249,60.0,60.0,60.0,60.0,,,,,,
6111.399,59.99,59.99,60.0,60.0,,,,,31.8,
6111.549,59.98,59.98,60.0,60.0,,,,,,
6111.699,59.98,59.98,60.0,60.0,,,,,,
6111.849,60.0,60.0,60.0,60.0,,,,,,
6111.999,59.98,59.98,60.0,60.0,,,,,,
6112.149,59.97,59.97,60.0,60.0,,,,,,
6112.299,59.98,59.98,60.0,60.0,,,,,,
6112.449,59.99,59.99,60.0,60.0,,,,,31.83,
