timeSinceBootSeconds,stage1TempC,stage1FilteredTempC,stage1SetTempC,dataQLiquidStg1
564.445,0,0,0,0
564.531,105.13,105.01,105,0
564.547,0,0,0,0
564.63,105.13,105.02,105,0
564.645,0,0,0,0
564.73,104.96,105.03,105,89.93
564.745,0,0,0,0
564.83,105.13,105.03,105,0
564.845,0,0,0,0
564.93,105.13,105.04,105,0
564.945,0,0,0,0
565.03,104.96,105.04,105,0
565.045,0,0,0,0
565.13,104.96,105.04,105,0
565.145,0,0,0,0
565.23,104.96,105.03,105,0
565.245,0,0,0,0
565.33,104.96,105.02,105,0
565.345,0,0,0,0
565.431,105.13,105.02,105,0
565.446,0,0,0,0
565.53,105.13,105.03,105,0
565.545,0,0,0,0
565.63,104.96,105.03,105,0
565.645,0,0,0,0
565.73,105.13,105.03,105,90
565.745,0,0,0,0
565.83,104.96,105.03,105,0
565.845,0,0,0,0
565.93,105.13,105.02,105,0
565.945,0,0,0,0
566.03,104.96,105.02,105,0
566.045,0,0,0,0
566.13,104.96,105.01,105,0
566.145,0,0,0,0
566.23,104.96,105,105,0
566.245,0,0,0,0
566.33,104.96,104.99,105,0
566.345,0,0,0,0
566.43,105.13,104.98,105,0
566.445,0,0,0,0
566.53,104.96,104.98,105,0
566.545,0,0,0,0
566.63,104.96,104.98,105,0
566.645,0,0,0,0
566.73,105.13,104.98,105,89.8
566.745,0,0,0,0
566.83,104.96,104.98,105,0
566.845,0,0,0,0
566.93,104.96,104.99,105,0
566.945,0,0,0,0
567.03,104.96,104.98,105,0
567.045,0,0,0,0
567.13,104.96,104.98,105,0
567.145,0,0,0,0
567.23,105.13,104.99,105,0
567.245,0,0,0,0
567.33,104.96,105,105,0
567.345,0,0,0,0
567.43,104.96,105.01,105,0
567.445,0,0,0,0
567.53,105.13,105.01,105,0
567.545,0,0,0,0
567.611,0,0,0,89.84
567.63,104.96,105.01,105,0
567.655,0,0,0,0
567.731,104.96,105.01,105,0
567.747,0,0,0,0
567.836,104.96,105.01,105,0
567.851,0,0,0,0
567.936,105.13,105.01,105,0
567.951,0,0,0,0
568.037,105.13,105.02,105,0
568.052,0,0,0,0
568.137,104.96,105.03,105,0
568.152,0,0,0,0
568.237,104.96,105.02,105,0
568.252,0,0,0,0
568.337,104.96,105.02,105,0
568.352,0,0,0,0
568.437,104.96,105,105,0
568.452,0,0,0,0
568.537,104.96,104.99,105,0
568.552,0,0,0,0
568.638,104.96,104.98,105,0
568.653,0,0,0,0
568.737,104.96,104.98,105,89.93
568.752,0,0,0,0
568.837,104.96,104.97,105,0
568.852,0,0,0,0
568.937,104.96,104.96,105,0
568.952,0,0,0,0
569.037,104.96,104.97,105,0
569.052,0,0,0,0
569.137,104.96,104.97,105,0
569.152,0,0,0,0
569.237,104.96,104.98,105,0
569.252,0,0,0,0
569.337,104.96,104.99,105,0
569.352,0,0,0,0
569.437,105.13,105,105,0
569.452,0,0,0,0
569.537,104.96,105.01,105,0
569.552,0,0,0,0
569.637,104.96,105.01,105,0
569.652,0,0,0,0
569.737,104.96,105,105,89.53
569.752,0,0,0,0
569.837,104.96,105,105,0
569.852,0,0,0,0
569.937,105.13,104.99,105,0
569.952,0,0,0,0
570.037,105.13,105,105,0
570.052,0,0,0,0
570.137,104.96,105.01,105,0
570.152,0,0,0,0
570.237,104.96,105.01,105,0
570.252,0,0,0,0
570.337,104.96,105.01,105,0
570.352,0,0,0,0
570.437,104.96,105,105,0
570.452,0,0,0,0
570.537,104.96,105.01,105,0
570.552,0,0,0,0
570.637,104.96,105.01,105,0
570.652,0,0,0,0
570.738,105.13,105.02,105,89.76
570.753,0,0,0,0
570.837,105.13,105.02,105,0
570.852,0,0,0,0
570.937,104.96,105.03,105,0
570.952,0,0,0,0
571.037,104.96,105.02,105,0
571.052,0,0,0,0
571.137,104.96,105.01,105,0
571.152,0,0,0,0
571.237,104.96,105,105,0
571.252,0,0,0,0
571.337,104.96,105,105,0
571.352,0,0,0,0
571.438,104.96,104.99,105,0
571.453,0,0,0,0
571.537,104.96,104.99,105,0
571.552,0,0,0,0
571.637,104.96,104.98,105,0
571.652,0,0,0,0
571.737,104.79,104.98,105,89.89
571.752,0,0,0,0
571.837,104.96,104.96,105,0
571.852,0,0,0,0
571.937,105.13,104.96,105,0
571.952,0,0,0,0
572.037,104.96,104.96,105,0
572.052,0,0,0,0
572.137,104.96,104.97,105,0
572.152,0,0,0,0
572.237,104.96,104.98,105,0
572.252,0,0,0,0
572.337,105.13,105,105,0
572.352,0,0,0,0
572.437,104.96,105.01,105,0
572.452,0,0,0,0
572.537,104.96,105.03,105,0
572.552,0,0,0,0
572.637,105.13,105.04,105,0
572.652,0,0,0,0
572.737,105.13,105.05,105,89.69
572.752,0,0,0,0
572.837,104.96,105.05,105,0
572.852,0,0,0,0
572.937,104.96,105.04,105,0
572.952,0,0,0,0
573.037,104.96,105.03,105,0
573.053,0,0,0,0
573.137,104.96,105.02,105,0
573.152,0,0,0,0
573.237,104.96,105,105,0
573.252,0,0,0,0
573.337,104.96,104.99,105,0
573.352,0,0,0,0
573.437,104.96,104.98,105,0
573.452,0,0,0,0
573.537,104.79,104.97,105,0
573.552,0,0,0,0
573.637,104.96,104.96,105,0
573.652,0,0,0,0
573.737,104.96,104.95,105,90.06
573.752,0,0,0,0
573.837,104.96,104.96,105,0
573.852,0,0,0,0
573.937,104.96,104.96,105,0
573.952,0,0,0,0
574.037,104.96,104.96,105,0
574.052,0,0,0,0
574.137,104.96,104.96,105,0
574.152,0,0,0,0
574.237,104.96,104.96,105,0
574.252,0,0,0,0
574.337,104.96,104.96,105,0
574.352,0,0,0,0
574.437,104.96,104.96,105,0
574.456,0,0,0,0
574.537,104.79,104.96,105,0
574.552,0,0,0,0
574.637,104.96,104.95,105,0
574.652,0,0,0,0
574.737,104.96,104.94,105,0
574.752,0,0,0,0
574.837,104.96,104.93,105,90.06
574.852,0,0,0,0
574.937,104.79,104.92,105,0
574.952,0,0,0,0
575.037,104.96,104.9,105,0
575.052,0,0,0,0
575.137,104.96,104.88,105,0
575.153,0,0,0,0
575.237,104.96,104.88,105,0
575.252,0,0,0,0
575.337,104.96,104.89,105,0
575.352,0,0,0,0
575.437,104.79,104.89,105,0
575.452,0,0,0,0
575.537,104.96,104.89,105,0
575.552,0,0,0,0
575.637,104.79,104.9,105,0
575.652,0,0,0,0
575.737,104.79,104.9,105,0
575.752,0,0,0,0
575.837,104.96,104.89,105,89.34
575.852,0,0,0,0
575.937,104.96,104.89,105,0
575.952,0,0,0,0
576.037,104.96,104.9,105,0
576.052,0,0,0,0
576.137,104.79,104.9,105,0
576.152,0,0,0,0
576.237,104.79,104.9,105,0
576.252,0,0,0,0
576.337,104.79,104.89,105,0
576.352,0,0,0,0
576.437,104.96,104.88,105,0
576.452,0,0,0,0
576.537,104.79,104.88,105,0
576.552,0,0,0,0
576.637,104.79,104.86,105,0
576.652,0,0,0,0
576.737,104.79,104.85,105,0
576.752,0,0,0,0
576.837,104.79,104.85,105,88.81
576.852,0,0,0,0
576.937,104.96,104.84,105,0
576.952,0,0,0,0
577.037,104.96,104.85,105,0
577.052,0,0,0,0
577.137,104.96,104.87,105,0
577.152,0,0,0,0
577.237,104.96,104.89,105,0
577.252,0,0,0,0
577.337,104.96,104.91,105,0
577.352,0,0,0,0
577.437,104.96,104.93,105,0
577.452,0,0,0,0
577.537,104.96,104.94,105,0
577.552,0,0,0,0
577.638,104.96,104.95,105,0
577.663,0,0,0,0
577.734,0,0,0,88.61
577.745,104.96,104.95,105,0
577.77,0,0,0,0
577.838,104.96,104.95,105,0
577.853,0,0,0,0
577.938,104.96,104.95,105,0
577.953,0,0,0,0
578.038,104.79,104.95,105,0
578.053,0,0,0,0
578.138,104.96,104.94,105,0
578.153,0,0,0,0
578.238,104.96,104.94,105,0
578.253,0,0,0,0
578.338,104.96,104.94,105,0
578.353,0,0,0,0
578.438,104.96,104.95,105,0
578.453,0,0,0,0
578.538,104.96,104.95,105,0
578.553,0,0,0,0
578.638,104.96,104.95,105,0
578.653,0,0,0,0
578.738,104.96,104.95,105,0
578.753,0,0,0,0
578.838,104.96,104.96,105,90
578.853,0,0,0,0
578.938,105.13,104.96,105,0
578.953,0,0,0,0
579.038,104.96,104.97,105,0
579.053,0,0,0,0
579.138,104.96,104.98,105,0
579.153,0,0,0,0
579.238,104.96,104.98,105,0
579.253,0,0,0,0
579.338,104.96,104.98,105,0
579.353,0,0,0,0
579.438,104.96,104.97,105,0
579.453,0,0,0,0
579.538,104.96,104.98,105,0
579.553,0,0,0,0
579.638,104.96,104.98,105,0
579.653,0,0,0,0
579.738,104.96,104.98,105,0
579.753,0,0,0,0
579.838,104.96,104.98,105,90.22
579.853,0,0,0,0
579.938,104.79,104.97,105,0
579.953,0,0,0,0
580.038,104.96,104.96,105,0
580.053,0,0,0,0
580.138,104.96,104.96,105,0
580.153,0,0,0,0
580.239,104.96,104.95,105,0
580.254,0,0,0,0
580.338,104.96,104.95,105,0
580.353,0,0,0,0
580.438,104.96,104.96,105,0
580.453,0,0,0,0
580.538,104.96,104.96,105,0
580.553,0,0,0,0
580.638,104.96,104.97,105,0
580.653,0,0,0,0
580.738,104.96,104.97,105,0
580.753,0,0,0,0
580.838,104.96,104.97,105,90.59
580.853,0,0,0,0
580.938,104.96,104.97,105,0
580.953,0,0,0,0
581.038,105.13,104.97,105,0
581.053,0,0,0,0
581.138,104.96,104.98,105,0
581.153,0,0,0,0
581.238,104.96,104.99,105,0
581.253,0,0,0,0
581.338,105.13,105,105,0
581.353,0,0,0,0
581.438,105.13,105.02,105,0
581.453,0,0,0,0
581.539,104.96,105.04,105,0
581.554,0,0,0,0
581.638,104.96,105.04,105,0
581.653,0,0,0,0
581.738,105.13,105.04,105,0
581.753,0,0,0,0
581.838,105.13,105.05,105,89.93
581.853,0,0,0,0
581.938,104.96,105.06,105,0
581.953,0,0,0,0
582.038,104.96,105.05,105,0
582.053,0,0,0,0
582.138,104.96,105.04,105,0
582.153,0,0,0,0
582.238,104.96,105.02,105,0
582.253,0,0,0,0
582.339,104.96,105.01,105,0
582.354,0,0,0,0
582.438,104.96,104.99,105,0
582.453,0,0,0,0
582.538,104.96,104.98,105,0
582.553,0,0,0,0
582.638,105.13,104.98,105,0
582.653,0,0,0,0
582.738,105.13,104.99,105,0
582.753,0,0,0,0
582.838,104.96,105,105,90.46
582.853,0,0,0,0
582.938,104.96,105,105,0
582.953,0,0,0,0
583.038,104.96,105,105,0
583.053,0,0,0,0
583.138,105.13,105,105,0
583.153,0,0,0,0
583.238,105.13,105.01,105,0
583.253,0,0,0,0
583.338,105.13,105.02,105,0
583.353,0,0,0,0
583.438,105.13,105.03,105,0
583.453,0,0,0,0
583.541,105.13,105.05,105,0
583.556,0,0,0,0
583.638,104.96,105.05,105,0
583.653,0,0,0,0
583.738,104.96,105.05,105,0
583.753,0,0,0,0
583.838,104.96,105.05,105,0
583.853,0,0,0,0
583.938,104.96,105.04,105,90.13
583.953,0,0,0,0
584.038,104.96,105.02,105,0
584.053,0,0,0,0
584.138,104.96,105,105,0
584.153,0,0,0,0
584.238,104.96,105,105,0
584.253,0,0,0,0
584.338,105.13,104.99,105,0
584.353,0,0,0,0
584.438,104.79,104.99,105,0
584.454,0,0,0,0
584.538,104.96,104.98,105,0
584.553,0,0,0,0
584.638,105.13,104.98,105,0
584.653,0,0,0,0
584.738,105.13,104.99,105,0
584.753,0,0,0,0
584.838,104.96,105,105,0
584.853,0,0,0,0
584.938,105.13,105.01,105,87.77
584.953,0,0,0,0
585.038,105.13,105.02,105,0
585.053,0,0,0,0
585.138,105.13,105.03,105,0
585.153,0,0,0,0
585.238,104.96,105.04,105,0
585.253,0,0,0,0
585.338,105.13,105.05,105,0
585.353,0,0,0,0
585.439,104.96,105.05,105,0
585.454,0,0,0,0
585.538,104.96,105.04,105,0
585.553,0,0,0,0
585.638,104.96,105.03,105,0
585.653,0,0,0,0
585.739,104.96,105.01,105,0
585.754,0,0,0,0
585.839,104.96,105,105,0
585.854,0,0,0,0
585.939,104.96,104.98,105,89.67
585.954,0,0,0,0
586.039,104.96,104.97,105,0
586.054,0,0,0,0
586.139,104.96,104.97,105,0
586.154,0,0,0,0
586.239,104.96,104.96,105,0
586.254,0,0,0,0
586.339,104.96,104.96,105,0
586.354,0,0,0,0
586.439,104.96,104.96,105,0
586.454,0,0,0,0
586.539,104.96,104.97,105,0
586.554,0,0,0,0
586.639,105.13,104.98,105,0
586.654,0,0,0,0
586.739,104.96,105,105,0
586.754,0,0,0,0
586.839,104.96,105.01,105,0
586.854,0,0,0,0
586.939,104.96,105.02,105,90
586.954,0,0,0,0
587.039,105.13,105.02,105,0
587.054,0,0,0,0
587.139,105.13,105.03,105,0
587.154,0,0,0,0
587.239,104.96,105.04,105,0
587.254,0,0,0,0
587.339,104.96,105.04,105,0
587.354,0,0,0,0
587.439,104.96,105.03,105,0
587.454,0,0,0,0
587.539,104.96,105.02,105,0
587.554,0,0,0,0
587.639,104.96,105.01,105,0
587.655,0,0,0,0
587.74,104.96,105,105,0
587.76,0,0,0,0
587.841,105.13,105,105,0
587.856,0,0,0,0
587.94,104.96,105,105,90.09
587.955,0,0,0,0
588.04,104.96,104.99,105,0
588.055,0,0,0,0
588.14,105.13,104.99,105,0
588.155,0,0,0,0
588.24,104.96,105,105,0
588.255,0,0,0,0
588.34,105.13,105.01,105,0
588.355,0,0,0,0
588.44,104.96,105.01,105,0
588.455,0,0,0,0
588.54,104.96,105.01,105,0
588.555,0,0,0,0
588.64,104.96,105,105,0
588.655,0,0,0,0
588.741,104.96,104.99,105,0
588.756,0,0,0,0
588.84,104.96,104.99,105,0
588.855,0,0,0,0
588.94,104.96,104.99,105,89.97
588.955,0,0,0,0
589.04,105.13,104.99,105,0
589.055,0,0,0,0
589.14,105.13,105,105,0
589.155,0,0,0,0
589.24,104.96,105.01,105,0
589.255,0,0,0,0
589.34,104.96,105.01,105,0
589.355,0,0,0,0
589.44,105.13,105.01,105,0
589.455,0,0,0,0
589.54,104.96,105.02,105,0
589.555,0,0,0,0
589.641,104.96,105.02,105,0
589.656,0,0,0,0
589.74,104.96,105.01,105,0
589.755,0,0,0,0
589.84,104.96,105.01,105,0
589.855,0,0,0,0
589.94,105.13,105,105,90.17
589.955,0,0,0,0
590.04,104.96,105,105,0
590.055,0,0,0,0
590.14,105.13,105.01,105,0
590.155,0,0,0,0
590.24,104.96,105.02,105,0
590.255,0,0,0,0
590.34,105.13,105.02,105,0
590.355,0,0,0,0
590.44,105.13,105.03,105,0
590.455,0,0,0,0
590.541,104.96,105.04,105,0
590.556,0,0,0,0
590.64,104.96,105.04,105,0
590.655,0,0,0,0
590.74,105.13,105.03,105,0
590.756,0,0,0,0
590.84,104.96,105.03,105,0
590.855,0,0,0,0
590.94,104.96,105.03,105,90.17
590.955,0,0,0,0
591.04,104.96,105.04,105,0
591.055,0,0,0,0
591.14,105.13,105.04,105,0
591.155,0,0,0,0
591.24,105.13,105.04,105,0
591.255,0,0,0,0
591.34,104.96,105.05,105,0
591.355,0,0,0,0
591.441,105.13,105.04,105,0
591.456,0,0,0,0
591.54,105.13,105.04,105,0
591.555,0,0,0,0
591.64,105.13,105.05,105,0
591.655,0,0,0,0
591.74,104.96,105.05,105,0
591.755,0,0,0,0
591.84,105.13,105.05,105,0
591.855,0,0,0,0
591.94,104.96,105.06,105,90.17
591.955,0,0,0,0
592.04,104.96,105.06,105,0
592.055,0,0,0,0
592.14,104.96,105.05,105,0
592.155,0,0,0,0
592.24,104.96,105.03,105,0
592.255,0,0,0,0
592.34,105.13,105.02,105,0
592.355,0,0,0,0
592.44,104.96,105.02,105,0
592.455,0,0,0,0
592.54,105.13,105.01,105,0
592.555,0,0,0,0
592.64,104.96,105.02,105,0
592.655,0,0,0,0
592.74,104.96,105.02,105,0
592.755,0,0,0,0
592.84,104.96,105.03,105,0
592.856,0,0,0,0
592.94,104.96,105.02,105,90.13
592.955,0,0,0,0
593.04,104.96,105.01,105,0
593.055,0,0,0,0
593.14,104.96,105,105,0
593.155,0,0,0,0
593.24,105.13,105.01,105,0
593.255,0,0,0,0
593.34,104.96,105.02,105,0
593.355,0,0,0,0
593.44,105.13,105.03,105,0
593.455,0,0,0,0
593.54,104.96,105.03,105,0
593.555,0,0,0,0
593.64,104.96,105.03,105,0
593.655,0,0,0,0
593.74,105.13,105.02,105,0
593.755,0,0,0,0
593.84,105.13,105.02,105,0
593.855,0,0,0,0
593.94,104.96,105.02,105,0
593.955,0,0,0,0
594.04,104.96,105.01,105,90.04
594.056,0,0,0,0
594.14,105.13,105.01,105,0
594.155,0,0,0,0
594.24,104.96,105.01,105,0
594.256,0,0,0,0
594.34,104.96,105.02,105,0
594.355,0,0,0,0
594.44,104.96,105.02,105,0
594.455,0,0,0,0
594.54,105.13,105.01,105,0
594.555,0,0,0,0
594.64,105.13,105.02,105,0
594.658,0,0,0,0
594.74,104.96,105.02,105,0
594.755,0,0,0,0
594.84,105.13,105.03,105,0
594.855,0,0,0,0
594.94,104.96,105.03,105,0
594.955,0,0,0,0
595.04,104.96,105.04,105,90.26
595.055,0,0,0,0
595.14,105.13,105.03,105,0
595.155,0,0,0,0
595.24,104.96,105.04,105,0
595.255,0,0,0,0
595.34,104.96,105.04,105,0
595.355,0,0,0,0
595.44,104.96,105.04,105,0
595.455,0,0,0,0
595.54,104.96,105.04,105,0
595.555,0,0,0,0
595.64,104.96,105.04,105,0
595.655,0,0,0,0
595.74,104.96,105.03,105,0
595.755,0,0,0,0
595.84,104.96,105.02,105,0
595.855,0,0,0,0
595.94,105.13,105.02,105,0
595.955,0,0,0,0
596.04,105.13,105.01,105,90.53
596.055,0,0,0,0
596.14,104.96,105.02,105,0
596.155,0,0,0,0
596.24,105.13,105.03,105,0
596.255,0,0,0,0
596.34,104.96,105.04,105,0
596.355,0,0,0,0
596.44,104.96,105.03,105,0
596.455,0,0,0,0
596.54,105.13,105.03,105,0
596.555,0,0,0,0
596.64,104.96,105.02,105,0
596.655,0,0,0,0
596.74,104.96,105.01,105,0
596.755,0,0,0,0
596.84,105.13,105.01,105,0
596.855,0,0,0,0
596.94,105.13,105.01,105,0
596.955,0,0,0,0
597.04,105.13,105.03,105,90.06
597.055,0,0,0,0
597.14,104.96,105.04,105,0
597.155,0,0,0,0
597.24,104.96,105.05,105,0
597.255,0,0,0,0
597.34,105.13,105.05,105,0
597.355,0,0,0,0
597.44,105.13,105.04,105,0
597.455,0,0,0,0
597.54,104.96,105.04,105,0
597.555,0,0,0,0
597.64,105.13,105.04,105,0
597.665,0,0,0,0
597.741,104.96,105.04,105,0
597.779,0,0,0,0
597.848,105.13,105.04,45,0
597.864,0,0,0,0
597.947,104.96,105.05,45,0
597.962,0,0,0,0
598.047,104.96,105.05,45,88.46
598.062,0,0,0,0
598.147,104.79,105.04,45,0
598.162,0,0,0,0
598.247,104.79,105.01,45,0
598.263,0,0,0,0
598.347,104.45,104.97,45,0
598.362,0,0,0,0
598.447,103.95,104.88,45,0
598.462,0,0,0,0
598.547,103.61,104.73,45,0
598.562,0,0,0,0
598.647,102.96,104.51,45,0
598.662,0,0,0,0
598.747,102.31,104.2,45,0
598.762,0,0,0,0
598.847,101.67,103.81,45,0
598.862,0,0,0,0
598.947,100.89,103.34,45,0
598.962,0,0,0,0
599.047,100.28,102.8,45,90.33
599.062,0,0,0,0
599.147,99.53,102.2,45,0
599.162,0,0,0,0
599.247,98.79,101.55,45,0
599.262,0,0,0,0
599.347,98.06,100.86,45,0
599.362,0,0,0,0
599.447,97.35,100.14,45,0
599.462,0,0,0,0
599.547,96.51,99.41,45,0
599.562,0,0,0,0
599.647,95.97,98.67,45,0
599.663,0,0,0,0
599.747,95.29,97.93,45,0
599.762,0,0,0,0
599.847,94.37,97.19,45,0
599.862,0,0,0,0
599.948,93.72,96.45,45,0
599.963,0,0,0,0
600.048,93.08,95.72,45,90.04
600.063,0,0,0,0
600.148,92.45,95,45,0
600.163,0,0,0,0
600.248,91.72,94.29,45,0
600.263,0,0,0,0
600.348,90.99,93.59,45,0
600.363,0,0,0,0
600.448,90.52,92.9,45,0
600.463,0,0,0,0
600.548,89.7,92.22,45,0
600.563,0,0,0,0
600.648,89.12,91.54,45,0
600.663,0,0,0,0
600.748,88.44,90.88,45,0
600.763,0,0,0,0
600.848,87.89,90.23,45,0
600.863,0,0,0,0
600.948,87.23,89.59,45,0
600.963,0,0,0,0
601.048,86.69,88.95,45,89.53
601.063,0,0,0,0
601.148,86.06,88.32,45,0
601.163,0,0,0,0
601.249,85.53,87.7,45,0
601.264,0,0,0,0
601.348,84.91,87.1,45,0
601.363,0,0,0,0
601.448,84.3,86.5,45,0
601.463,0,0,0,0
601.548,83.8,85.91,45,0
601.563,0,0,0,0
601.648,83.21,85.33,45,0
601.663,0,0,0,0
601.748,82.73,84.75,45,0
601.763,0,0,0,0
601.848,82.15,84.19,45,0
601.863,0,0,0,0
601.948,81.68,83.63,45,0
601.963,0,0,0,0
602.048,81.12,83.09,45,89.47
602.063,0,0,0,0
602.148,80.66,82.55,45,0
602.163,0,0,0,0
602.248,80.11,82.03,45,0
602.263,0,0,0,0
602.348,79.66,81.51,45,0
602.363,0,0,0,0
602.448,79.13,81,45,0
602.463,0,0,0,0
602.548,78.6,80.49,45,0
602.563,0,0,0,0
602.648,78.17,79.99,45,0
602.663,0,0,0,0
602.748,77.74,79.5,45,0
602.763,0,0,0,0
602.848,77.23,79.01,45,0
602.863,0,0,0,0
602.948,76.82,78.53,45,0
602.963,0,0,0,0
603.048,76.4,78.06,45,88.78
603.063,0,0,0,0
603.147,75.91,77.6,45,0
603.162,0,0,0,0
603.248,75.43,77.14,45,0
603.263,0,0,0,0
603.348,75.11,76.69,45,0
603.363,0,0,0,0
603.448,74.63,76.24,45,0
603.463,0,0,0,0
603.548,74.24,75.81,45,0
603.564,0,0,0,0
603.648,73.85,75.38,45,0
603.663,0,0,0,0
603.748,73.39,74.96,45,0
603.763,0,0,0,0
603.848,73.09,74.54,45,0
603.863,0,0,0,0
603.948,72.64,74.13,45,0
603.963,0,0,0,0
604.048,72.26,73.73,45,88.5
604.063,0,0,0,0
604.148,71.89,73.33,45,0
604.163,0,0,0,0
604.25,71.53,72.94,45,0
604.265,0,0,0,0
604.348,71.17,72.55,45,0
604.363,0,0,0,0
604.448,70.81,72.17,45,0
604.463,0,0,0,0
604.548,70.45,71.8,45,0
604.563,0,0,0,0
604.648,70.1,71.43,45,0
604.663,0,0,0,0
604.748,69.75,71.06,45,0
604.763,0,0,0,0
604.848,69.33,70.7,45,0
604.863,0,0,0,0
604.948,69.06,70.34,45,0
604.963,0,0,0,0
605.048,68.65,69.99,45,88.67
605.063,0,0,0,0
605.148,68.38,69.63,45,0
605.163,0,0,0,0
605.248,68.04,69.29,45,0
605.263,0,0,0,0
605.348,67.71,68.94,45,0
605.363,0,0,0,0
605.448,67.44,68.61,45,0
605.463,0,0,0,0
605.548,67.05,68.28,45,0
605.563,0,0,0,0
605.648,66.79,67.95,45,0
605.663,0,0,0,0
605.748,66.47,67.63,45,0
605.763,0,0,0,0
605.848,66.15,67.32,45,0
605.863,0,0,0,0
605.948,65.83,67,45,0
605.963,0,0,0,0
606.048,65.51,66.69,45,88.41
606.063,0,0,0,0
606.148,65.26,66.38,45,0
606.163,0,0,0,0
606.248,64.95,66.07,45,0
606.263,0,0,0,0
606.348,64.64,65.77,45,0
606.363,0,0,0,0
606.448,64.4,65.47,45,0
606.463,0,0,0,0
606.548,64.15,65.18,45,0
606.563,0,0,0,0
606.648,63.79,64.89,45,0
606.663,0,0,0,0
606.748,63.55,64.6,45,0
606.763,0,0,0,0
606.848,63.25,64.32,45,0
606.863,0,0,0,0
606.948,62.95,64.03,45,0
606.963,0,0,0,0
607.048,62.72,63.75,45,0
607.063,0,0,0,88.1
607.148,62.48,63.47,45,0
607.163,0,0,0,0
607.248,62.25,63.2,45,0
607.263,0,0,0,0
607.348,61.96,62.93,45,0
607.363,0,0,0,0
607.448,61.67,62.67,45,0
607.463,0,0,0,0
607.549,61.44,62.41,45,0
607.564,0,0,0,0
607.648,61.21,62.14,45,0
607.666,0,0,0,0
607.759,60.99,61.89,45,0
607.785,0,0,0,0
607.867,60.65,61.64,45,0
607.882,0,0,0,0
607.967,60.43,61.38,45,0
607.982,0,0,0,0
608.067,60.15,61.13,45,87.71
608.082,0,0,0,0
608.167,59.93,60.87,45,0
608.182,0,0,0,0
608.267,59.71,60.62,45,0
608.282,0,0,0,0
608.367,59.43,60.37,45,0
608.382,0,0,0,0
608.467,59.22,60.12,45,0
608.482,0,0,0,0
608.567,58.95,59.87,45,0
608.582,0,0,0,0
608.667,58.78,59.63,45,0
608.682,0,0,0,0
608.767,58.46,59.39,45,0
608.782,0,0,0,0
608.867,58.3,59.15,45,0
608.882,0,0,0,0
608.967,58.04,58.92,45,0
608.983,0,0,0,0
609.067,57.83,58.69,45,0
609.082,0,0,0,0
609.167,57.67,58.46,45,87.51
609.182,0,0,0,0
609.267,57.41,58.24,45,0
609.282,0,0,0,0
609.367,57.2,58.01,45,0
609.382,0,0,0,0
609.467,56.99,57.79,45,0
609.482,0,0,0,0
609.567,56.79,57.57,45,0
609.582,0,0,0,0
609.667,56.58,57.36,45,0
609.682,0,0,0,0
609.767,56.38,57.15,45,0
609.782,0,0,0,0
609.867,56.18,56.94,45,0
609.882,0,0,0,0
609.967,55.97,56.73,45,0
609.982,0,0,0,0
610.067,55.72,56.53,45,0
610.082,0,0,0,0
610.167,55.47,56.32,45,86.96
610.182,0,0,0,0
610.267,55.37,56.11,45,0
610.282,0,0,0,0
610.367,55.07,55.9,45,0
610.382,0,0,0,0
610.467,54.88,55.69,45,0
610.482,0,0,0,0
610.567,54.73,55.48,45,0
610.582,0,0,0,0
610.667,54.53,55.28,45,0
610.682,0,0,0,0
610.767,54.39,55.08,45,0
610.782,0,0,0,0
610.867,54.14,54.88,45,0
610.882,0,0,0,0
610.967,53.95,54.69,45,0
610.982,0,0,0,0
611.067,53.76,54.49,45,0
611.083,0,0,0,0
611.167,53.56,54.3,45,86.8
611.182,0,0,0,0
611.267,53.37,54.1,45,0
611.282,0,0,0,0
611.367,53.23,53.91,45,0
611.382,0,0,0,0
611.467,52.99,53.71,45,0
611.482,0,0,0,0
611.567,52.85,53.52,45,0
611.582,0,0,0,0
611.667,52.66,53.34,45,0
611.682,0,0,0,0
611.768,52.43,53.15,45,0
611.783,0,0,0,0
611.867,52.29,52.97,45,0
611.882,0,0,0,0
611.967,52.1,52.78,45,0
611.982,0,0,0,0
612.067,51.92,52.6,45,0
612.082,0,0,0,0
612.167,51.73,52.42,45,86.23
612.182,0,0,0,0
612.267,51.55,52.24,45,0
612.282,0,0,0,0
612.367,51.46,52.05,45,0
612.382,0,0,0,0
612.467,51.36,51.88,45,0
612.482,0,0,0,0
612.567,51.36,51.72,45,0
612.582,0,0,0,0
612.668,51.55,51.59,45,0
612.683,0,0,0,0
612.767,51.87,51.52,45,0
612.782,0,0,0,0
612.867,52.38,51.52,45,0
612.882,0,0,0,0
612.967,52.95,51.61,45,0
612.982,0,0,0,0
613.067,53.61,51.82,45,0
613.082,0,0,0,0
613.167,54.34,52.14,45,86.23
613.183,0,0,0,0
613.267,55.02,52.56,45,0
613.282,0,0,0,0
613.367,55.77,53.09,45,0
613.382,0,0,0,0
613.467,56.58,53.7,45,0
613.482,0,0,0,0
613.568,57.31,54.37,45,0
613.583,0,0,0,0
613.667,58.04,55.09,45,0
613.682,0,0,0,0
613.767,58.62,55.83,45,0
613.782,0,0,0,0
613.867,59.11,56.58,45,0
613.882,0,0,0,0
613.967,59.54,57.29,45,0
613.982,0,0,0,0
614.067,59.87,57.96,45,0
614.082,0,0,0,0
