(3837566) TC: TC-1 = 27.85, modeled = 25.64, target = 50.00, heatSink = -89.26, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.232
(3842532) TC: TC-1 = 28.66, modeled = 26.90, target = 50.00, heatSink = -89.46, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.417
(3842683) TC: TC-1 = 28.73, modeled = 26.97, target = 50.00, heatSink = -89.35, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.420
(3842832) TC: TC-1 = 28.80, modeled = 27.03, target = 50.00, heatSink = -89.76, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.421
(3842985) TC: TC-1 = 28.86, modeled = 27.09, target = 50.00, heatSink = -89.96, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.421
(3843142) TC: TC-1 = 28.91, modeled = 27.15, target = 50.00, heatSink = -89.91, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.399
(3843285) TC: TC-1 = 29.01, modeled = 27.22, target = 50.00, heatSink = -89.56, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.439
(3843436) TC: TC-1 = 29.47, modeled = 27.32, target = 50.00, heatSink = -88.85, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.814
(3843586) TC: TC-1 = 31.02, modeled = 27.55, target = 50.00, heatSink = -89.76, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.014
(3843738) TC: TC-1 = 33.57, modeled = 28.02, target = 50.00, heatSink = -89.81, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.723
(3843893) TC: TC-1 = 36.80, modeled = 28.77, target = 50.00, heatSink = -90.07, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 5.579
(3844040) TC: TC-1 = 39.18, modeled = 29.67, target = 50.00, heatSink = -90.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 6.467
(3844189) TC: TC-1 = 43.14, modeled = 30.83, target = 50.00, heatSink = -89.41, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 8.377
(3844339) TC: TC-1 = 47.26, modeled = 32.25, target = 50.00, heatSink = -89.30, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 10.021
(3844490) TC: TC-1 = 51.52, modeled = 33.90, target = 50.00, heatSink = -90.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 11.496
(3844640) TC: TC-1 = 55.67, modeled = 35.74, target = 50.00, heatSink = -89.96, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 12.563
(3844797) TC: TC-1 = 58.23, modeled = 37.62, target = 50.00, heatSink = -89.85, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 11.737
(3844942) TC: TC-1 = 62.03, modeled = 39.54, target = 50.00, heatSink = -89.96, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 13.003
(3845093) TC: TC-1 = 65.62, modeled = 41.53, target = 50.00, heatSink = -89.44, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 13.430
(3845247) TC: TC-1 = 68.85, modeled = 43.56, target = 50.00, heatSink = -89.71, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 13.537
(3845398) TC: TC-1 = 71.80, modeled = 45.58, target = 50.00, heatSink = -90.18, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 13.435
(3845553) TC: TC-1 = 74.52, modeled = 47.58, target = 50.00, heatSink = -90.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 13.196
(3845704) TC: TC-1 = 76.22, modeled = 49.45, target = 50.00, heatSink = -89.91, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 12.308
(3845848) TC: TC-1 = 78.55, modeled = 51.27, target = 50.00, heatSink = -89.09, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 12.019
(3845999) TC: TC-1 = 80.55, modeled = 53.02, target = 50.00, heatSink = -88.95, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 11.559
(3846048) _thermalBrakeCheck: HEATING MAX RAMP: SWITCH to STEADY STATE - THERMAL BRAKE! model: 53.590237, threshold: 50.200001
(3846086) _setThermalControlState: thermalControl-1: changing state 1->3
(3846086) _setTempReachedCallback: Set Temp Reached
(3846140) TC: TC-1 = 82.39, modeled = 54.71, target = 50.00, heatSink = -89.65, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 11.072
(3846294) TC: TC-1 = 84.03, modeled = 56.31, target = 50.00, heatSink = -89.91, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 10.550
(3846444) TC: TC-1 = 85.02, modeled = 57.80, target = 50.00, heatSink = -89.56, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.664
(3846593) TC: TC-1 = 86.41, modeled = 59.20, target = 50.00, heatSink = -89.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 9.236
(3846742) TC: TC-1 = 87.63, modeled = 60.54, target = 50.00, heatSink = -89.44, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 8.767
(3846894) TC: TC-1 = 88.72, modeled = 61.81, target = 50.00, heatSink = -90.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 8.306
(3847043) TC: TC-1 = 89.66, modeled = 63.01, target = 50.00, heatSink = -90.18, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 7.808
(3847201) TC: TC-1 = 90.50, modeled = 64.13, target = 50.00, heatSink = -90.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 7.340
(3847344) TC: TC-1 = 91.05, modeled = 65.16, target = 50.00, heatSink = -89.81, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 6.782
(3847496) TC: TC-1 = 91.80, modeled = 66.14, target = 50.00, heatSink = -89.14, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 6.439
(3847645) TC: TC-1 = 92.44, modeled = 67.07, target = 50.00, heatSink = -89.35, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 6.095
(3847795) TC: TC-1 = 93.03, modeled = 67.95, target = 50.00, heatSink = -90.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 5.772
(3847948) TC: TC-1 = 93.59, modeled = 68.79, target = 50.00, heatSink = -90.18, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 5.487
(3848098) TC: TC-1 = 93.92, modeled = 69.58, target = 50.00, heatSink = -90.18, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 5.019
(3848248) TC: TC-1 = 94.40, modeled = 70.32, target = 50.00, heatSink = -89.81, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 4.876
(3848397) TC: TC-1 = 94.84, modeled = 71.03, target = 50.00, heatSink = -89.77, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 4.668
(3848547) TC: TC-1 = 95.25, modeled = 71.71, target = 50.00, heatSink = -90.07, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 4.474
(3848698) TC: TC-1 = 95.61, modeled = 72.36, target = 50.00, heatSink = -90.07, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 4.276
(3848853) TC: TC-1 = 95.94, modeled = 72.98, target = 50.00, heatSink = -90.29, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 4.099
(3849000) TC: TC-1 = 96.17, modeled = 73.57, target = 50.00, heatSink = -90.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.882
(3849150) TC: TC-1 = 96.48, modeled = 74.14, target = 50.00, heatSink = -89.54, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.756
(3849301) TC: TC-1 = 96.77, modeled = 74.69, target = 50.00, heatSink = -89.81, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.634
(3849450) TC: TC-1 = 97.04, modeled = 75.23, target = 50.00, heatSink = -89.66, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.510
(3849603) TC: TC-1 = 97.29, modeled = 75.74, target = 50.00, heatSink = -90.07, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.401
(3849758) TC: TC-1 = 97.43, modeled = 76.24, target = 50.00, heatSink = -90.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.192
(3849903) TC: TC-1 = 97.64, modeled = 76.71, target = 50.00, heatSink = -89.71, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.128
(3850053) TC: TC-1 = 97.84, modeled = 77.17, target = 50.00, heatSink = -89.09, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 3.037
(3850203) TC: TC-1 = 98.03, modeled = 77.62, target = 50.00, heatSink = -89.71, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.956
(3850354) TC: TC-1 = 98.21, modeled = 78.05, target = 50.00, heatSink = -90.23, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.879
(3850510) TC: TC-1 = 98.39, modeled = 78.48, target = 50.00, heatSink = -90.29, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.812
(3850657) TC: TC-1 = 98.49, modeled = 78.89, target = 50.00, heatSink = -90.18, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.695
(3850806) TC: TC-1 = 98.65, modeled = 79.28, target = 50.00, heatSink = -89.50, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.635
(3850957) TC: TC-1 = 98.80, modeled = 79.67, target = 50.00, heatSink = -89.50, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.581
(3851107) TC: TC-1 = 98.93, modeled = 80.05, target = 50.00, heatSink = -89.76, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.513
(3851257) TC: TC-1 = 99.06, modeled = 80.42, target = 50.00, heatSink = -90.07, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.457
(3851415) TC: TC-1 = 99.20, modeled = 80.79, target = 50.00, heatSink = -90.07, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.413
(3851560) TC: TC-1 = 99.28, modeled = 81.14, target = 50.00, heatSink = -90.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.334
(3851711) TC: TC-1 = 99.40, modeled = 81.49, target = 50.00, heatSink = -89.40, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.292
(3851859) TC: TC-1 = 99.52, modeled = 81.82, target = 50.00, heatSink = -89.91, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.252
(3852010) TC: TC-1 = 99.62, modeled = 82.16, target = 50.00, heatSink = -89.96, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.200
(3852166) TC: TC-1 = 99.70, modeled = 82.48, target = 50.00, heatSink = -90.08, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.135
(3852313) TC: TC-1 = 99.76, modeled = 82.79, target = 50.00, heatSink = -90.18, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.070
(3852463) TC: TC-1 = 99.85, modeled = 83.10, target = 50.00, heatSink = -89.55, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.035
(3852613) TC: TC-1 = 99.94, modeled = 83.40, target = 50.00, heatSink = -89.14, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 2.004
(3852773) TC: TC-1 = 100.01, modeled = 83.70, target = 50.00, heatSink = -89.65, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.960
(3852923) TC: TC-1 = 100.09, modeled = 83.99, target = 50.00, heatSink = -89.91, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.922
(3853079) TC: TC-1 = 100.16, modeled = 84.27, target = 50.00, heatSink = -89.56, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.885
(3853229) TC: TC-1 = 100.21, modeled = 84.55, target = 50.00, heatSink = -89.60, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.838
(3853374) TC: TC-1 = 100.28, modeled = 84.82, target = 50.00, heatSink = -89.09, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.803
(3853524) TC: TC-1 = 100.34, modeled = 85.09, target = 50.00, heatSink = -88.89, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.773
(3853674) TC: TC-1 = 100.41, modeled = 85.35, target = 50.00, heatSink = -89.55, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.740
(3853828) TC: TC-1 = 100.46, modeled = 85.61, target = 50.00, heatSink = -90.18, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.706
(3853980) TC: TC-1 = 100.50, modeled = 85.86, target = 50.00, heatSink = -89.72, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.660
(3854123) TC: TC-1 = 100.57, modeled = 86.11, target = 50.00, heatSink = -89.31, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.644
(3854272) TC: TC-1 = 100.61, modeled = 86.35, target = 50.00, heatSink = -88.76, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.608
(3854425) TC: TC-1 = 100.69, modeled = 86.59, target = 50.00, heatSink = -88.95, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.602
(3854575) TC: TC-1 = 100.74, modeled = 86.83, target = 50.00, heatSink = -89.86, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.573
(3854731) TC: TC-1 = 100.78, modeled = 87.06, target = 50.00, heatSink = -89.65, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.538
(3854881) TC: TC-1 = 100.81, modeled = 87.29, target = 50.00, heatSink = -89.70, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.495
(3855026) TC: TC-1 = 100.86, modeled = 87.51, target = 50.00, heatSink = -89.91, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.477
(3855175) TC: TC-1 = 100.90, modeled = 87.73, target = 50.00, heatSink = -89.34, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.452
(3855326) TC: TC-1 = 100.95, modeled = 87.94, target = 50.00, heatSink = -89.19, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.432
(3855476) TC: TC-1 = 101.00, modeled = 88.16, target = 50.00, heatSink = -89.80, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.413
(3855631) TC: TC-1 = 101.03, modeled = 88.37, target = 50.00, heatSink = -89.91, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.380
(3855781) TC: TC-1 = 101.06, modeled = 88.57, target = 50.00, heatSink = -90.01, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.346
(3855925) TC: TC-1 = 101.09, modeled = 88.77, target = 50.00, heatSink = -89.77, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.324
(3856075) TC: TC-1 = 101.12, modeled = 88.97, target = 50.00, heatSink = -88.80, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.300
(3856226) TC: TC-1 = 101.16, modeled = 89.16, target = 50.00, heatSink = -89.14, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.287
(3856375) TC: TC-1 = 101.20, modeled = 89.35, target = 50.00, heatSink = -90.18, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.268
(3856531) TC: TC-1 = 101.23, modeled = 89.54, target = 50.00, heatSink = -90.34, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.233
(3856681) TC: TC-1 = 101.27, modeled = 89.72, target = 50.00, heatSink = -89.57, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.233
(3856827) TC: TC-1 = 101.30, modeled = 89.90, target = 50.00, heatSink = -88.80, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.199
(3856976) TC: TC-1 = 101.33, modeled = 90.08, target = 50.00, heatSink = -88.65, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.185
(3857126) TC: TC-1 = 101.36, modeled = 90.26, target = 50.00, heatSink = -89.82, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.165
(3857282) TC: TC-1 = 101.38, modeled = 90.43, target = 50.00, heatSink = -90.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.139
(3857434) TC: TC-1 = 101.39, modeled = 90.60, target = 50.00, heatSink = -90.18, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.110
(3857584) TC: TC-1 = 101.44, modeled = 90.76, target = 50.00, heatSink = -90.07, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.109
(3857728) TC: TC-1 = 101.47, modeled = 90.93, target = 50.00, heatSink = -89.61, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.092
(3857879) TC: TC-1 = 101.50, modeled = 91.09, target = 50.00, heatSink = -88.99, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.078
(3858029) TC: TC-1 = 101.54, modeled = 91.25, target = 50.00, heatSink = -89.80, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.071
(3858180) TC: TC-1 = 101.57, modeled = 91.41, target = 50.00, heatSink = -89.75, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.061
(3858335) TC: TC-1 = 101.58, modeled = 91.57, target = 50.00, heatSink = -89.96, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 1.022
(3858485) TC: TC-1 = 101.60, modeled = 91.72, target = 50.00, heatSink = -90.12, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.997
(3858629) TC: TC-1 = 101.62, modeled = 91.87, target = 50.00, heatSink = -89.35, output = 0.0, timeout = 0, exptTempC = 50.00, TecRate = 0.987
***PCR OFF***
[92]PCR TEC Turned Off
(3858730) _deviceLogsSetPCR: Adding Time 26452
