Text,X,1: Assay1: 0.2uM,X,2: Assay1: 0.1uM,X,3: Assay1: neg,X,4: Assay2: 0.2uM,X,5: Assay2: 0.1uM,X,6: Assay2: neg,X,7: Assay3: 0.2uM,X,8: Assay3: 0.1uM,X,9: Assay3: neg
65.46,65.46,34.69901657,65.59,25.27199173,65.74,4.295414448,65.63,19.06004333,65.66,20.64240456,65.74,4.295414448,65.68,46.78110886,65.7,17.88662529,65.74,4.295414448
65.93,65.93,34.11764526,66.03,24.79743576,66.18,4.226748943,66.07,18.76096725,66.09,20.2761879,66.18,4.226748943,66.12,46.17837906,66.15,17.61043739,66.18,4.226748943
66.42,66.42,33.28755569,66.54,24.24200821,66.69,4.1336689,66.57,18.27420425,66.58,19.8764019,66.69,4.1336689,66.6,45.23537064,66.62,17.22591019,66.69,4.1336689
66.88,66.88,32.7061882,67.06,23.71099472,67.22,4.045166492,67.08,17.86831474,67.1,19.39421654,67.22,4.045166492,67.13,44.15655899,67.17,16.82002068,67.22,4.045166492
67.42,67.42,32.01190186,67.54,23.18913651,67.62,3.979552984,67.59,17.50209808,67.61,19.00816345,67.62,3.979552984,67.61,43.45616913,67.6,16.51331329,67.62,3.979552984
67.92,67.92,31.40764427,68.01,22.72983932,68.19,3.894102335,68.04,17.13282967,68.05,18.60990334,68.19,3.894102335,68.1,42.54825592,68.12,16.11505318,68.19,3.894102335
68.37,68.37,30.77134323,68.52,22.24612808,68.66,3.819333076,68.54,16.81696892,68.55,18.24368668,68.66,3.819333076,68.57,41.7074852,68.6,15.79156208,68.66,3.819333076
68.86,68.86,30.18234444,68.97,21.79293442,69.16,3.743038177,69.05,16.45075226,69.11,17.78591537,69.16,3.743038177,69.14,40.98725891,69.15,15.44975948,69.16,3.743038177
69.34,69.34,29.50637054,69.46,21.29854202,69.72,3.660639286,69.53,16.03417969,69.57,17.38765526,69.72,3.660639286,69.63,40.05340576,69.66,15.04997349,69.72,3.660639286
69.96,69.96,28.76630783,70.07,20.75074387,70.23,3.584344149,70.14,15.63744545,70.18,16.96040344,70.23,3.584344149,70.21,39.09666443,70.21,14.6929121,70.23,3.584344149
70.42,70.42,28.16815376,70.53,20.2975502,70.7,3.515678644,70.62,15.27885818,70.65,16.59723854,70.7,3.515678644,70.68,38.33371353,70.69,14.38315392,70.7,3.515678644
70.97,70.97,27.47844696,71.07,19.82299614,71.27,3.442435265,71.15,14.92484951,71.19,16.20355606,71.27,3.442435265,71.24,37.3403511,71.26,14.02609253,71.27,3.442435265
71.48,71.48,26.80247116,71.64,19.31792259,71.71,3.372243881,71.7,14.63340187,71.71,15.82970905,71.71,3.372243881,71.69,36.57740021,71.67,13.70260143,71.71,3.372243881
71.99,71.99,26.3492794,72.05,18.96696472,72.27,3.309681892,72.11,14.27176285,72.16,15.4955368,72.27,3.309681892,72.23,35.63744736,72.25,13.31502247,72.27,3.309681892
72.47,72.47,25.70992661,72.61,18.5107193,72.78,3.242542267,72.65,13.94064236,72.67,15.18577862,72.78,3.242542267,72.69,34.74631882,72.73,12.95338345,72.78,3.242542267
72.98,72.98,25.26436234,73.06,18.13382149,73.28,3.176928282,73.12,13.64461708,73.17,14.82261372,73.28,3.176928282,73.21,33.92843628,73.24,12.60242653,73.28,3.176928282
73.52,73.52,24.57160378,73.61,17.70199203,73.79,3.112840414,73.66,13.23414993,73.68,14.50217438,73.79,3.112840414,73.71,33.13191605,73.74,12.28656483,73.79,3.112840414
74.02,74.02,24.06195068,74.13,17.31441307,74.33,3.047226667,74.17,12.88471794,74.22,14.12222481,74.33,3.047226667,74.27,32.37048721,74.29,11.98748779,74.33,3.047226667
74.54,74.54,23.54619598,74.64,16.9192028,74.83,2.990768194,74.7,12.50171661,74.73,13.84908867,74.83,2.990768194,74.76,31.94628906,74.79,11.74792099,74.83,2.990768194
75.03,75.03,23.03807068,75.16,16.53009796,75.35,2.928206205,75.21,12.21637249,75.24,13.4981308,75.35,2.928206205,75.29,31.07652473,75.31,11.49919891,75.35,2.928206205
75.61,75.61,22.36362267,75.72,16.12420845,75.94,2.871747971,75.78,11.96002102,75.81,13.15480232,75.94,2.871747971,75.86,30.26779556,75.89,11.21843243,75.94,2.871747971
76.15,76.15,21.89822197,76.28,15.71068859,76.46,2.813763618,76.35,11.72808456,76.37,12.82368183,76.46,2.813763618,76.4,29.58876991,76.42,10.90562248,76.46,2.813763618
76.69,76.69,21.32143211,76.81,15.34294605,76.97,2.757305145,76.86,11.47936249,76.9,12.5429163,76.97,2.757305145,76.93,28.90516472,76.95,10.60196877,76.97,2.757305145
77.19,77.19,20.8789196,77.35,14.97673035,77.51,2.708476305,77.4,11.26878738,77.41,12.25452042,77.51,2.708476305,77.41,27.98809814,77.43,10.27084732,77.51,2.708476305
77.69,77.69,20.24872208,77.82,14.65476418,77.95,2.653543949,77.86,11.00022888,77.88,11.9798584,77.95,2.653543949,77.9,27.04356384,77.92,9.921416283,77.95,2.653543949
78.19,78.19,19.79552841,78.36,14.27786636,78.49,2.609292746,78.4,10.71641064,78.4,11.70366955,78.49,2.609292746,78.42,26.01815796,78.45,9.509422302,78.49,2.609292746
78.7,78.7,19.29655838,78.87,13.91775417,79.03,2.563515663,78.93,10.4066534,78.96,11.38475609,79.03,2.563515663,78.99,25.02632141,79.01,9.219501495,79.03,2.563515663
79.27,79.27,18.72587204,79.35,13.58968449,79.55,2.516212702,79.42,10.12893867,79.46,11.11924934,79.55,2.516212702,79.5,24.33051109,79.53,8.966200829,79.55,2.516212702
79.78,79.78,18.24979019,79.85,13.23720169,80.02,2.470435619,79.91,9.823758125,79.94,10.88426018,80.02,2.470435619,79.97,23.66369057,79.98,8.734264374,80.02,2.470435619
80.27,80.27,17.61501503,80.38,12.83741474,80.55,2.430762291,80.45,9.420920372,80.47,10.59281254,80.55,2.430762291,80.48,22.76340866,80.51,8.444342613,80.55,2.430762291
80.69,80.69,17.12520027,80.82,12.5642786,80.91,2.391088724,80.87,9.028762817,80.89,10.35782433,80.91,2.391088724,80.89,21.85549736,80.9,8.227664948,80.91,2.391088724
81.16,81.16,16.55451202,81.32,12.21026897,81.52,2.345311642,81.43,8.587777138,81.46,10.00686646,81.52,2.345311642,81.48,20.73701096,81.49,7.766842365,81.52,2.345311642
81.81,81.81,15.98382568,81.92,11.8776226,82.15,2.296482801,81.98,8.044556618,82.01,9.578087807,82.15,2.296482801,82.05,19.15617561,82.09,7.153429508,82.15,2.296482801
82.34,82.34,15.52147675,82.49,11.57549381,82.66,2.262912989,82.54,7.228198528,82.57,8.918898582,82.66,2.262912989,82.6,17.22285843,82.62,6.465247631,82.66,2.262912989
82.89,82.89,15.06675816,83.03,11.28099442,83.15,2.217135906,83.07,6.022736073,83.09,7.859922409,83.15,2.217135906,83.1,14.67460155,83.11,5.519188404,83.15,2.217135906
83.38,83.38,14.73868942,83.5,11.01701355,83.65,2.183566093,83.56,4.412909031,83.58,6.420996189,83.65,2.183566093,83.6,11.72503281,83.61,4.299992561,83.65,2.183566093
83.82,83.82,14.39688683,83.91,10.80338764,84.13,2.146944284,83.96,3.302052259,83.99,4.806591988,84.13,2.146944284,84.03,8.099489212,84.08,2.810711861,84.13,2.146944284
84.36,84.36,13.98336792,84.48,10.49515533,84.7,2.108796835,84.54,2.786297321,84.58,3.70489049,84.7,2.108796835,84.62,4.632638931,84.65,1.959258437,84.7,2.108796835
84.86,84.86,13.60799599,85,10.20065594,85.16,2.075227022,85.06,2.674906492,85.07,3.479057074,85.16,2.075227022,85.1,3.828488588,85.12,1.852445245,85.16,2.075227022
85.42,85.42,13.058671,85.54,9.787137032,85.65,2.04013133,85.58,2.600137234,85.6,3.367666245,85.65,2.04013133,85.63,3.497367859,85.65,1.799038649,85.65,2.04013133
85.87,85.87,12.34760094,85.94,9.164568901,86.13,2.011139154,86.02,2.558938026,86.05,3.311207771,86.13,2.011139154,86.08,3.273060083,86.1,1.766994715,86.13,2.011139154
86.38,86.38,10.66453075,86.47,7.734798431,86.7,1.971465588,86.55,2.502479553,86.58,3.228809118,86.7,1.971465588,86.63,3.088426113,86.67,1.725795388,86.7,1.971465588
86.86,86.86,7.504386902,87,5.081254482,87.21,1.940947533,87.06,2.450598955,87.11,3.163195133,87.21,1.940947533,87.15,3.015182734,87.17,1.696803212,87.21,1.940947533
87.5,87.5,3.81475544,87.59,3.228809118,87.78,1.90737772,87.64,2.394140482,87.66,3.100633144,87.78,1.90737772,87.7,2.912947178,87.73,1.663233399,87.78,1.90737772
88.02,88.02,3.270008326,88.12,3.050278425,88.34,1.875333786,88.19,2.349889278,88.21,3.027390003,88.34,1.875333786,88.25,2.838178158,88.28,1.635767102,88.34,1.875333786
88.54,88.54,3.149462223,88.7,2.973983288,88.88,1.849393487,88.76,2.296482801,88.78,2.961776257,88.88,1.849393487,88.81,2.755779266,88.84,1.608300924,88.88,1.849393487
89.13,89.13,3.077744722,89.2,2.914473295,89.34,1.817349553,89.21,2.26138711,89.23,2.90989542,89.34,1.817349553,89.26,2.711528301,89.29,1.585412383,89.34,1.817349553
89.53,89.53,3.018234491,89.63,2.864118338,89.79,1.794461012,89.69,2.223239422,89.72,2.853437185,89.79,1.794461012,89.76,2.644388437,89.77,1.5655756,89.79,1.794461012
90.01,90.01,2.95872426,90.13,2.806134224,90.32,1.765468836,90.18,2.185091972,90.21,2.801556349,90.32,1.765468836,90.24,2.584878206,90.27,1.542687058,90.32,1.765468836
90.51,90.51,2.89768815,90.65,2.754253387,90.81,1.744106174,90.73,2.148470402,90.76,2.748149872,90.81,1.744106174,90.8,2.526894093,90.8,1.524376273,90.81,1.744106174
91.05,91.05,2.829022646,91.15,2.702372789,91.31,1.718165874,91.23,2.116426229,91.25,2.706950426,91.31,1.718165874,91.27,2.470435619,91.29,1.499961853,91.31,1.718165874
91.54,91.54,2.778667927,91.63,2.658121586,91.77,1.699855089,91.72,2.095063686,91.76,2.667277098,91.77,1.699855089,91.77,2.423132658,91.78,1.478599191,91.77,1.699855089
92.02,92.02,2.720683575,92.11,2.609292746,92.26,1.678492427,92.15,2.06607151,92.19,2.618448257,92.26,1.678492427,92.22,2.374303818,92.24,1.463340163,92.26,1.678492427
92.46,92.46,2.673380613,92.59,2.561989784,92.73,1.658655643,92.64,2.034027576,92.67,2.577248812,92.73,1.658655643,92.69,2.330052614,92.7,1.445029378,92.73,1.658655643
92.96,92.96,2.61692214,93.11,2.517738581,93.26,1.632715344,93.19,2.003509521,93.21,2.531471729,93.26,1.632715344,93.22,2.285801411,93.23,1.423666716,93.26,1.632715344
93.62,93.62,2.551308393,93.81,2.452124834,93.98,1.603723168,93.9,1.960784316,93.93,2.470435619,93.98,1.603723168,93.96,2.214084148,93.97,1.399252295,93.98,1.603723168
94.17,94.17,2.499427795,94.26,2.4200809,94.46,1.585412383,94.31,1.942473531,94.34,2.438391685,94.46,1.585412383,94.38,2.182040215,94.41,1.382467389,94.46,1.585412383
94.72,94.72,2.461280346,94.82,2.375829697,95.05,1.5655756,94.89,1.916533113,94.92,2.39719224,95.05,1.5655756,94.98,2.137789011,95.01,1.367208362,95.05,1.5655756
