Text,S1,X,S2,X,S3,X,S4,X,S5,X,S6,,2.527890884
70.15409639,1.186907316,70.15409639,1.188895051,70.15409639,1.28659091,70.15409639,1.295550947,70.15409639,1.06371224,70.15409639,1.474921885,,
70.56337349,1.181117367,70.56337349,1.181263897,70.56337349,1.349760128,70.56337349,1.300556847,70.56337349,1.067898125,70.56337349,1.493430789,,
70.9726506,1.171184516,70.9726506,1.159566663,70.9726506,1.425629761,70.9726506,1.308435461,70.9726506,1.0685143,70.9726506,1.52086269,,
71.38192771,1.165427028,71.38192771,1.130877521,71.38192771,1.520173538,71.38192771,1.307897687,71.38192771,1.056961788,71.38192771,1.54783652,,
71.79120482,1.161517935,71.79120482,1.11083168,71.79120482,1.631404922,71.79120482,1.298440014,71.79120482,1.043566969,71.79120482,1.568010685,,
72.20048193,1.162407364,72.20048193,1.112217994,72.20048193,1.738371412,72.20048193,1.283435868,72.20048193,1.033403233,72.20048193,1.589203766,,
72.60975904,1.165223279,72.60975904,1.130246522,72.60975904,1.820674634,72.60975904,1.266829721,72.60975904,1.028628976,72.60975904,1.617251522,,
73.01903614,1.162180004,73.01903614,1.143380916,73.01903614,1.861586546,73.01903614,1.255857482,73.01903614,1.030003413,73.01903614,1.639102628,,
73.42831325,1.154319386,73.42831325,1.144109229,73.42831325,1.849921865,73.42831325,1.250901283,73.42831325,1.034604534,73.42831325,1.637268302,,
73.83759036,1.141670315,73.83759036,1.149928969,73.83759036,1.777272008,73.83759036,1.244719003,73.83759036,1.034376918,73.83759036,1.60359334,,
74.24686747,1.122243153,74.24686747,1.170959699,74.24686747,1.642907271,74.24686747,1.234440941,74.24686747,1.026875368,74.24686747,1.538668946,,
74.65614458,1.101143018,74.65614458,1.206742937,74.65614458,1.463517767,74.65614458,1.221704111,74.65614458,1.016633472,74.65614458,1.455058025,,
75.06542169,1.077649479,75.06542169,1.244215769,75.06542169,1.265769216,75.06542169,1.210893105,75.06542169,1.010963432,75.06542169,1.379505403,,
75.4746988,1.046089709,75.4746988,1.257916171,75.4746988,1.085205641,75.4746988,1.206272611,75.4746988,1.012817484,75.4746988,1.338798218,,
75.8839759,1.01778321,75.8839759,1.235299619,75.8839759,0.963881573,75.8839759,1.209610045,75.8839759,1.011239184,75.8839759,1.352356677,,
76.29325301,1.007193706,76.29325301,1.179045275,76.29325301,0.916923378,76.29325301,1.218008227,76.29325301,0.996709551,76.29325301,1.433037523,,
76.70253012,1.010998948,76.70253012,1.101875509,76.70253012,0.921139885,76.70253012,1.229874589,76.70253012,0.979954036,76.70253012,1.568845253,,
77.11180723,1.028133948,77.11180723,1.037309781,77.11180723,0.948052475,77.11180723,1.247274721,77.11180723,0.972365506,77.11180723,1.721297047,,
77.52108434,1.073141783,77.52108434,1.028994286,77.52108434,0.985385434,77.52108434,1.273777467,77.52108434,0.972424288,77.52108434,1.840882704,,
77.93036145,1.158825803,77.93036145,1.101357152,77.93036145,1.039073395,77.93036145,1.316375,77.93036145,0.982226578,77.93036145,1.882679609,,
78.33963855,1.282368125,78.33963855,1.257791619,78.33963855,1.12013342,78.33963855,1.381016078,78.33963855,1.00203554,78.33963855,1.834949739,,
78.74891566,1.433808896,78.74891566,1.500336731,78.74891566,1.240125723,78.74891566,1.471171902,78.74891566,1.027730443,78.74891566,1.735081497,,
79.15819277,1.610728703,79.15819277,1.83330683,79.15819277,1.419224559,79.15819277,1.584718443,79.15819277,1.059758566,79.15819277,1.65170238,,
79.56746988,1.811067917,79.56746988,2.241380608,79.56746988,1.664015594,79.56746988,1.713690036,79.56746988,1.0926072,79.56746988,1.632644055,,
79.97674699,2.026922514,79.97674699,2.678562668,79.97674699,1.950913095,79.97674699,1.841267296,79.97674699,1.123588047,79.97674699,1.681335643,,
80.3860241,2.244921683,80.3860241,3.070024965,80.3860241,2.235018839,80.3860241,1.953157908,80.3860241,1.17088131,80.3860241,1.801628202,,
80.7953012,2.429682364,80.7953012,3.319181339,80.7953012,2.464234355,80.7953012,2.042465899,80.7953012,1.281895449,80.7953012,2.011042994,,
81.20457831,2.527890884,81.20457831,3.340753414,81.20457831,2.602944003,81.20457831,2.08670314,81.20457831,1.542272906,81.20457831,2.330560904,,
81.61385542,2.504213664,81.61385542,3.107223805,81.61385542,2.64032485,81.61385542,2.057217815,81.61385542,2.058643828,81.61385542,2.802766622,,
82.02313253,2.352705219,82.02313253,2.666585568,82.02313253,2.573775819,82.02313253,1.940594101,82.02313253,2.889399959,82.02313253,3.465501707,,
82.43240964,2.092059105,82.43240964,2.122108505,82.43240964,2.411035371,82.43240964,1.742469719,82.43240964,3.952772142,82.43240964,4.298391921,,
82.84168675,1.773981327,82.84168675,1.588281778,82.84168675,2.195939656,82.84168675,1.496871876,82.84168675,4.987907959,82.84168675,5.199700287,,
83.25096386,1.472819154,83.25096386,1.141832007,83.25096386,1.99160568,83.25096386,1.254796185,83.25096386,5.594858538,83.25096386,5.94261446,,
83.66024096,1.248132287,83.66024096,0.815709068,83.66024096,1.833066396,83.66024096,1.064879517,83.66024096,5.421955166,83.66024096,6.1778742,,
84.06951807,1.118708657,84.06951807,0.612558563,84.06951807,1.712541838,84.06951807,0.987550127,84.06951807,4.461224819,84.06951807,5.604062177,,
84.47879518,1.064734583,84.47879518,0.505810189,84.47879518,1.598509,84.47879518,1.126469821,84.47879518,3.094275531,84.47879518,4.300359519,,
84.88807229,1.043849458,84.88807229,0.457332289,84.88807229,1.470328025,84.88807229,1.620638685,84.88807229,1.811399203,84.88807229,2.771823042,,
85.2973494,1.010927803,85.2973494,0.43865116,85.2973494,1.32120197,85.2973494,2.577257816,85.2973494,0.900735257,85.2973494,1.504925829,,
85.70662651,0.937978422,85.70662651,0.434026667,85.70662651,1.145853061,85.70662651,3.952674354,85.70662651,0.384967643,85.70662651,0.681438457,,
86.11590361,0.833753684,86.11590361,0.434558708,86.11590361,0.95609977,86.11590361,5.459126347,86.11590361,0.15766359,86.11590361,0.258061635,,
86.52518072,0.734565708,86.52518072,0.432860706,86.52518072,0.778135614,86.52518072,6.563809597,86.52518072,0.09789725,86.52518072,0.109586795,,
86.93445783,0.671406038,86.93445783,0.421596496,86.93445783,0.628034339,86.93445783,6.660048595,86.93445783,0.112575466,86.93445783,0.102400215,,
87.34373494,0.642645143,87.34373494,0.394505576,87.34373494,0.511298946,87.34373494,5.579440199,87.34373494,0.143381763,87.34373494,0.135835861,,
87.75301205,0.62070039,87.75301205,0.35424495,87.75301205,0.429751515,87.75301205,3.819658359,87.75301205,0.166337187,87.75301205,0.164181446,,
88.16228916,0.574261573,88.16228916,0.311246224,88.16228916,0.380892815,88.16228916,2.1098811,88.16228916,0.17603878,88.16228916,0.176533957,,
88.57156627,0.491062759,88.57156627,0.273606798,88.57156627,0.358803775,88.57156627,0.894898355,88.57156627,0.174441869,88.57156627,0.175497183,,
88.98084337,0.392659103,88.98084337,0.245028559,88.98084337,0.350808216,88.98084337,0.22416653,88.98084337,0.166431344,88.98084337,0.16658172,,
89.39012048,0.30965172,89.39012048,0.22498727,89.39012048,0.340190702,89.39012048,-0.046669295,89.39012048,0.156723716,89.39012048,0.155950781,,
89.79939759,0.2557833,89.79939759,0.209760599,89.79939759,0.320445201,89.79939759,-0.090328217,89.79939759,0.146904773,89.79939759,0.14823485,,
90.2086747,0.228451533,90.2086747,0.196609601,90.2086747,0.30431521,90.2086747,-0.036644048,90.2086747,0.137942282,90.2086747,0.14535608,,
90.61795181,0.218882579,90.61795181,0.184957072,90.61795181,0.306644753,90.61795181,0.035646827,90.61795181,0.130693353,90.61795181,0.146835972,,
91.02722892,0.216448282,91.02722892,0.175985944,91.02722892,0.323979372,91.02722892,0.091096561,91.02722892,0.124872322,91.02722892,0.150058956,,
91.43650602,0.212865111,91.43650602,0.170516393,91.43650602,0.338402544,91.43650602,0.122048848,91.43650602,0.120148671,91.43650602,0.148855584,,
91.84578313,0.206845092,91.84578313,0.166350598,91.84578313,0.332196995,91.84578313,0.133821747,91.84578313,0.115031238,91.84578313,0.13757027,,
92.25506024,0.201685278,92.25506024,0.160986579,92.25506024,0.302793376,92.25506024,0.134228094,92.25506024,0.109048451,92.25506024,0.119351664,,
92.66433735,0.199914554,92.66433735,0.154937941,92.66433735,0.260647568,92.66433735,0.128800634,92.66433735,0.103731659,92.66433735,0.101849192,,
93.07361446,0.201241607,93.07361446,0.149517885,93.07361446,0.214852534,93.07361446,0.121258467,93.07361446,0.099847689,93.07361446,0.088892801,,
93.48289157,0.205557918,93.48289157,0.14524144,93.48289157,0.17237663,93.48289157,0.113865907,93.48289157,0.096795574,93.48289157,0.08034696,,
93.89216867,0.215833691,93.89216867,0.1437709,93.89216867,0.139817275,93.89216867,0.107276654,93.89216867,0.0939755,93.89216867,0.074878639,,
94.30144578,0.2356269,94.30144578,0.146924074,94.30144578,0.120712567,94.30144578,0.101513531,94.30144578,0.091880182,94.30144578,0.071778018,,
94.71072289,0.260176959,94.71072289,0.153825373,94.71072289,0.113392647,94.71072289,0.09686898,94.71072289,0.091079315,94.71072289,0.070457599,,
95.12,0.260176959,95.12,0.153825373,95.12,0.113392647,95.12,0.09686898,95.12,0.091079315,95.12,0.070457599,,
